  I     	  II     	  FA     	  FA'		  AO     	  AO'		
-14.34   	-54.63   	 72.84   	 -81.38		 50.34   	-717.19		
-17.40   	-65.31   	 72.51   	 -81.38		 47.47   	-707.02		
-15.87   	-67.44   	 72.19   	 -81.38		 44.64   	-691.76		
-10.99   	-61.65   	 71.86   	 -76.30		 41.87   	-671.41		
 -6.71   	-51.88   	 71.56   	 -76.30		 39.19   	-645.98		
 -5.19   	-42.11   	 71.25   	 -71.21		 36.60   	-620.55		
 -6.41   	-36.01   	 70.97   	 -76.30		 34.12   	-584.94		
 -8.85   	-34.48   	 70.66   	 -66.12		 31.78   	-559.51		
 -9.77   	-37.54   	 70.40   	 -66.12		 29.54   	-528.99		
 -9.16   	-43.95   	 70.13   	 -66.12		 27.43   	-498.47		
 -8.24   	-51.57   	 69.87   	 -66.12		 25.43   	-457.78		
 -8.24   	-57.37   	 69.60   	 -61.04		 23.60   	-427.26		
 -9.77   	-59.20   	 69.36   	 -61.04		 21.89   	-401.83		
-10.99   	-55.54   	 69.11   	 -66.12		 20.28   	-366.22		
-10.68   	-48.22   	 68.85   	 -55.95		 18.82   	-340.79		
 -8.54   	-40.59   	 68.63   	 -61.04		 17.46   	-310.27		
 -5.49   	-36.01   	 68.38   	 -55.95		 16.22   	-279.75		
 -3.05   	-35.71   	 68.16   	 -61.04		 15.10   	-259.41		
 -2.44   	-39.06   	 67.91   	 -50.86		 14.06   	-228.89		
 -3.36   	-43.33   	 67.71   	 -55.95		 13.14   	-208.54		
 -4.88   	-45.47   	 67.49   	 -50.86		 12.31   	-188.20		
 -5.80   	-44.56   	 67.28   	 -45.78		 11.56   	-167.85		
 -6.41   	-40.89   	 67.10   	 -50.86		 10.89   	-142.42		
 -6.71   	-35.40   	 66.90   	 -45.78		 10.32   	-132.25		
 -6.71   	-28.38   	 66.71   	 -45.78		  9.79   	-106.82		
 -5.49   	-18.31   	 66.53   	 -45.78		  9.36   	 -96.64		
 -1.83   	 -4.58   	 66.35   	 -45.78		  8.97   	 -86.47		
  3.66   	 10.99   	 66.16   	 -45.78		  8.63   	 -71.21		
 10.07   	 24.11   	 65.98   	 -45.78		  8.34   	 -55.95		
 14.95   	 32.35   	 65.80   	 -50.86		  8.12   	 -50.86		
 17.40   	 36.62   	 65.59   	 -55.95		  7.91   	 -40.69		
 18.92   	 39.98   	 65.37   	 -55.95		  7.75   	 -40.69		
 21.06   	 44.86   	 65.15   	 -61.04		  7.59   	 -25.43		
 24.72   	 52.80   	 64.90   	 -66.12		  7.49   	 -25.43		
 28.99   	 61.95   	 64.64   	 -66.12		  7.39   	 -25.43		
 31.43   	 70.80   	 64.37   	 -66.12		  7.28   	 -20.35		
 32.96   	 79.35   	 64.11   	 -71.21		  7.20   	 -25.43		
 34.79   	 85.75   	 63.82   	 -76.30		  7.10   	 -20.35		
 38.15   	 88.81   	 63.52   	 -71.21		  7.02   	 -25.43		
 43.64   	 88.50   	 63.23   	 -71.21		  6.92   	 -30.52		
 50.05   	 86.36   	 62.95   	 -66.12		  6.80   	 -30.52		
 55.54   	 84.23   	 62.69   	 -71.21		  6.67   	 -35.61		
 60.42   	 82.70   	 62.40   	 -66.12		  6.53   	 -40.69		
 65.31   	 81.79   	 62.14   	 -61.04		  6.37   	 -40.69		
 69.27   	 79.65   	 61.89   	 -61.04		  6.21   	 -45.78		
 70.19   	 75.07   	 61.65   	 -55.95		  6.02   	 -50.86		
 66.22   	 65.92   	 61.42   	 -55.95		  5.82   	 -50.86		
 57.07   	 51.27   	 61.20   	 -50.86		  5.62   	 -55.95		
 45.17   	 32.96   	 61.00   	 -45.78		  5.39   	 -50.86		
 32.04   	 15.56   	 60.81   	 -45.78		  5.19   	 -55.95		
 19.53   	  1.83   	 60.63   	 -40.69		  4.96   	 -61.04		
  9.16   	 -7.02   	 60.47   	 -45.78		  4.72   	 -45.78		
  2.14   	-13.73   	 60.28   	 -40.69		  4.54   	 -50.86		
 -1.22   	-23.50   	 60.12   	 -35.61		  4.33   	 -50.86		
 -1.83   	-38.15   	 59.98   	 -35.61		  4.13   	 -45.78		
 -2.75   	-55.54   	 59.84   	 -40.69		  3.95   	 -40.69		
 -5.80   	-71.11   	 59.67   	 -30.52		  3.78   	 -40.69		
-10.07   	-80.87   	 59.55   	 -35.61		  3.62   	 -35.61		
-13.12   	-83.31   	 59.41   	 -30.52		  3.48   	 -30.52		
-13.73   	-81.48   	 59.29   	 -30.52		  3.36   	 -30.52		
-12.21   	-78.43   	 59.17   	 -25.43		  3.23   	 -20.35		
-10.07   	-75.99   	 59.06   	 -25.43		  3.15   	 -10.17		
 -8.54   	-74.16   	 58.96   	 -20.35		  3.11   	 -10.17		
 -7.93   	-72.02   	 58.88   	 -25.43		  3.07   	  -5.09		
 -7.93   	-69.89   	 58.78   	 -15.26		  3.05   	   0.00		
 -9.16   	-68.66   	 58.72   	 -20.35		  3.05   	   5.09		
-11.29   	-68.97   	 58.64   	 -20.35		  3.07   	  15.26		
-13.73   	-70.50   	 58.56   	 -15.26		  3.13   	  15.26		
-17.09   	-72.02   	 58.49   	 -20.35		  3.19   	  20.35		
-22.28   	-71.72   	 58.41   	 -20.35		  3.28   	  25.43		
-32.65   	-70.50   	 58.33   	 -20.35		  3.38   	  25.43		
-49.44   	-69.89   	 58.25   	 -25.43		  3.48   	  30.52		
-68.36   	-67.75   	 58.15   	 -30.52		  3.60   	  35.61		
-78.43   	-58.90   	 58.03   	 -30.52		  3.74   	  30.52		
-65.61   	-37.54   	 57.90   	 -30.52		  3.87   	  35.61		
-23.19   	 -1.53   	 57.78   	 -40.69		  4.01   	  40.69		
 48.22   	 45.78   	 57.62   	 -35.61		  4.17   	  35.61		
144.96   	102.84   	 57.48   	 -40.69		  4.31   	  40.69		
268.25   	176.09   	 57.31   	 -45.78		  4.48   	  35.61		
421.75   	280.46   	 57.13   	 -40.69		  4.62   	  40.69		
600.89   	423.28   	 56.97   	 -50.86		  4.78   	  35.61		
888.06   	679.32(R)	 56.76   	 -45.78		  4.92   	  35.61		
891.42   	661.93   	 56.58   	 -45.78		  5.07   	  35.61		
777.28   	498.05   	 56.40   	 -45.78		  5.21   	  25.43		
590.21   	227.36   	 56.22   	 -45.78		  5.31   	  20.35		
405.27   	-66.83   	 56.03   	 -40.69		  5.39   	  10.17		
280.46   	-312.19   	 55.87   	 -35.61		  5.43   	  15.26		
224.91   	-476.38   	 55.73   	 -40.69		  5.49   	   0.00		
202.94   	-563.96   	 55.56   	 -35.61		  5.49   	   0.00		
169.07   	-588.68   	 55.42   	 -35.61		  5.49   	 -15.26		
103.15   	-554.81   	 55.28   	 -35.61		  5.43   	  -5.09		
 15.56   	-470.58   	 55.14   	 -35.61		  5.41   	 -20.35		
-69.27   	-365.30   	 54.99   	 -30.52		  5.33   	 -20.35		
-133.06   	-279.24   	 54.87   	 -35.61		  5.25   	 -20.35		
-173.65   	-233.76   	 54.73   	 -30.52		  5.17   	 -30.52		
-200.20   	-221.25   	 54.61   	 -30.52		  5.05   	 -25.43		
-220.03   	-214.23   	 54.49   	 -25.43		  4.94   	 -30.52		
-234.99   	-190.43   	 54.38   	 -25.43		  4.82   	 -25.43		
-241.39   	-151.37   	 54.28   	 -20.35		  4.72   	 -30.52		
-236.51   	-117.19   	 54.20   	 -10.17		  4.60   	 -30.52		
-219.42   	-104.06   	 54.16   	 -10.17		  4.48   	 -25.43		
-192.57   	-108.34   	 54.12   	   5.09		  4.37   	 -30.52		
-160.52   	-112.92   	 54.14   	  10.17		  4.25   	 -20.35		
-126.95   	-101.93   	 54.18   	  20.35		  4.17   	 -25.43		
-96.13   	-73.85   	 54.26   	  35.61		  4.07   	 -20.35		
-70.80   	-42.72   	 54.40   	  45.78		  3.99   	 -20.35		
-53.71   	-25.02   	 54.59   	  66.12		  3.91   	 -20.35		
-44.25   	-26.25   	 54.85   	  81.38		  3.83   	 -15.26		
-39.98   	-38.15   	 55.18   	 101.73		  3.76   	 -15.26		
-37.84   	-47.91   	 55.58   	 116.99		  3.70   	 -15.26		
-36.62   	-48.83   	 56.05   	 142.42		  3.64   	 -10.17		
-35.40   	-42.72   	 56.62   	 162.77		  3.60   	 -15.26		
-35.10   	-36.93   	 57.27   	 178.03		  3.54   	 -10.17		
-34.79   	-34.79   	 57.99   	 203.46		  3.50   	 -10.17		
-33.57   	-35.40   	 58.80   	 218.72		  3.46   	 -10.17		
-31.43   	-37.23   	 59.67   	 233.98		  3.42   	 -10.17		
-28.99   	-39.06   	 60.61   	 244.15		  3.38   	 -10.17		
-28.08   	-41.20   	 61.59   	 254.32		  3.34   	 -10.17		
-29.30   	-43.64   	 62.60   	 259.41		  3.30   	  -5.09		
-31.43   	-44.86   	 63.64   	 264.50		  3.28   	 -10.17		
-32.35   	-43.33   	 64.70   	 264.50		  3.23   	 -10.17		
-31.13   	-39.98   	 65.76   	 269.58		  3.19   	  -5.09		
-28.08   	-37.54   	 66.84   	 264.50		  3.17   	 -10.17		
-25.33   	-39.06   	 67.89   	 264.50		  3.13   	  -5.09		
-24.11   	-43.64   	 68.95   	 259.41		  3.11   	 -10.17		
-25.02   	-47.91   	 69.99   	 259.41		  3.07   	   0.00		
-26.86   	-50.05   	 71.03   	 254.32		  3.07   	  -5.09		
-28.69   	-49.44   	 72.04   	 244.15		  3.05   	   0.00		
-30.52   	-48.52   	 73.02   	 244.15		  3.05   	   0.00		
-31.13   	-49.13   	 74.00   	 239.06		  3.05   	   0.00		
-30.52   	-49.44   	 74.95   	 228.89		  3.05   	   0.00		
-27.77   	-48.22   	 75.87   	 233.98		  3.05   	   5.09		
-24.11   	-45.47   	 76.81   	 233.98		  3.07   	   0.00		
-21.67   	-43.64   	 77.74   	 239.06		  3.07   	  10.17		
-21.97   	-45.17   	 78.70   	 244.15		  3.11   	   5.09		
-24.72   	-49.13   	 79.67   	 254.32		  3.13   	  10.17		
-27.47   	-53.10   	 80.69   	 269.58		  3.17   	  10.17		
-28.38   	-53.71   	 81.77   	 284.84		  3.21   	  15.26		
-27.16   	-50.35   	 82.91   	 300.10		  3.28   	  15.26		
-24.72   	-44.86   	 84.11   	 305.19		  3.34   	  10.17		
-22.58   	-39.37   	 85.33   	 325.53		  3.38   	  15.26		
-21.36   	-36.62   	 86.63   	 330.62		  3.44   	  15.26		
-21.67   	-36.93   	 87.95   	 335.71		  3.50   	  10.17		
-22.58   	-39.06   	 89.30   	 340.79		  3.54   	  20.35		
-23.19   	-41.20   	 90.66   	 345.88		  3.62   	  15.26		
-22.58   	-41.20   	 92.04   	 345.88		  3.68   	  15.26		
-21.06   	-39.37   	 93.43   	 350.97		  3.74   	  10.17		
-19.84   	-36.62   	 94.83   	 350.97		  3.78   	  15.26		
-19.84   	-33.57   	 96.24   	 356.05		  3.85   	  10.17		
-20.75   	-30.21   	 97.66   	 356.05		  3.89   	   5.09		
-21.36   	-25.33   	 99.08   	 356.05		  3.91   	  10.17		
-20.14   	-18.62   	100.51   	 366.22		  3.95   	   5.09		
-18.01   	-13.12   	101.97   	 361.14		  3.97   	   0.00		
-16.48   	-10.99   	103.42   	 371.31		  3.97   	   5.09		
-17.09   	-11.90   	104.90   	 366.22		  3.99   	  -5.09		
-19.23   	-12.21   	106.37   	 371.31		  3.97   	   0.00		
-20.75   	 -8.54   	107.85   	 371.31		  3.97   	  -5.09		
-19.84   	  0.31   	109.34   	 366.22		  3.95   	  -5.09		
-17.09   	 10.99   	110.80   	 361.14		  3.93   	 -10.17		
-13.73   	 20.75   	112.25   	 361.14		  3.89   	 -10.17		
-11.90   	 27.77   	113.69   	 356.05		  3.85   	 -15.26		
-10.99   	 33.57   	115.12   	 350.97		  3.78   	  -5.09		
-10.68   	 40.28   	116.52   	 340.79		  3.76   	 -15.26		
-10.07   	 48.83   	117.88   	 345.88		  3.70   	 -10.17		
 -9.16   	 57.37   	119.27   	 335.71		  3.66   	 -15.26		
 -8.24   	 65.31   	120.61   	 335.71		  3.60   	 -15.26		
 -6.10   	 72.63   	121.95   	 330.62		  3.54   	 -15.26		
 -2.44   	 80.26   	123.28   	 330.62		  3.48   	 -15.26		
  3.66   	 89.42   	124.60   	 330.62		  3.42   	 -10.17		
 10.68   	 98.88   	125.92   	 320.45		  3.38   	 -20.35		
 17.40   	107.12   	127.20   	 325.53		  3.30   	  -5.09		
 22.28   	112.61   	128.50   	 310.27		  3.28   	 -10.17		
 25.63   	115.36   	129.75   	 310.27		  3.23   	  -5.09		
 29.30   	117.19   	130.99   	 300.10		  3.21   	 -10.17		
 33.87   	119.93   	132.19   	 284.84		  3.17   	  -5.09		
 38.45   	122.68   	133.33   	 279.75		  3.15   	  -5.09		
 42.11   	123.90   	134.45   	 264.50		  3.13   	  -5.09		
 43.33   	122.68   	135.50   	 254.32		  3.11   	   0.00		
 42.72   	118.41   	136.52   	 239.06		  3.11   	 -10.17		
 42.11   	113.53   	137.48   	 228.89		  3.07   	   0.00		
 42.42   	109.86   	138.39   	  N/A		  3.07   	  N/A		
