  I     	  AOp     	  AOp'		  AO     	  AO'		
-86.36   	102.79   	  76.30		110.84   	 -15.26		
-84.53   	103.09   	  66.12		110.78   	 -10.17		
-82.40   	103.36   	  35.61		110.74   	 -10.17		
-80.87   	103.50   	 -15.26		110.70   	 -10.17		
-80.26   	103.44   	 -71.21		110.66   	 -15.26		
-81.48   	103.15   	-122.07		110.60   	 -15.26		
-83.31   	102.66   	-157.68		110.54   	 -20.35		
-84.23   	102.03   	-188.20		110.46   	 -25.43		
-82.40   	101.28   	-203.46		110.36   	 -30.52		
-78.13   	100.47   	-203.46		110.23   	 -35.61		
-72.94   	 99.65   	-188.20		110.09   	 -40.69		
-68.97   	 98.90   	-162.77		109.93   	 -40.69		
-68.97   	 98.25   	-127.16		109.77   	 -45.78		
-72.63   	 97.74   	 -86.47		109.58   	 -55.95		
-76.29   	 97.40   	 -55.95		109.36   	 -55.95		
-77.51   	 97.17   	 -40.69		109.13   	 -66.12		
-74.77   	 97.01   	 -35.61		108.87   	 -71.21		
-69.89   	 96.87   	 -50.86		108.59   	 -86.47		
-64.70   	 96.66   	 -66.12		108.24   	 -91.56		
-61.34   	 96.40   	 -81.38		107.87   	-101.73		
-59.20   	 96.07   	-101.73		107.47   	-116.99		
-58.59   	 95.67   	-111.90		107.00   	-127.16		
-60.73   	 95.22   	-127.16		106.49   	-142.42		
-65.31   	 94.71   	-132.25		105.92   	-152.59		
-70.50   	 94.18   	-132.25		105.31   	-157.68		
-72.02   	 93.65   	-116.99		104.68   	-167.85		
-69.27   	 93.18   	 -96.64		104.01   	-167.85		
-63.17   	 92.80   	 -50.86		103.34   	-172.94		
-58.59   	 92.59   	  -5.09		102.64   	-167.85		
-58.29   	 92.57   	  55.95		101.97   	-162.77		
-62.26   	 92.80   	 101.73		101.32   	-152.59		
-68.36   	 93.20   	 137.33		100.71   	-132.25		
-73.55   	 93.75   	 157.68		100.18   	-122.07		
-76.60   	 94.38   	 152.59		 99.69   	-101.73		
-76.90   	 94.99   	 137.33		 99.29   	 -81.38		
-75.38   	 95.54   	 101.73		 98.96   	 -61.04		
-73.55   	 95.95   	  66.12		 98.72   	 -50.86		
-73.24   	 96.22   	  35.61		 98.51   	 -30.52		
-72.94   	 96.36   	   5.09		 98.39   	 -20.35		
-71.72   	 96.38   	 -10.17		 98.31   	 -10.17		
-68.97   	 96.34   	 -20.35		 98.27   	  -5.09		
-65.61   	 96.26   	 -25.43		 98.25   	   0.00		
-64.09   	 96.15   	 -15.26		 98.25   	   0.00		
-65.61   	 96.09   	 -15.26		 98.25   	   0.00		
-68.97   	 96.03   	 -15.26		 98.25   	   0.00		
-72.02   	 95.97   	 -15.26		 98.25   	   0.00		
-73.85   	 95.91   	 -20.35		 98.25   	 -10.17		
-74.46   	 95.83   	 -30.52		 98.21   	 -10.17		
-74.46   	 95.71   	 -35.61		 98.17   	 -15.26		
-73.24   	 95.56   	 -40.69		 98.11   	 -20.35		
-68.97   	 95.40   	 -45.78		 98.03   	 -25.43		
-63.17   	 95.22   	 -50.86		 97.92   	 -25.43		
-59.20   	 95.01   	 -45.78		 97.82   	 -30.52		
-60.73   	 94.83   	 -45.78		 97.70   	 -30.52		
-67.75   	 94.65   	 -45.78		 97.58   	 -40.69		
-76.60   	 94.47   	 -45.78		 97.42   	 -35.61		
-80.87   	 94.28   	 -40.69		 97.27   	 -40.69		
-77.82   	 94.12   	 -45.78		 97.11   	 -40.69		
-71.41   	 93.94   	 -45.78		 96.95   	 -40.69		
-66.83   	 93.75   	 -50.86		 96.78   	 -45.78		
-67.14   	 93.55   	 -50.86		 96.60   	 -40.69		
-68.05   	 93.35   	 -55.95		 96.44   	 -45.78		
-64.09   	 93.12   	 -61.04		 96.26   	 -45.78		
-53.10   	 92.88   	 -55.95		 96.07   	 -45.78		
-38.45   	 92.65   	 -61.04		 95.89   	 -50.86		
-26.55   	 92.41   	 -61.04		 95.69   	 -45.78		
-20.14   	 92.17   	 -55.95		 95.50   	 -50.86		
-18.01   	 91.94   	 -61.04		 95.30   	 -45.78		
-16.48   	 91.70   	 -55.95		 95.12   	 -50.86		
-14.04   	 91.47   	 -61.04		 94.91   	 -55.95		
-10.38   	 91.23   	 -61.04		 94.69   	 -50.86		
 -6.10   	 90.99   	 -66.12		 94.49   	 -55.95		
 -1.22   	 90.72   	 -61.04		 94.26   	 -55.95		
  3.05   	 90.48   	 -61.04		 94.04   	 -55.95		
  5.19   	 90.23   	 -55.95		 93.81   	 -55.95		
  5.19   	 90.01   	 -61.04		 93.59   	 -61.04		
  3.97   	 89.77   	 -55.95		 93.35   	 -55.95		
  3.97   	 89.54   	 -50.86		 93.12   	 -61.04		
  7.02   	 89.34   	 -50.86		 92.88   	 -55.95		
 10.07   	 89.13   	 -50.86		 92.65   	 -61.04		
  8.54   	 88.93   	 -45.78		 92.41   	 -55.95		
 -2.75   	 88.75   	 -45.78		 92.19   	 -55.95		
-23.80   	 88.57   	 -40.69		 91.96   	 -61.04		
-49.44   	 88.40   	 -45.78		 91.72   	 -55.95		
-71.41   	 88.22   	 -40.69		 91.50   	 -55.95		
-84.23   	 88.06   	 -40.69		 91.27   	 -50.86		
-87.28   	 87.89   	 -40.69		 91.07   	 -55.95		
-85.14   	 87.73   	 -50.86		 90.84   	 -50.86		
-83.31   	 87.53   	 -50.86		 90.64   	 -55.95		
-83.92   	 87.32   	 -50.86		 90.42   	 -50.86		
-84.84   	 87.12   	 -61.04		 90.21   	 -50.86		
-83.62   	 86.88   	 -66.12		 90.01   	 -50.86		
-80.87   	 86.61   	 -66.12		 89.81   	 -50.86		
-79.35   	 86.35   	 -66.12		 89.60   	 -55.95		
-80.26   	 86.08   	 -66.12		 89.38   	 -50.86		
-81.48   	 85.82   	 -61.04		 89.18   	 -55.95		
-80.26   	 85.57   	 -55.95		 88.95   	 -50.86		
-75.38   	 85.35   	 -50.86		 88.75   	 -55.95		
-69.58   	 85.15   	 -45.78		 88.52   	 -55.95		
-66.83   	 84.96   	 -40.69		 88.30   	 -50.86		
-68.36   	 84.80   	 -30.52		 88.10   	 -55.95		
-74.77   	 84.68   	 -30.52		 87.87   	 -50.86		
-86.06   	 84.56   	 -25.43		 87.67   	 -45.78		
-102.23   	 84.46   	 -30.52		 87.49   	 -50.86		
-122.68   	 84.33   	 -30.52		 87.28   	 -45.78		
-145.26   	 84.21   	 -40.69		 87.10   	 -45.78		
-165.10   	 84.05   	 -45.78		 86.92   	 -45.78		
-173.03   	 83.87   	 -50.86		 86.73   	 -40.69		
-158.08   	 83.66   	 -61.04		 86.57   	 -45.78		
-103.76   	 83.42   	 -66.12		 86.39   	 -40.69		
  4.58   	 83.15   	 -66.12		 86.23   	 -45.78		
170.59   	 82.89   	 -71.21		 86.04   	 -40.69		
382.08   	 82.60   	 -71.21		 85.88   	 -50.86		
602.72   	 82.32   	 -76.30		 85.68   	 -45.78		
773.01   	 82.01   	 -76.30		 85.49   	 -50.86		
835.57(R)	 81.71   	 -81.38		 85.29   	 -50.86		
768.13   	 81.38   	 -86.47		 85.09   	 -55.95		
606.99   	 81.04   	 -91.56		 84.86   	 -55.95		
431.52   	 80.67   	 -91.56		 84.64   	 -61.04		
317.69   	 80.30   	 -86.47		 84.39   	 -61.04		
289.00   	 79.96   	 -86.47		 84.15   	 -66.12		
307.62   	 79.61   	 -81.38		 83.89   	 -66.12		
313.11   	 79.29   	 -66.12		 83.62   	 -71.21		
269.78   	 79.02   	 -61.04		 83.34   	 -71.21		
184.33   	 78.78   	 -50.86		 83.05   	 -71.21		
 85.75   	 78.58   	 -45.78		 82.77   	 -71.21		
  1.83   	 78.39   	 -40.69		 82.48   	 -71.21		
-54.02   	 78.23   	 -45.78		 82.20   	 -71.21		
-79.96   	 78.05   	 -35.61		 81.91   	 -71.21		
-80.87   	 77.90   	 -40.69		 81.63   	 -66.12		
-66.83   	 77.74   	 -30.52		 81.36   	 -66.12		
-53.10   	 77.62   	 -20.35		 81.10   	 -61.04		
-50.05   	 77.54(D)	   0.00		 80.85   	 -61.04		
-55.85   	 77.54   	  20.35		 80.61   	 -55.95		
-60.73   	 77.62   	  55.95		 80.39   	 -50.86		
-57.98   	 77.84   	 101.73		 80.18   	 -50.86		
-49.13   	 78.25   	 147.51		 79.98   	 -50.86		
-42.11   	 78.84   	 193.29		 79.78   	 -40.69		
-41.20   	 79.61   	 239.06		 79.61   	 -40.69		
-43.33   	 80.57   	 284.84		 79.45   	 -35.61		
-41.81   	 81.71   	 305.19		 79.31   	 -30.52		
-33.87   	 82.93   	 325.53		 79.19   	 -20.35		
-21.97   	 84.23   	 325.53		 79.10   	 -15.26		
-11.60   	 85.53   	 320.45		 79.04(D)	   0.00		
 -7.32   	 86.82   	 305.19		 79.04   	  10.17		
 -8.54   	 88.04   	 279.75		 79.08   	  35.61		
-11.90   	 89.16   	 259.41		 79.23   	  50.86		
-14.04   	 90.19   	 228.89		 79.43   	  76.30		
-12.82   	 91.11   	 198.37		 79.74   	 106.82		
 -8.85   	 91.90   	 162.77		 80.16   	 132.25		
 -3.05   	 92.55   	 122.07		 80.69   	 162.77		
  4.27   	 93.04   	  61.04		 81.34   	 183.11		
 12.82   	 93.29   	 -20.35		 82.07   	 213.63		
 20.75   	 93.20   	 -96.64		 82.93   	 228.89		
 27.16   	 92.82   	-167.85		 83.85   	 239.06		
 33.26   	 92.15   	-188.20		 84.80   	 254.32		
 41.50   	 91.39   	-162.77		 85.82   	 249.24		
 53.41   	 90.74   	 -86.47		 86.82   	 254.32		
 67.75   	 90.40   	  30.52		 87.83   	 244.15		
 80.26   	 90.52   	 162.77		 88.81   	 239.06		
 87.89   	 91.17   	 295.01		 89.77   	 228.89		
 93.08   	 92.35   	 386.57		 90.68   	 223.80		
 99.79   	 93.90   	 422.18		 91.58   	 223.80		
111.69   	 95.58   	 401.83		 92.47   	 218.72		
127.56   	 97.19   	 335.71		 93.35   	 223.80		
143.43   	 98.53   	 244.15		 94.24   	 228.89		
155.64   	 99.51   	 142.42		 95.16   	 233.98		
164.79   	100.08   	  55.95		 96.09   	 239.06		
172.42   	100.30   	  -5.09		 97.05   	 244.15		
179.14   	100.28   	 -20.35		 98.03   	 249.24		
183.41   	100.20   	 -20.35		 99.02   	 239.06		
183.41   	100.12   	  -5.09		 99.98   	 233.98		
177.31   	100.10   	  15.26		100.92   	 218.72		
166.32   	100.16   	  20.35		101.79   	 203.46		
153.50   	100.24   	   5.09		102.60   	 183.11		
140.38   	100.26   	 -20.35		103.34   	 157.68		
126.04   	100.18   	 -45.78		103.97   	 127.16		
107.12   	100.00   	 -71.21		104.48   	 106.82		
 83.31   	 99.71   	 -71.21		104.90   	  76.30		
 58.59   	 99.43   	 -50.86		105.21   	  61.04		
 39.06   	 99.23   	 -10.17		105.45   	  40.69		
 27.77   	 99.19   	  45.78		105.62   	  25.43		
 22.89   	 99.37   	  91.56		105.72   	  20.35		
 16.78   	 99.74   	 111.90		105.80   	  10.17		
  4.27   	100.18   	 101.73		105.84   	   5.09		
-15.26   	100.59   	  61.04		105.86   	   5.09		
-36.01   	100.83(S)	  -5.09		105.88   	   5.09		
-52.19   	100.81   	 -71.21		105.90   	   0.00		
-59.81   	100.53   	-111.90		105.90   	   5.09		
-61.04   	100.08   	-132.25		105.92   	   5.09		
-60.12   	 99.55   	-116.99		105.94   	   5.09		
-61.65   	 99.08   	 -71.21		105.96   	  10.17		
-66.53   	 98.80   	  -5.09		106.00   	  15.26		
-72.63   	 98.78   	  50.86		106.06   	  15.26		
-77.51   	 98.98   	 101.73		106.12   	  20.35		
-80.26   	 99.39   	 116.99		106.21   	  20.35		
-81.18   	 99.86   	 101.73		106.29   	  25.43		
-82.40   	100.26   	  66.12		106.39   	  25.43		
-84.84   	100.53   	  15.26		106.49   	  25.43		
-87.89   	100.59   	 -35.61		106.59   	  20.35		
-90.03   	100.45   	 -61.04		106.67   	  20.35		
-90.03   	100.20   	 -66.12		106.75   	  10.17		
-87.59   	 99.94   	 -55.95		106.80   	   5.09		
-83.62   	 99.71   	 -40.69		106.82(S)	   0.00		
-79.35   	 99.55   	 -35.61		106.82   	 -10.17		
-75.99   	 99.41   	 -50.86		106.77   	 -15.26		
-72.94   	 99.21   	-101.73		106.71   	 -20.35		
-68.36   	 98.80   	-167.85		106.63   	 -35.61		
-63.17   	 98.13   	-259.41		106.49   	 -40.69		
-60.12   	 97.09   	-330.62		106.33   	 -50.86		
-61.65   	 95.77   	-386.57		106.12   	 -66.12		
-68.36   	 94.22   	-396.74		105.86   	 -76.30		
-75.38   	 92.63   	-376.40		105.55   	 -96.64		
-77.82   	 91.13   	-315.36		105.17   	-111.90		
-74.77   	 89.87   	-228.89		104.72   	-132.25		
-68.36   	 88.95   	-137.33		104.19   	-152.59		
-62.87   	 88.40   	 -50.86		103.58   	-167.85		
-61.34   	 88.20   	  35.61		102.91   	-183.11		
-62.26   	 88.34   	  86.47		102.18   	-188.20		
-64.09   	 88.69   	 122.07		101.42   	-198.37		
-64.70   	 89.18   	 132.25		100.63   	-198.37		
-64.09   	 89.70   	 132.25		 99.84   	-193.29		
-63.48   	 90.23   	 116.99		 99.06   	-178.03		
-64.70   	 90.70   	 106.82		 98.35   	-167.85		
-68.05   	 91.13   	  91.56		 97.68   	-152.59		
-72.63   	 91.50   	  86.47		 97.07   	-127.16		
-75.68   	 91.84   	  81.38		 96.56   	-111.90		
-75.38   	 92.17   	  91.56		 96.11   	 -86.47		
-72.94   	 92.53   	  91.56		 95.77   	 -71.21		
-71.11   	 92.90   	  96.64		 95.48   	 -50.86		
-72.02   	 93.29   	  86.47		 95.28   	 -30.52		
-74.77   	 93.63   	  81.38		 95.16   	 -20.35		
-76.90   	 93.96   	  66.12		 95.08   	  -5.09		
-77.21   	 94.22   	  50.86		 95.06   	   5.09		
-76.29   	 94.42   	  35.61		 95.08   	  10.17		
-76.90   	 94.57   	  30.52		 95.12   	  15.26		
-78.74   	 94.69   	  15.26		 95.18   	  20.35		
-80.26   	 94.75   	  10.17		 95.26   	  20.35		
-79.35   	 94.79   	   0.00		 95.34   	  20.35		
-75.38   	 94.79   	   0.00		 95.42   	  15.26		
-71.41   	 94.79   	 -10.17		 95.48   	  15.26		
-69.89   	 94.75   	 -15.26		 95.54   	  10.17		
-71.72   	 94.69   	 -25.43		 95.58   	   5.09		
-75.07   	 94.59   	 -30.52		 95.60   	   0.00		
-76.60   	 94.47   	 -35.61		 95.60   	   0.00		
-76.29   	 94.32   	 -35.61		 95.60   	 -10.17		
-74.46   	 94.18   	 -45.78		 95.56   	 -10.17		
-73.55   	 94.00   	 -40.69		 95.52   	 -15.26		
-73.85   	 93.83   	 -50.86		 95.46   	 -15.26		
-74.16   	 93.63   	 -50.86		 95.40   	 -20.35		
-72.33   	 93.43   	 -50.86		 95.32   	 -25.43		
-68.05   	 93.22   	 -61.04		 95.22   	 -25.43		
-61.65   	 92.98   	 -66.12		 95.12   	 -30.52		
-54.93   	 92.72   	 -71.21		 94.99   	 -30.52		
-48.52   	 92.43   	 -76.30		 94.87   	 -30.52		
-43.33   	 92.13   	 -76.30		 94.75   	 -35.61		
-37.84   	 91.82   	 -71.21		 94.61   	 -40.69		
-30.82   	 91.54   	 -71.21		 94.45   	 -40.69		
-21.97   	 91.25   	 -66.12		 94.28   	 -45.78		
-12.82   	 90.99   	 -55.95		 94.10   	 -45.78		
 -7.02   	 90.76   	 -55.95		 93.92   	 -45.78		
 -5.80   	 90.54   	 -50.86		 93.73   	 -50.86		
 -6.71   	 90.34   	 -50.86		 93.53   	 -50.86		
 -5.80   	 90.13   	 -50.86		 93.33   	 -50.86		
 -0.61   	 89.93   	 -61.04		 93.12   	 -50.86		
  7.02   	 89.68   	 -66.12		 92.92   	 -50.86		
 13.73   	 89.42   	 -71.21		 92.72   	 -55.95		
 16.78   	 89.13   	 -81.38		 92.49   	 -55.95		
 18.62   	 88.81   	 -91.56		 92.27   	 -55.95		
 20.75   	 88.44   	 -86.47		 92.04   	 -61.04		
 21.67   	 88.10   	 -86.47		 91.80   	 -61.04		
 15.87   	 87.75   	 -81.38		 91.56   	 -66.12		
 -0.61   	 87.43   	 -66.12		 91.29   	 -66.12		
-25.63   	 87.16   	 -61.04		 91.03   	 -66.12		
-52.80   	 86.92   	 -45.78		 90.76   	 -66.12		
-73.85   	 86.73   	 -40.69		 90.50   	 -66.12		
-84.23   	 86.57   	 -35.61		 90.23   	 -61.04		
-86.67   	 86.43   	 -35.61		 89.99   	 -66.12		
-85.75   	 86.29   	 -35.61		 89.72   	 -61.04		
-84.53   	 86.14   	 -45.78		 89.48   	 -55.95		
-83.92   	 85.96   	 -45.78		 89.26   	 -61.04		
-81.79   	 85.78   	 -50.86		 89.01   	 -50.86		
-78.13   	 85.57   	 -50.86		 88.81   	 -55.95		
-74.46   	 85.37   	 -50.86		 88.59   	 -50.86		
-74.16   	 85.17   	 -45.78		 88.38   	 -50.86		
-77.51   	 84.98   	 -50.86		 88.18   	 -50.86		
-81.79   	 84.78   	 -45.78		 87.98   	 -45.78		
-83.31   	 84.60   	 -50.86		 87.79   	 -45.78		
-79.35   	 84.39   	 -55.95		 87.61   	 -50.86		
-72.02   	 84.17   	 -66.12		 87.41   	 -45.78		
-66.83   	 83.91   	 -76.30		 87.22   	 -45.78		
-67.44   	 83.60   	 -76.30		 87.04   	 -50.86		
-75.38   	 83.30   	 -81.38		 86.84   	 -45.78		
-90.33   	 82.97   	 -71.21		 86.65   	 -50.86		
-108.64   	 82.69   	 -66.12		 86.45   	 -55.95		
-127.26   	 82.42   	 -50.86		 86.23   	 -50.86		
-145.87   	 82.22   	 -40.69		 86.02   	 -55.95		
-162.35   	 82.05   	 -20.35		 85.80   	 -55.95		
-173.95   	 81.97   	 -15.26		 85.57   	 -50.86		
-173.03   	 81.91   	 -15.26		 85.37   	 -55.95		
-144.96   	 81.85   	 -10.17		 85.15   	 -50.86		
-73.24   	 81.81   	 -15.26		 84.94   	 -50.86		
 49.74   	 81.75   	 -25.43		 84.74   	 -50.86		
216.98   	 81.65   	 -30.52		 84.54   	 -45.78		
398.25   	 81.53   	 -30.52		 84.35   	 -40.69		
538.02   	 81.40   	 -40.69		 84.19   	 -45.78		
576.17(R)	 81.24   	 -35.61		 84.01   	 -35.61		
486.76   	 81.10   	 -35.61		 83.87   	 -40.69		
302.43   	 80.96   	 -35.61		 83.70   	 -35.61		
106.81   	 80.81   	 -35.61		 83.56   	 -35.61		
-10.68   	 80.67   	 -35.61		 83.42   	 -35.61		
-14.04   	 80.53   	 -35.61		 83.28   	 -35.61		
 58.29   	 80.39   	 -40.69		 83.13   	 -30.52		
131.84   	 80.22   	 -45.78		 83.01   	 -35.61		
151.67   	 80.04   	 -55.95		 82.87   	 -35.61		
112.00   	 79.82   	 -55.95		 82.73   	 -35.61		
 43.33   	 79.59   	 -55.95		 82.58   	 -40.69		
-18.31   	 79.37   	 -55.95		 82.42   	 -40.69		
-53.10   	 79.15   	 -55.95		 82.26   	 -40.69		
-59.20   	 78.92   	 -55.95		 82.10   	 -40.69		
-46.08   	 78.70   	 -45.78		 81.93   	 -45.78		
-26.55   	 78.51   	 -50.86		 81.75   	 -45.78		
-13.12   	 78.31   	 -50.86		 81.57   	 -50.86		
-11.60   	 78.11   	 -50.86		 81.36   	 -45.78		
-18.01   	 77.90   	 -61.04		 81.18   	 -50.86		
-23.19   	 77.66   	 -66.12		 80.98   	 -45.78		
-21.67   	 77.40   	 -76.30		 80.79   	 -50.86		
-15.56   	 77.09   	 -76.30		 80.59   	 -55.95		
-10.68   	 76.79   	 -71.21		 80.37   	 -50.86		
 -9.77   	 76.50   	 -55.95		 80.16   	 -55.95		
-11.29   	 76.28   	 -30.52		 79.94   	 -55.95		
-10.68   	 76.15   	   5.09		 79.71   	 -55.95		
 -5.80   	 76.17   	  50.86		 79.49   	 -61.04		
  2.14   	 76.38   	 111.90		 79.25   	 -55.95		
 11.29   	 76.83   	 167.85		 79.02   	 -61.04		
 19.53   	 77.50   	 218.72		 78.78   	 -55.95		
 26.55   	 78.37   	 274.67		 78.56   	 -50.86		
 31.43   	 79.47   	 310.27		 78.35   	 -45.78		
 34.48   	 80.71   	 335.71		 78.17   	 -35.61		
 37.54   	 82.05   	 350.97		 78.03   	 -25.43		
 41.50   	 83.46   	 350.97		 77.92   	 -10.17		
 46.08   	 84.86   	 350.97		 77.88   	  15.26		
 50.35   	 86.27   	 330.62		 77.94   	  30.52		
 55.24   	 87.59   	 310.27		 78.07   	  55.95		
 62.56   	 88.83   	 279.75		 78.29   	  86.47		
 73.55   	 89.95   	 254.32		 78.64   	 111.90		
 88.20   	 90.97   	 213.63		 79.08   	 142.42		
101.93   	 91.82   	 167.85		 79.65   	 162.77		
111.69   	 92.49   	  N/A		 80.30   	  N/A		
