  I     	  LVp     	  LVp'		  AO     	  AO'		
-64.09   	 91.21   	 -50.86		 94.14   	 -40.69		
-64.09   	 91.01   	 -45.78		 93.98   	 -40.69		
-64.09   	 90.82   	 -45.78		 93.81   	 -35.61		
-63.78   	 90.64   	 -40.69		 93.67   	 -40.69		
-63.17   	 90.48   	 -50.86		 93.51   	 -40.69		
-62.56   	 90.27   	 -45.78		 93.35   	 -45.78		
-62.56   	 90.09   	 -50.86		 93.16   	 -40.69		
-62.56   	 89.89   	 -55.95		 93.00   	 -45.78		
-63.17   	 89.66   	 -55.95		 92.82   	 -50.86		
-63.17   	 89.44   	 -55.95		 92.61   	 -50.86		
-61.04   	 89.22   	 -61.04		 92.41   	 -50.86		
-55.85   	 88.97   	 -55.95		 92.21   	 -55.95		
-48.22   	 88.75   	 -61.04		 91.98   	 -61.04		
-39.67   	 88.50   	 -61.04		 91.74   	 -61.04		
-32.35   	 88.26   	 -55.95		 91.50   	 -61.04		
-26.86   	 88.04   	 -55.95		 91.25   	 -61.04		
-22.28   	 87.81   	 -55.95		 91.01   	 -61.04		
-18.01   	 87.59   	 -50.86		 90.76   	 -61.04		
-12.82   	 87.39   	 -50.86		 90.52   	 -61.04		
 -6.71   	 87.18   	 -50.86		 90.27   	 -55.95		
 -1.22   	 86.98   	 -45.78		 90.05   	 -50.86		
  2.75   	 86.80   	 -50.86		 89.85   	 -50.86		
  5.80   	 86.59   	 -45.78		 89.64   	 -45.78		
  9.46   	 86.41   	 -40.69		 89.46   	 -45.78		
 14.95   	 86.25   	 -40.69		 89.28   	 -45.78		
 20.45   	 86.08   	 -40.69		 89.09   	 -40.69		
 23.50   	 85.92   	 -35.61		 88.93   	 -40.69		
 21.97   	 85.78   	 -30.52		 88.77   	 -40.69		
 14.95   	 85.66   	 -35.61		 88.61   	 -40.69		
  4.27   	 85.51   	 -30.52		 88.44   	 -40.69		
 -9.16   	 85.39   	 -35.61		 88.28   	 -40.69		
-25.94   	 85.25   	 -35.61		 88.12   	 -45.78		
-45.17   	 85.11   	 -35.61		 87.93   	 -45.78		
-64.39   	 84.96   	 -40.69		 87.75   	 -40.69		
-80.26   	 84.80   	 -40.69		 87.59   	 -45.78		
-89.42   	 84.64   	 -45.78		 87.41   	 -45.78		
-91.55   	 84.46   	 -45.78		 87.22   	 -40.69		
-88.50   	 84.27   	 -45.78		 87.06   	 -40.69		
-82.70   	 84.09   	 -50.86		 86.90   	 -45.78		
-76.90   	 83.89   	 -45.78		 86.71   	 -40.69		
-72.63   	 83.70   	 -50.86		 86.55   	 -40.69		
-71.11   	 83.50   	 -50.86		 86.39   	 -35.61		
-72.33   	 83.30   	 -50.86		 86.25   	 -40.69		
-74.16   	 83.09   	 -50.86		 86.08   	 -40.69		
-74.77   	 82.89   	 -50.86		 85.92   	 -35.61		
-72.63   	 82.69   	 -55.95		 85.78   	 -40.69		
-68.66   	 82.46   	 -50.86		 85.62   	 -40.69		
-64.09   	 82.26   	 -50.86		 85.45   	 -40.69		
-62.26   	 82.05   	 -45.78		 85.29   	 -40.69		
-65.00   	 81.87   	 -45.78		 85.13   	 -45.78		
-73.85   	 81.69   	 -35.61		 84.94   	 -40.69		
-89.11   	 81.55   	 -35.61		 84.78   	 -45.78		
-108.34   	 81.40   	 -25.43		 84.60   	 -45.78		
-128.78   	 81.30   	 -20.35		 84.41   	 -40.69		
-147.71   	 81.22   	 -20.35		 84.25   	 -45.78		
-160.52   	 81.14   	 -20.35		 84.07   	 -40.69		
-158.69   	 81.06   	 -20.35		 83.91   	 -45.78		
-128.17   	 80.98   	 -30.52		 83.72   	 -40.69		
-50.96   	 80.85   	 -35.61		 83.56   	 -45.78		
 84.84   	 80.71   	 -40.69		 83.38   	 -40.69		
278.32   	 80.55   	 -55.95		 83.21   	 -40.69		
505.37   	 80.33   	 -61.04		 83.05   	 -40.69		
714.11   	 80.08   	 -66.12		 82.89   	 -35.61		
840.15(R)	 79.82   	 -66.12		 82.75   	 -40.69		
838.93   	 79.55   	 -66.12		 82.58   	 -40.69		
717.77   	 79.29   	 -61.04		 82.42   	 -40.69		
539.25   	 79.04   	 -61.04		 82.26   	 -35.61		
387.27   	 78.80   	 -55.95		 82.12   	 -45.78		
314.03   	 78.58   	 -50.86		 81.93   	 -40.69		
309.45   	 78.37   	 -45.78		 81.77   	 -40.69		
320.13   	 78.19   	 -45.78		 81.61   	 -45.78		
297.85   	 78.01   	 -45.78		 81.42   	 -50.86		
229.19   	 77.82   	 -40.69		 81.22   	 -45.78		
133.97   	 77.66   	 -40.69		 81.04   	 -50.86		
 40.59   	 77.50   	 -35.61		 80.83   	 -50.86		
-31.43   	 77.35   	 -35.61		 80.63   	 -55.95		
-74.77   	 77.21   	 -30.52		 80.41   	 -55.95		
-89.42   	 77.09   	 -25.43		 80.18   	 -50.86		
-80.87   	 76.99   	 -15.26		 79.98   	 -55.95		
-61.65   	 76.93   	   0.00		 79.76   	 -55.95		
-47.61   	 76.93   	  20.35		 79.53   	 -55.95		
-46.69   	 77.01   	  40.69		 79.31   	 -50.86		
-55.24   	 77.17   	  66.12		 79.10   	 -45.78		
-64.09   	 77.44   	  96.64		 78.92   	 -50.86		
-66.83   	 77.82   	 142.42		 78.72   	 -40.69		
-63.17   	 78.39   	 183.11		 78.56   	 -35.61		
-57.07   	 79.12   	 233.98		 78.41   	 -35.61		
-50.96   	 80.06   	 279.75		 78.27   	 -25.43		
-46.39   	 81.18   	 315.36		 78.17   	 -20.35		
-43.03   	 82.44   	 330.62		 78.09   	 -10.17		
-40.28   	 83.76   	 330.62		 78.05(D)	   5.09		
-38.76   	 85.09   	 310.27		 78.07   	  15.26		
-36.93   	 86.33   	 284.84		 78.13   	  35.61		
-35.10   	 87.47   	 244.15		 78.27   	  55.95		
-33.26   	 88.44   	 218.72		 78.49   	  71.21		
-30.52   	 89.32   	 188.20		 78.78   	 101.73		
-25.33   	 90.07   	 167.85		 79.19   	 122.07		
-18.01   	 90.74   	 142.42		 79.67   	 147.51		
 -9.46   	 91.31   	 111.90		 80.26   	 172.94		
 -1.83   	 91.76   	  71.21		 80.96   	 198.37		
  3.05   	 92.04   	  30.52		 81.75   	 213.63		
  5.49   	 92.17   	  -5.09		 82.60   	 228.89		
  7.63   	 92.15   	 -25.43		 83.52   	 244.15		
 12.21   	 92.04   	  -5.09		 84.50   	 249.24		
 19.23   	 92.02   	  25.43		 85.49   	 249.24		
 27.47   	 92.13   	  86.47		 86.49   	 254.32		
 36.01   	 92.47   	 142.42		 87.51   	 254.32		
 44.56   	 93.04   	 203.46		 88.52   	 244.15		
 53.10   	 93.86   	 249.24		 89.50   	 249.24		
 61.34   	 94.85   	 259.41		 90.50   	 244.15		
 68.66   	 95.89   	 244.15		 91.47   	 239.06		
 75.07   	 96.87   	 208.54		 92.43   	 244.15		
 82.40   	 97.70   	 147.51		 93.41   	 244.15		
 93.08   	 98.29   	  81.38		 94.38   	 239.06		
107.12   	 98.62   	  10.17		 95.34   	 244.15		
122.07   	 98.66   	 -55.95		 96.32   	 244.15		
134.58   	 98.43   	-101.73		 97.29   	 239.06		
142.82   	 98.03   	-137.33		 98.25   	 223.80		
147.40   	 97.48   	-142.42		 99.15   	 213.63		
148.62   	 96.91   	-116.99		100.00   	 198.37		
146.48   	 96.44   	 -86.47		100.79   	 172.94		
140.08   	 96.09   	 -30.52		101.48   	 147.51		
129.70   	 95.97   	  25.43		102.07   	 127.16		
117.19   	 96.07   	  76.30		102.58   	 106.82		
104.06   	 96.38   	 122.07		103.01   	  86.47		
 91.25   	 96.87   	 147.51		103.36   	  66.12		
 78.13   	 97.46   	 178.03		103.62   	  50.86		
 64.39   	 98.17   	 183.11		103.82   	  40.69		
 50.66   	 98.90   	 188.20		103.99   	  30.52		
 38.15   	 99.65   	 167.85		104.11   	  30.52		
 27.47   	100.33   	 132.25		104.23   	  30.52		
 17.09   	100.85   	  76.30		104.35   	  35.61		
  5.19   	101.16   	  15.26		104.50   	  40.69		
 -8.85   	101.22   	 -50.86		104.66   	  50.86		
-23.80   	101.02   	 -91.56		104.86   	  55.95		
-37.23   	100.65   	-127.16		105.09   	  61.04		
-47.30   	100.14   	-142.42		105.33   	  71.21		
-54.02   	 99.57   	-152.59		105.62   	  71.21		
-58.29   	 98.96   	-147.51		105.90   	  71.21		
-61.95   	 98.37   	-147.51		106.18   	  71.21		
-65.61   	 97.78   	-132.25		106.47   	  55.95		
-69.27   	 97.25   	-132.25		106.69   	  45.78		
-72.02   	 96.72   	-116.99		106.88   	  30.52		
-74.46   	 96.26   	 -86.47		107.00   	  15.26		
-77.21   	 95.91   	 -55.95		107.06(S)	   0.00		
-80.87   	 95.69   	  -5.09		107.06   	 -15.26		
-84.53   	 95.67   	  50.86		107.00   	 -25.43		
-86.98   	 95.87   	  96.64		106.90   	 -35.61		
-86.36   	 96.26   	 132.25		106.75   	 -35.61		
-81.18   	 96.78   	 152.59		106.61   	 -35.61		
-74.16   	 97.40   	 147.51		106.47   	 -35.61		
-68.36   	 97.99   	 122.07		106.33   	 -30.52		
-66.83   	 98.47   	  81.38		106.21   	 -20.35		
-70.19   	 98.80   	  35.61		106.12   	 -10.17		
-75.68   	 98.94   	 -10.17		106.08   	  -5.09		
-79.04   	 98.90   	 -66.12		106.06   	   0.00		
-78.13   	 98.64   	-122.07		106.06   	   5.09		
-73.55   	 98.15   	-188.20		106.08   	   0.00		
-68.05   	 97.40   	-264.50		106.08   	   0.00		
-64.39   	 96.34   	-325.53		106.08   	 -15.26		
-64.09   	 95.04   	-371.31		106.02   	 -25.43		
-65.61   	 93.55   	-381.48		105.92   	 -45.78		
-67.14   	 92.02   	-361.14		105.74   	 -66.12		
-67.75   	 90.58   	-305.19		105.47   	 -91.56		
-66.53   	 89.36   	-218.72		105.11   	-116.99		
-63.48   	 88.48   	-111.90		104.64   	-147.51		
-60.42   	 88.04   	 -15.26		104.05   	-162.77		
-58.29   	 87.98   	  76.30		103.40   	-183.11		
-57.68   	 88.28   	 127.16		102.66   	-193.29		
-58.59   	 88.79   	 147.51		101.89   	-198.37		
-60.42   	 89.38   	 142.42		101.10   	-198.37		
-61.95   	 89.95   	 116.99		100.30   	-193.29		
-61.95   	 90.42   	  86.47		 99.53   	-183.11		
-60.73   	 90.76   	  55.95		 98.80   	-167.85		
-59.20   	 90.99   	  45.78		 98.13   	-152.59		
-59.51   	 91.17   	  40.69		 97.52   	-132.25		
-61.34   	 91.33   	  45.78		 96.99   	-116.99		
-63.78   	 91.52   	  61.04		 96.52   	 -91.56		
-65.31   	 91.76   	  71.21		 96.15   	 -81.38		
-65.61   	 92.04   	  81.38		 95.83   	 -61.04		
-65.92   	 92.37   	  76.30		 95.58   	 -45.78		
-68.66   	 92.68   	  71.21		 95.40   	 -35.61		
-72.02   	 92.96   	  61.04		 95.26   	 -25.43		
-74.46   	 93.20   	  50.86		 95.16   	 -15.26		
-73.85   	 93.41   	  30.52		 95.10   	 -10.17		
-70.80   	 93.53   	  20.35		 95.06   	   0.00		
-67.75   	 93.61   	  10.17		 95.06   	   0.00		
-66.22   	 93.65   	   5.09		 95.06   	   0.00		
-66.53   	 93.67   	  -5.09		 95.06   	  -5.09		
-67.14   	 93.65   	  -5.09		 95.04   	   0.00		
-67.44   	 93.63   	 -15.26		 95.04   	  -5.09		
-68.36   	 93.57   	 -15.26		 95.01   	  -5.09		
-69.89   	 93.51   	 -20.35		 94.99   	 -10.17		
-71.41   	 93.43   	 -30.52		 94.95   	 -15.26		
-71.11   	 93.31   	 -30.52		 94.89   	 -15.26		
-68.97   	 93.18   	 -35.61		 94.83   	 -15.26		
-66.53   	 93.04   	 -35.61		 94.77   	 -20.35		
-65.61   	 92.90   	 -45.78		 94.69   	 -20.35		
-66.83   	 92.72   	 -45.78		 94.61   	 -25.43		
-68.66   	 92.53   	 -45.78		 94.51   	 -20.35		
-70.19   	 92.35   	 -45.78		 94.42   	 -25.43		
-69.89   	 92.17   	 -50.86		 94.32   	 -20.35		
-67.75   	 91.96   	 -50.86		 94.24   	 -25.43		
-65.61   	 91.76   	 -50.86		 94.14   	 -25.43		
-63.78   	 91.56   	 -55.95		 94.04   	 -30.52		
-61.95   	 91.33   	 -50.86		 93.92   	 -25.43		
-58.59   	 91.13   	 -55.95		 93.81   	 -35.61		
-52.49   	 90.91   	 -50.86		 93.67   	 -30.52		
-44.86   	 90.70   	 -55.95		 93.55   	 -35.61		
-38.15   	 90.48   	 -50.86		 93.41   	 -35.61		
-33.87   	 90.27   	 -55.95		 93.27   	 -40.69		
-30.82   	 90.05   	 -61.04		 93.10   	 -45.78		
-25.94   	 89.81   	 -61.04		 92.92   	 -45.78		
-17.09   	 89.56   	 -66.12		 92.74   	 -45.78		
 -5.80   	 89.30   	 -71.21		 92.55   	 -50.86		
  3.97   	 89.01   	 -71.21		 92.35   	 -50.86		
  8.85   	 88.73   	 -81.38		 92.15   	 -55.95		
  8.85   	 88.40   	 -76.30		 91.92   	 -55.95		
  6.10   	 88.10   	 -81.38		 91.70   	 -55.95		
  3.66   	 87.77   	 -76.30		 91.47   	 -61.04		
  3.05   	 87.47   	 -71.21		 91.23   	 -61.04		
  5.49   	 87.18   	 -66.12		 90.99   	 -61.04		
 11.29   	 86.92   	 -61.04		 90.74   	 -66.12		
 17.70   	 86.67   	 -61.04		 90.48   	 -61.04		
 21.67   	 86.43   	 -55.95		 90.23   	 -66.12		
 19.23   	 86.21   	 -55.95		 89.97   	 -66.12		
  7.02   	 85.98   	 -50.86		 89.70   	 -66.12		
-14.04   	 85.78   	 -55.95		 89.44   	 -71.21		
-39.37   	 85.55   	 -55.95		 89.16   	 -66.12		
-62.26   	 85.33   	 -55.95		 88.89   	 -66.12		
-77.82   	 85.11   	 -55.95		 88.63   	 -66.12		
-83.92   	 84.88   	 -55.95		 88.36   	 -61.04		
-82.70   	 84.66   	 -55.95		 88.12   	 -66.12		
-79.65   	 84.44   	 -50.86		 87.85   	 -61.04		
-78.13   	 84.23   	 -45.78		 87.61   	 -55.95		
-79.35   	 84.05   	 -40.69		 87.39   	 -55.95		
-82.09   	 83.89   	 -35.61		 87.16   	 -55.95		
-83.92   	 83.74   	 -40.69		 86.94   	 -55.95		
-83.92   	 83.58   	 -40.69		 86.71   	 -50.86		
-83.31   	 83.42   	 -50.86		 86.51   	 -50.86		
-82.40   	 83.21   	 -55.95		 86.31   	 -50.86		
-80.57   	 82.99   	 -66.12		 86.10   	 -50.86		
-75.68   	 82.73   	 -71.21		 85.90   	 -50.86		
-68.66   	 82.44   	 -76.30		 85.70   	 -50.86		
-62.56   	 82.14   	 -71.21		 85.49   	 -50.86		
-62.26   	 81.85   	 -66.12		 85.29   	 -50.86		
-69.89   	 81.59   	 -55.95		 85.09   	 -45.78		
-85.45   	 81.36   	 -40.69		 84.90   	 -50.86		
-105.29   	 81.20   	 -40.69		 84.70   	 -45.78		
-125.12   	 81.04   	 -30.52		 84.52   	 -45.78		
-142.52   	 80.92   	 -25.43		 84.33   	 -45.78		
-156.86   	 80.81   	 -30.52		 84.15   	 -40.69		
-166.93   	 80.69   	 -30.52		 83.99   	 -45.78		
-168.76   	 80.57   	 -30.52		 83.80   	 -45.78		
-151.67   	 80.45   	 -30.52		 83.62   	 -45.78		
-98.57   	 80.33   	 -30.52		 83.44   	 -45.78		
  5.49   	 80.20   	 -30.52		 83.26   	 -40.69		
163.27   	 80.08   	 -25.43		 83.09   	 -45.78		
355.22   	 79.98   	 -25.43		 82.91   	 -40.69		
530.40   	 79.88   	 -25.43		 82.75   	 -45.78		
621.64(R)	 79.78   	 -25.43		 82.56   	 -40.69		
584.11   	 79.67   	 -30.52		 82.40   	 -35.61		
427.25   	 79.55   	 -30.52		 82.26   	 -40.69		
221.56   	 79.43   	 -40.69		 82.10   	 -35.61		
 62.26   	 79.27   	 -45.78		 81.95   	 -40.69		
 11.29   	 79.08   	 -45.78		 81.79   	 -35.61		
 57.07   	 78.90   	 -50.86		 81.65   	 -30.52		
134.28   	 78.70   	 -50.86		 81.53   	 -35.61		
176.09   	 78.49   	 -55.95		 81.38   	 -35.61		
156.25   	 78.27   	 -55.95		 81.24   	 -35.61		
 90.64   	 78.05   	 -55.95		 81.10   	 -35.61		
 15.26   	 77.82   	 -50.86		 80.96   	 -35.61		
-41.20   	 77.62   	 -50.86		 80.81   	 -35.61		
-67.14   	 77.42   	 -45.78		 80.67   	 -40.69		
-63.17   	 77.23   	 -45.78		 80.51   	 -40.69		
-41.50   	 77.05   	 -45.78		 80.35   	 -40.69		
-18.31   	 76.87   	 -50.86		 80.18   	 -45.78		
 -6.71   	 76.66   	 -50.86		 80.00   	 -45.78		
 -9.16   	 76.46   	 -66.12		 79.82   	 -40.69		
-17.09   	 76.20   	 -71.21		 79.65   	 -50.86		
-20.45   	 75.91   	 -76.30		 79.45   	 -45.78		
-15.87   	 75.60   	 -81.38		 79.27   	 -45.78		
 -8.54   	 75.28   	 -71.21		 79.08   	 -55.95		
 -3.97   	 74.99   	 -55.95		 78.86   	 -50.86		
 -3.97   	 74.77   	 -30.52		 78.66   	 -55.95		
 -6.41   	 74.65   	   5.09		 78.43   	 -61.04		
 -8.54   	 74.67   	  50.86		 78.19   	 -61.04		
 -8.54   	 74.87   	  91.56		 77.94   	 -61.04		
 -5.49   	 75.24   	 147.51		 77.70   	 -66.12		
  0.92   	 75.83   	 188.20		 77.44   	 -66.12		
  9.16   	 76.58   	 239.06		 77.17   	 -61.04		
 17.70   	 77.54   	 269.58		 76.93   	 -55.95		
 25.94   	 78.62   	 310.27		 76.70   	 -55.95		
 33.26   	 79.86   	 330.62		 76.48   	 -40.69		
 39.67   	 81.18   	 356.05		 76.32   	 -25.43		
 46.08   	 82.60   	 361.14		 76.22   	 -10.17		
 53.71   	 84.05   	 361.14		 76.17(D)	  10.17		
 62.26   	 85.49   	 340.79		 76.22   	  40.69		
 71.11   	 86.86   	 320.45		 76.38   	  66.12		
 79.04   	 88.14   	 289.93		 76.64   	  96.64		
 86.06   	 89.30   	 239.06		 77.03   	 127.16		
 93.08   	 90.25   	 183.11		 77.54   	 162.77		
101.32   	 90.99   	 111.90		 78.19   	 183.11		
111.08   	 91.43   	  30.52		 78.92   	 208.54		
121.46   	 91.56   	 -66.12		 79.76   	 233.98		
131.84   	 91.29   	-142.42		 80.69   	 244.15		
142.21   	 90.72   	-193.29		 81.67   	 249.24		
153.50   	 89.95   	-203.46		 82.66   	 254.32		
167.24   	 89.13   	-172.94		 83.68   	 249.24		
182.80   	 88.44   	-106.82		 84.68   	 244.15		
198.06   	 88.02   	 -10.17		 85.66   	 233.98		
210.88   	 87.98   	  76.30		 86.59   	 218.72		
220.03   	 88.28   	 162.77		 87.47   	 203.46		
226.75   	 88.93   	 218.72		 88.28   	 193.29		
232.85   	 89.81   	 254.32		 89.05   	 183.11		
239.26   	 90.82   	 264.50		 89.79   	 172.94		
243.53   	 91.88   	 259.41		 90.48   	 167.85		
241.70   	 92.92   	 233.98		 91.15   	 167.85		
232.24   	 93.86   	 208.54		 91.82   	 162.77		
216.37   	 94.69   	 172.94		 92.47   	 162.77		
196.53   	 95.38   	 127.16		 93.12   	 167.85		
174.87   	 95.89   	  76.30		 93.79   	 172.94		
151.98   	 96.19   	  25.43		 94.49   	 178.03		
128.78   	 96.30   	  N/A		 95.20   	  N/A		
