  I     	  II     	  FA     	  FA'		  LV     	  LV'		
 -2.75   	-19.53   	 76.66   	 -55.95		  8.34   	  10.17		
 -6.71   	-27.47   	 76.44   	 -61.04		  8.38   	   5.09		
-12.82   	-39.67   	 76.20   	 -55.95		  8.40   	  10.17		
-21.06   	-54.63   	 75.97   	 -55.95		  8.44   	  15.26		
-30.21   	-67.44   	 75.75   	 -61.04		  8.50   	  15.26		
-36.62   	-73.85   	 75.50   	 -55.95		  8.57   	  15.26		
-40.28   	-73.55   	 75.28   	 -55.95		  8.63   	  25.43		
-41.50   	-69.58   	 75.06   	 -55.95		  8.73   	  20.35		
-41.50   	-66.53   	 74.83   	 -55.95		  8.81   	  30.52		
-41.81   	-67.75   	 74.61   	 -55.95		  8.93   	  35.61		
-43.03   	-73.24   	 74.38   	 -50.86		  9.07   	  40.69		
-44.86   	-79.35   	 74.18   	 -50.86		  9.24   	  45.78		
-47.30   	-82.09   	 73.98   	 -50.86		  9.42   	  45.78		
-49.44   	-79.96   	 73.77   	 -45.78		  9.60   	  45.78		
-50.66   	-74.77   	 73.59   	 -50.86		  9.79   	  50.86		
-50.35   	-69.27   	 73.39   	 -45.78		  9.99   	  45.78		
-47.30   	-65.00   	 73.20   	 -45.78		 10.17   	  45.78		
-41.81   	-62.56   	 73.02   	 -45.78		 10.36   	  40.69		
-37.84   	-62.26   	 72.84   	 -50.86		 10.52   	  35.61		
-36.62   	-64.70   	 72.63   	 -45.78		 10.66   	  35.61		
-39.98   	-70.19   	 72.45   	 -50.86		 10.80   	  35.61		
-48.52   	-73.85   	 72.25   	 -45.78		 10.95   	  35.61		
-59.51   	-64.39   	 72.06   	 -45.78		 11.09   	  35.61		
-63.78   	-31.13   	 71.88   	 -45.78		 11.23   	  35.61		
-47.00   	 27.47   	 71.70   	 -45.78		 11.37   	  40.69		
  3.36   	100.71   	 71.52   	 -45.78		 11.54   	  45.78		
 92.77   	172.73   	 71.33   	 -45.78		 11.72   	  50.86		
210.88   	232.54   	 71.15   	 -40.69		 11.92   	  50.86		
335.69   	288.39   	 70.99   	 -45.78		 12.13   	  55.95		
442.20   	359.19   	 70.80   	 -45.78		 12.35   	  61.04		
507.20   	453.49   	 70.62   	 -40.69		 12.59   	  61.04		
508.73   	546.88   	 70.46   	 -45.78		 12.84   	  61.04		
434.27   	597.23(R)	 70.27   	 -45.78		 13.08(E)	  61.04		
291.75   	569.76   	 70.09   	 -40.69		 13.33   	  61.04		
114.75   	459.29   	 69.93   	 -45.78		 13.57   	  66.12		
-44.25   	301.82   	 69.75   	 -45.78		 13.84   	  71.21		
-138.55   	148.32   	 69.56   	 -40.69		 14.12   	  76.30		
-154.72   	 32.96   	 69.40   	 -40.69		 14.43   	  96.64		
-116.88   	-34.79   	 69.24   	 -45.78		 14.81   	 127.16		
-68.36   	-63.48   	 69.05   	 -40.69		 15.32   	 152.59		
-41.81   	-66.22   	 68.89   	 -40.69		 15.93   	 203.46		
-42.42   	-55.24   	 68.73   	 -40.69		 16.74   	 254.32		
-55.85   	-40.89   	 68.57   	 -40.69		 17.76   	 320.45		
-63.17   	-29.91   	 68.40   	 -40.69		 19.04   	 391.66		
-56.46   	-26.86   	 68.24   	 -40.69		 20.61   	 473.04		
-41.81   	-31.13   	 68.08   	 -45.78		 22.50   	 559.51		
-29.91   	-40.28   	 67.89   	 -45.78		 24.74   	 651.07		
-26.86   	-49.13   	 67.71   	 -50.86		 27.34   	 737.54		
-29.91   	-52.80   	 67.51   	 -50.86		 30.29   	 829.09		
-32.96   	-49.74   	 67.30   	 -55.95		 33.61   	 905.39		
-32.04   	-42.42   	 67.08   	 -55.95		 37.23   	 966.43		
-28.69   	-35.10   	 66.86   	 -55.95		 41.10   	1007.12		
-27.16   	-31.74   	 66.63   	 -55.95		 45.13   	1032.55		
-28.69   	-33.26   	 66.41   	 -55.95		 49.26   	1022.38		
-30.21   	-35.40   	 66.18   	 -55.95		 53.35   	1007.12		
-30.52   	-36.01   	 65.96   	 -50.86		 57.38   	 971.51		
-30.52   	-36.01   	 65.76   	 -50.86		 61.26   	 920.65		
-32.96   	-39.37   	 65.55   	 -45.78		 64.94   	 879.96		
-37.54   	-46.39   	 65.37   	 -40.69		 68.46   	 824.00		
-40.89   	-53.10   	 65.21   	 -40.69		 71.76   	 788.40		
-38.76   	-55.54   	 65.05   	 -30.52		 74.91   	 747.71		
-32.65   	-52.49   	 64.92   	 -30.52		 77.90   	 717.19		
-25.94   	-46.08   	 64.80   	 -25.43		 80.77   	 691.76		
-21.06   	-39.37   	 64.70   	 -15.26		 83.54   	 666.32		
-18.62   	-34.18   	 64.64(D)	   0.00		 86.21   	 640.89		
-15.56   	-29.30   	 64.64   	  15.26		 88.77   	 625.63		
-12.21   	-23.80   	 64.70   	  55.95		 91.27   	 595.11		
-10.07   	-18.92   	 64.92   	 106.82		 93.65   	 574.77		
-10.68   	-17.40   	 65.35   	 183.11		 95.95   	 539.16		
-14.65   	-19.23   	 66.08   	 274.67		 98.11   	 513.73		
-18.92   	-24.11   	 67.18   	 381.48		100.16   	 473.04		
-19.23   	-26.86   	 68.71   	 483.21		102.05   	 442.52		
-13.73   	-22.89   	 70.64   	 569.68		103.82   	 412.00		
 -3.66   	-12.51   	 72.92   	 630.72		105.47   	 381.48		
  7.32   	  0.61   	 75.44   	 676.50		107.00   	 350.97		
 15.87   	 10.38   	 78.15   	 696.84		108.40   	 330.62		
 19.23   	 12.82   	 80.94   	 707.02		109.72   	 310.27		
 17.70   	  8.54   	 83.76   	 701.93		110.97   	 289.93		
 14.95   	  3.05   	 86.57   	 686.67		112.13   	 274.67		
 14.95   	  2.14   	 89.32   	 676.50		113.22   	 264.50		
 18.62   	  6.10   	 92.02   	 661.24		114.28   	 254.32		
 24.41   	 13.12   	 94.67   	 640.89		115.30   	 239.06		
 29.30   	 19.84   	 97.23   	 625.63		116.26   	 239.06		
 30.21   	 23.50   	 99.74   	 600.20		117.21   	 228.89		
 28.08   	 24.72   	102.14   	 584.94		118.13   	 223.80		
 26.86   	 25.94   	104.48   	 564.60		119.02   	 218.72		
 30.82   	 28.99   	106.73   	 539.16		119.90   	 208.54		
 41.50   	 35.40   	108.89   	 513.73		120.73   	 213.63		
 55.85   	 45.78   	110.95   	 483.21		121.59   	 208.54		
 70.50   	 58.90   	112.88   	 452.69		122.42   	 203.46		
 82.70   	 72.02   	114.69   	 427.26		123.23   	 203.46		
 90.64   	 82.09   	116.40   	 396.74		124.05   	 203.46		
 95.21   	 88.20   	117.99   	 371.31		124.86   	 193.29		
 97.35   	 90.33   	119.47   	 350.97		125.64   	 183.11		
 98.27   	 92.47   	120.87   	 330.62		126.37   	 183.11		
 97.96   	 96.44   	122.20   	 315.36		127.10   	 172.94		
 98.88   	103.15   	123.46   	 295.01		127.79   	 167.85		
102.23   	111.69   	124.64   	 274.67		128.46   	 152.59		
107.42   	120.24   	125.74   	 264.50		129.07   	 142.42		
112.30   	127.26   	126.80   	 244.15		129.64   	 127.16		
115.05   	132.75   	127.77   	 223.80		130.15   	 116.99		
115.05   	137.33   	128.67   	 213.63		130.62   	 106.82		
113.83   	140.99   	129.52   	 193.29		131.05   	  86.47		
114.14   	143.74   	130.29   	 178.03		131.39   	  81.38		
114.44   	143.13   	131.01   	 162.77		131.72   	  66.12		
110.78   	138.24   	131.66   	 147.51		131.98   	  55.95		
100.40   	129.09   	132.25   	 132.25		132.21   	  45.78		
 83.92   	116.88   	132.78   	 111.90		132.39   	  40.69		
 63.48   	101.93   	133.22   	 101.73		132.55   	  30.52		
 42.72   	 85.14   	133.63   	  81.38		132.67   	  25.43		
 25.94   	 66.53   	133.96   	  71.21		132.78   	  15.26		
 14.95   	 48.22   	134.24   	  50.86		132.84   	   5.09		
 11.29   	 34.48   	134.45   	  40.69		132.86(S)	  -5.09		
 13.43   	 26.86   	134.61   	  25.43		132.84   	 -10.17		
 15.26   	 21.67   	134.71   	  15.26		132.80   	 -20.35		
  9.77   	 14.04   	134.77   	   5.09		132.72   	 -30.52		
 -4.58   	  0.31   	134.79(S)	  -5.09		132.59   	 -35.61		
-23.80   	-15.87   	134.77   	 -20.35		132.45   	 -50.86		
-38.15   	-27.47   	134.69   	 -30.52		132.25   	 -66.12		
-43.03   	-29.60   	134.57   	 -40.69		131.98   	 -76.30		
-38.76   	-25.33   	134.40   	 -50.86		131.68   	 -91.56		
-29.91   	-18.92   	134.20   	 -66.12		131.31   	-106.82		
-21.36   	-15.56   	133.94   	 -76.30		130.88   	-122.07		
-16.78   	-16.17   	133.63   	 -86.47		130.40   	-137.33		
-18.31   	-18.92   	133.29   	-101.73		129.85   	-162.77		
-24.11   	-21.97   	132.88   	-111.90		129.20   	-188.20		
-30.52   	-24.41   	132.43   	-122.07		128.44   	-218.72		
-33.57   	-26.86   	131.94   	-137.33		127.57   	-254.32		
-30.52   	-27.77   	131.39   	-147.51		126.55   	-300.10		
-24.41   	-26.86   	130.80   	-162.77		125.35   	-345.88		
-20.75   	-25.02   	130.15   	-172.94		123.97   	-396.74		
-22.89   	-22.89   	129.46   	-188.20		122.38   	-452.69		
-30.21   	-22.89   	128.71   	-203.46		120.57   	-508.65		
-36.93   	-24.72   	127.89   	-218.72		118.53   	-569.68		
-37.54   	-26.86   	127.02   	-233.98		116.26   	-635.81		
-31.74   	-27.77   	126.08   	-254.32		113.71   	-712.10		
-23.19   	-26.25   	125.07   	-269.58		110.86   	-793.49		
-17.09   	-22.89   	123.99   	-289.93		107.69   	-879.96		
-17.70   	-20.14   	122.83   	-310.27		104.17   	-961.34		
-23.80   	-19.23   	121.59   	-335.71		100.33   	-1032.55		
-30.21   	-20.45   	120.24   	-350.97		 96.19   	-1088.50		
-32.04   	-23.19   	118.84   	-371.31		 91.84   	-1129.19		
-30.21   	-27.16   	117.35   	-386.57		 87.32   	-1144.45		
-26.55   	-31.43   	115.81   	-401.83		 82.75   	-1144.45		
-24.11   	-34.79   	114.20   	-401.83		 78.17   	-1124.11		
-23.50   	-34.79   	112.59   	-406.92		 73.67   	-1093.59		
-21.97   	-28.69   	110.97   	-391.66		 69.30   	-1063.07		
-17.70   	-17.40   	109.40   	-371.31		 65.05   	-1022.38		
-12.21   	 -5.49   	107.91   	-350.97		 60.96   	-981.68		
 -9.77   	  0.61   	106.51   	-325.53		 57.03   	-951.17		
-13.12   	 -2.14   	105.21   	-300.10		 53.22   	-910.47		
-19.84   	-10.07   	104.01   	-274.67		 49.58   	-874.87		
-25.33   	-16.48   	102.91   	-254.32		 46.08   	-834.18		
-24.72   	-16.78   	101.89   	-228.89		 42.75   	-788.40		
-16.78   	-10.99   	100.98   	-218.72		 39.59   	-737.54		
 -7.93   	 -5.80   	100.10   	-203.46		 36.64   	-681.58		
 -4.27   	 -7.63   	 99.29   	-193.29		 33.92   	-625.63		
 -9.16   	-16.78   	 98.51   	-183.11		 31.41   	-579.86		
-18.92   	-27.16   	 97.78   	-178.03		 29.09   	-523.90		
-26.86   	-32.96   	 97.07   	-172.94		 27.00   	-483.21		
-29.30   	-32.65   	 96.38   	-167.85		 25.07   	-447.61		
-28.08   	-30.21   	 95.71   	-157.68		 23.28   	-412.00		
-26.86   	-29.60   	 95.08   	-157.68		 21.63   	-376.40		
-26.86   	-31.74   	 94.45   	-157.68		 20.12   	-350.97		
-25.94   	-33.26   	 93.81   	-147.51		 18.72   	-320.45		
-21.67   	-31.13   	 93.22   	-147.51		 17.44   	-295.01		
-14.95   	-26.55   	 92.63   	-142.42		 16.26   	-259.41		
-11.60   	-24.11   	 92.06   	-137.33		 15.22   	-228.89		
-14.95   	-27.16   	 91.52   	-137.33		 14.30   	-203.46		
-22.89   	-33.57   	 90.97   	-132.25		 13.49   	-178.03		
-28.69   	-38.45   	 90.44   	-127.16		 12.78   	-147.51		
-28.08   	-39.37   	 89.93   	-122.07		 12.19   	-127.16		
-22.28   	-36.93   	 89.44   	-122.07		 11.68   	-106.82		
-17.40   	-35.40   	 88.95   	-116.99		 11.25   	 -91.56		
-18.62   	-37.84   	 88.48   	-111.90		 10.89   	 -76.30		
-25.02   	-42.42   	 88.04   	-111.90		 10.58   	 -61.04		
-31.13   	-45.17   	 87.59   	-106.82		 10.34   	 -55.95		
-32.65   	-43.64   	 87.16   	-106.82		 10.11   	 -45.78		
-28.99   	-39.67   	 86.73   	-101.73		  9.93   	 -45.78		
-25.02   	-37.54   	 86.33   	 -96.64		  9.75   	 -35.61		
-25.33   	-39.37   	 85.94   	 -96.64		  9.60   	 -35.61		
-29.91   	-45.47   	 85.55   	 -91.56		  9.46   	 -30.52		
-34.79   	-52.49   	 85.19   	 -91.56		  9.34   	 -25.43		
-36.01   	-56.76   	 84.82   	 -86.47		  9.24   	 -25.43		
-32.04   	-55.24   	 84.48   	 -81.38		  9.14   	 -20.35		
-26.86   	-49.13   	 84.15   	 -86.47		  9.05   	 -20.35		
-25.02   	-42.11   	 83.80   	 -76.30		  8.97   	 -10.17		
-27.77   	-37.84   	 83.50   	 -81.38		  8.93   	 -10.17		
-32.96   	-38.15   	 83.17   	 -76.30		  8.89   	 -10.17		
-36.01   	-38.15   	 82.87   	 -76.30		  8.85   	  -5.09		
-32.96   	-30.52   	 82.56   	 -76.30		  8.83   	  -5.09		
-23.19   	-12.21   	 82.26   	 -76.30		  8.81   	  -5.09		
-10.68   	 12.82   	 81.95   	 -71.21		  8.79(D)	   0.00		
 -0.31   	 34.18   	 81.67   	 -71.21		  8.79   	   5.09		
  3.36   	 40.59   	 81.38   	 -76.30		  8.81   	   5.09		
  0.00   	 29.30   	 81.08   	 -66.12		  8.83   	  10.17		
 -6.71   	 10.38   	 80.81   	 -71.21		  8.87   	  10.17		
-10.68   	 -1.53   	 80.53   	 -71.21		  8.91   	  15.26		
 -8.24   	  3.66   	 80.24   	 -66.12		  8.97   	  15.26		
  1.83   	 22.58   	 79.98   	 -66.12		  9.03   	  20.35		
 15.56   	 42.72   	 79.71   	 -66.12		  9.11   	  15.26		
 28.69   	 49.74   	 79.45   	 -66.12		  9.18   	  15.26		
 36.93   	 39.06   	 79.19   	 -66.12		  9.24   	  10.17		
 39.37   	 16.78   	 78.92   	 -61.04		  9.28   	  10.17		
 37.54   	 -3.36   	 78.68   	 -61.04		  9.32   	   5.09		
 33.26   	-14.04   	 78.43   	 -61.04		  9.34   	   5.09		
 28.38   	-14.95   	 78.19   	 -61.04		  9.36   	   0.00		
 22.89   	-12.51   	 77.94   	 -61.04		  9.36   	   5.09		
 16.48   	-13.43   	 77.70   	 -55.95		  9.38   	   0.00		
 10.68   	-19.23   	 77.48   	 -61.04		  9.38   	   0.00		
  7.02   	-28.38   	 77.23   	 -55.95		  9.38   	   5.09		
  5.19   	-38.76   	 77.01   	 -55.95		  9.40   	   5.09		
  2.44   	-49.13   	 76.79   	 -61.04		  9.42   	   5.09		
 -6.71   	-60.42   	 76.54   	 -55.95		  9.44   	  10.17		
-22.58   	-71.72   	 76.32   	 -61.04		  9.48   	  15.26		
-39.98   	-81.48   	 76.07   	 -61.04		  9.54   	  15.26		
-50.66   	-88.20   	 75.83   	 -55.95		  9.60   	  20.35		
-50.35   	-90.94   	 75.60   	 -61.04		  9.68   	  20.35		
-42.42   	-90.33   	 75.36   	 -55.95		  9.77   	  30.52		
-35.10   	-88.81   	 75.14   	 -55.95		  9.89   	  25.43		
-34.18   	-86.98   	 74.91   	 -55.95		  9.99   	  35.61		
-38.76   	-85.75   	 74.69   	 -55.95		 10.13   	  40.69		
-43.64   	-84.84   	 74.47   	 -55.95		 10.29   	  40.69		
-44.86   	-84.23   	 74.24   	 -55.95		 10.46   	  40.69		
-42.72   	-84.84   	 74.02   	 -50.86		 10.62   	  45.78		
-41.20   	-87.59   	 73.81   	 -55.95		 10.80   	  40.69		
-41.81   	-90.94   	 73.59   	 -50.86		 10.97   	  45.78		
-43.33   	-91.86   	 73.39   	 -55.95		 11.15   	  40.69		
-42.72   	-88.50   	 73.16   	 -50.86		 11.31   	  35.61		
-39.98   	-83.01   	 72.96   	 -55.95		 11.45   	  35.61		
-38.45   	-79.35   	 72.74   	 -55.95		 11.60   	  35.61		
-42.72   	-79.96   	 72.51   	 -50.86		 11.74   	  35.61		
-54.32   	-82.09   	 72.31   	 -55.95		 11.88   	  30.52		
-67.75   	-73.24   	 72.09   	 -50.86		 12.00   	  30.52		
-70.50   	-39.67   	 71.88   	 -50.86		 12.13   	  35.61		
-46.69   	 20.45   	 71.68   	 -50.86		 12.27   	  30.52		
 14.34   	 96.74   	 71.47   	 -50.86		 12.39   	  35.61		
113.83   	171.20   	 71.27   	 -45.78		 12.53   	  40.69		
239.56   	235.29   	 71.09   	 -50.86		 12.70   	  45.78		
369.87   	297.55   	 70.88   	 -45.78		 12.88   	  45.78		
476.99   	373.84   	 70.70   	 -40.69		 13.06   	  55.95		
530.70   	463.26   	 70.54   	 -45.78		 13.29   	  55.95		
507.81   	534.67   	 70.36   	 -45.78		 13.51   	  55.95		
402.83   	549.32(R)	 70.17   	 -40.69		 13.73(E)	  61.04		
238.95   	486.45   	 70.01   	 -45.78		 13.98   	  61.04		
 64.09   	360.72   	 69.83   	 -40.69		 14.22   	  66.12		
-70.50   	215.45   	 69.66   	 -45.78		 14.49   	  66.12		
-133.67   	 92.77   	 69.48   	 -40.69		 14.75   	  86.47		
-130.92   	  9.46   	 69.32   	 -40.69		 15.10   	 101.73		
-94.30   	-39.67   	 69.16   	 -40.69		 15.50   	 127.16		
-59.81   	-65.61   	 68.99   	 -40.69		 16.01   	 167.85		
-46.39   	-76.29   	 68.83   	 -40.69		 16.68   	 208.54		
-50.66   	-75.38   	 68.67   	 -40.69		 17.52   	 269.58		
-57.98   	-67.14   	 68.50   	 -45.78		 18.60   	 340.79		
-56.76   	-57.37   	 68.32   	 -40.69		 19.96   	 412.00		
-46.08   	-50.35   	 68.16   	 -40.69		 21.61   	 493.39		
-34.48   	-47.61   	 68.00   	 -45.78		 23.58   	 584.94		
-28.69   	-46.39   	 67.81   	 -50.86		 25.92   	 681.58		
-29.91   	-44.25   	 67.61   	 -50.86		 28.65   	 768.05		
-34.79   	-44.25   	 67.41   	 -50.86		 31.72   	 859.61		
-39.37   	-47.91   	 67.20   	 -55.95		 35.16   	 930.82		
-41.20   	-53.41   	 66.98   	 -61.04		 38.88   	 986.77		
-39.98   	-57.98   	 66.73   	 -61.04		 42.83   	1022.38		
-38.76   	-58.59   	 66.49   	 -55.95		 46.92   	1027.46		
-38.45   	-54.93   	 66.27   	 -61.04		 51.03   	1022.38		
-39.67   	-50.96   	 66.02   	 -61.04		 55.12   	 991.86		
-41.20   	-50.35   	 65.78   	 -55.95		 59.08   	 951.17		
-40.28   	-51.88   	 65.55   	 -55.95		 62.89   	 900.30		
-35.40   	-52.19   	 65.33   	 -45.78		 66.49   	 844.35		
-28.99   	-50.66   	 65.15   	 -45.78		 69.87   	 803.66		
-24.41   	-47.91   	 64.96   	 -40.69		 73.08   	 757.88		
-22.58   	-46.08   	 64.80   	 -35.61		 76.11   	 722.28		
-22.89   	-45.47   	 64.66   	 -30.52		 79.00   	 691.76		
-24.72   	-44.86   	 64.54   	 -25.43		 81.77   	 671.41		
-27.16   	-43.33   	 64.44   	 -15.26		 84.46   	 656.15		
-31.43   	-42.72   	 64.37(D)	   0.00		 87.08   	 630.72		
-36.32   	-43.64   	 64.37   	  25.43		 89.60   	 610.37		
-35.71   	-44.56   	 64.48   	  71.21		 92.04   	 590.03		
-27.77   	-43.95   	 64.76   	 127.16		 94.40   	 559.51		
-14.95   	-39.98   	 65.27   	 213.63		 96.64   	 528.99		
 -4.58   	-34.48   	 66.12   	 310.27		 98.76   	 498.47		
 -2.44   	-30.82   	 67.36   	 417.09		100.75   	 462.87		
 -7.63   	-28.69   	 69.03   	 513.73		102.60   	 432.35		
-13.12   	-26.86   	 71.09   	 590.03		104.33   	 391.66		
-13.12   	-23.19   	 73.45   	 645.98		105.90   	 366.22		
 -7.63   	-18.31   	 76.03   	 681.58		107.36   	 340.79		
 -0.92   	-14.65   	 78.76   	 696.84		108.73   	 315.36		
  3.05   	-14.04   	 81.55   	 696.84		109.99   	 295.01		
  3.05   	-15.56   	 84.33   	 696.84		111.17   	 279.75		
  2.75   	-15.87   	 87.12   	 681.58		112.29   	 264.50		
  6.10   	-11.29   	 89.85   	 666.32		113.35   	 259.41		
 14.95   	 -0.92   	 92.51   	 651.07		114.38   	 249.24		
 27.77   	 12.51   	 95.12   	 635.81		115.38   	 244.15		
 39.37   	 24.11   	 97.66   	 620.55		116.36   	 239.06		
 44.25   	 29.91   	100.14   	 600.20		117.31   	 233.98		
 42.72   	 28.69   	102.54   	 579.86		118.25   	 223.80		
 37.54   	 25.33   	104.86   	 554.42		119.15   	 223.80		
 34.79   	 24.11   	107.08   	 528.99		120.04   	 213.63		
 38.76   	 29.30   	109.20   	 498.47		120.89   	 208.54		
 48.52   	 41.20   	111.19   	 467.95		121.73   	 208.54		
 61.04   	 55.24   	113.06   	 437.43		122.56   	 203.46		
 74.16   	 66.53   	114.81   	 412.00		123.38   	 198.37		
 85.45   	 72.94   	116.46   	 381.48		124.17   	 198.37		
 93.38   	 75.38   	117.99   	 356.05		124.96   	 198.37		
 97.35   	 77.82   	119.41   	 335.71		125.76   	 188.20		
 96.74   	 82.40   	120.75   	 310.27		126.51   	 178.03		
 95.52   	 90.94   	121.99   	 295.01		127.22   	 172.94		
 97.96   	102.54   	123.17   	 274.67		127.91   	 152.59		
106.81   	115.05   	124.27   	 264.50		128.52   	 137.33		
119.63   	126.65   	125.33   	 239.06		129.07   	 122.07		
128.48   	133.67   	126.29   	 228.89		129.56   	 106.82		
127.87   	135.19   	127.20   	 208.54		129.99   	  91.56		
116.58   	130.31   	128.04   	 193.29		130.36   	  81.38		
101.93   	122.68   	128.81   	 172.94		130.68   	  81.38		
 92.47   	118.10   	129.50   	 162.77		131.01   	  76.30		
 92.16   	120.24   	130.15   	 142.42		131.31   	  81.38		
 97.05   	126.65   	130.72   	 127.16		131.64   	  76.30		
 99.18   	130.62   	131.23   	 111.90		131.94   	  76.30		
 91.25   	123.29   	131.68   	  96.64		132.25   	  66.12		
 72.94   	104.06   	132.06   	  81.38		132.51   	  50.86		
 51.27   	 78.43   	132.39   	  71.21		132.72   	  40.69		
 32.04   	 54.93   	132.67   	  61.04		132.88   	  20.35		
 18.31   	 37.54   	132.92   	  50.86		132.96(S)	  -5.09		
  8.54   	 25.63   	133.12   	  40.69		132.94   	 -15.26		
 -0.61   	 16.78   	133.29   	  25.43		132.88   	 -35.61		
 -8.54   	 11.29   	133.39   	  20.35		132.74   	 -50.86		
-12.82   	  9.16   	133.47   	  10.17		132.53   	 -55.95		
-12.82   	  9.16   	133.51(S)	  -5.09		132.31   	 -71.21		
-12.21   	  7.02   	133.49   	 -10.17		132.02   	 -76.30		
-14.65   	 -0.92   	133.45   	 -25.43		131.72   	 -91.56		
-21.36   	-12.51   	133.35   	 -40.69		131.35   	-101.73		
-29.60   	-23.19   	133.18   	 -50.86		130.95   	-116.99		
-34.48   	-28.38   	132.98   	 -61.04		130.48   	-127.16		
-32.65   	-28.08   	132.74   	 -76.30		129.97   	-142.42		
-25.63   	-26.55   	132.43   	 -86.47		129.40   	-162.77		
-18.92   	-26.55   	132.08   	-101.73		128.75   	-178.03		
-16.78   	-28.38   	131.68   	-111.90		128.04   	-203.46		
-19.53   	-29.91   	131.23   	-122.07		127.22   	-228.89		
-26.55   	-29.91   	130.74   	-137.33		126.31   	-269.58		
-33.57   	-28.69   	130.19   	-152.59		125.23   	-310.27		
-37.23   	-27.77   	129.58   	-162.77		123.99   	-356.05		
-36.01   	-27.77   	128.93   	-172.94		122.56   	-417.09		
-31.43   	-28.69   	128.24   	-193.29		120.89   	-467.95		
-26.25   	-29.60   	127.47   	-203.46		119.02   	-523.90		
-23.19   	-29.30   	126.65   	-218.72		116.93   	-590.03		
-23.19   	-26.86   	125.78   	-239.06		114.57   	-656.15		
-24.72   	-23.19   	124.82   	-259.41		111.94   	-727.36		
-25.02   	-20.14   	123.78   	-269.58		109.03   	-813.83		
-23.19   	-18.92   	122.71   	-295.01		105.78   	-890.13		
-20.14   	-20.45   	121.53   	-315.36		102.22   	-971.51		
-18.92   	-22.89   	120.26   	-335.71		 98.33   	-1047.81		
-21.36   	-23.19   	118.92   	-356.05		 94.14   	-1093.59		
-27.77   	-20.45   	117.50   	-376.40		 89.77   	-1139.36		
-33.57   	-15.56   	115.99   	-391.66		 85.21   	-1149.54		
-34.18   	-10.38   	114.42   	-406.92		 80.61   	-1144.45		
-27.47   	 -7.32   	112.80   	-406.92		 76.03   	-1124.11		
-17.40   	 -7.63   	111.17   	-406.92		 71.54   	-1098.67		
-10.38   	-10.68   	109.54   	-391.66		 67.14   	-1057.98		
-11.29   	-14.95   	107.98   	-371.31		 62.91   	-1022.38		
-18.01   	-19.23   	106.49   	-345.88		 58.82   	-986.77		
-24.41   	-21.36   	105.11   	-325.53		 54.87   	-956.25		
-24.72   	-19.84   	103.80   	-295.01		 51.05   	-920.65		
-20.14   	-15.26   	102.62   	-274.67		 47.37   	-879.96		
-15.26   	-10.38   	101.53   	-254.32		 43.85   	-844.35		
-13.73   	 -7.93   	100.51   	-233.98		 40.47   	-798.57		
-14.04   	 -7.93   	 99.57   	-223.80		 37.27   	-742.62		
-13.12   	 -9.46   	 98.68   	-203.46		 34.30   	-691.76		
 -9.46   	-10.07   	 97.86   	-198.37		 31.54   	-625.63		
 -6.41   	-10.99   	 97.07   	-193.29		 29.03   	-569.68		
 -8.54   	-12.82   	 96.30   	-183.11		 26.75   	-518.82		
-14.95   	-16.17   	 95.56   	-178.03		 24.68   	-473.04		
-20.45   	-19.23   	 94.85   	-172.94		 22.79   	-437.43		
-21.06   	-20.14   	 94.16   	-167.85		 21.04   	-401.83		
-17.40   	-18.62   	 93.49   	-157.68		 19.43   	-376.40		
-13.73   	-17.40   	 92.86   	-157.68		 17.92   	-356.05		
-14.65   	-18.31   	 92.23   	-147.51		 16.50   	-325.53		
-19.23   	-20.75   	 91.64   	-147.51		 15.20   	-300.10		
-22.89   	-22.89   	 91.05   	-137.33		 14.00   	-269.58		
-22.89   	-22.89   	 90.50   	-132.25		 12.92   	-239.06		
-20.75   	-22.28   	 89.97   	-132.25		 11.96   	-203.46		
-18.92   	-22.89   	 89.44   	-122.07		 11.15   	-172.94		
-20.45   	-25.94   	 88.95   	-116.99		 10.46   	-147.51		
-26.86   	-31.43   	 88.48   	-116.99		  9.87   	-122.07		
-36.01   	-37.54   	 88.02   	-116.99		  9.38   	-101.73		
-43.33   	-42.72   	 87.55   	-106.82		  8.97   	 -86.47		
-45.78   	-46.08   	 87.12   	-106.82		  8.63   	 -76.30		
-41.20   	-47.61   	 86.69   	-106.82		  8.32   	 -61.04		
-30.82   	-46.39   	 86.27   	-101.73		  8.08   	 -61.04		
-21.06   	-43.33   	 85.86   	-101.73		  7.83   	 -50.86		
-17.70   	-40.28   	 85.45   	 -96.64		  7.63   	 -40.69		
-21.36   	-39.06   	 85.07   	 -96.64		  7.47   	 -40.69		
-27.77   	-41.20   	 84.68   	 -91.56		  7.30   	 -30.52		
-31.13   	-45.17   	 84.31   	 -91.56		  7.18   	 -25.43		
-29.60   	-47.61   	 83.95   	 -86.47		  7.08   	 -20.35		
-25.02   	-45.78   	 83.60   	 -86.47		  7.00   	 -20.35		
-21.36   	-40.28   	 83.26   	 -81.38		  6.92   	 -20.35		
-21.06   	-33.57   	 82.93   	 -86.47		  6.84   	 -15.26		
-23.19   	-29.60   	 82.58   	 -81.38		  6.78   	 -20.35		
-25.33   	-27.77   	 82.26   	 -81.38		  6.69   	 -15.26		
-25.94   	-24.41   	 81.93   	 -76.30		  6.63   	 -15.26		
