  I     	  II     	  FA     	  FA'		  AOp     	  AOp'		
-36.93   	-44.56   	 99.69   	-203.46		104.09   	 -86.47		
-41.81   	-47.30   	 98.88   	-193.29		103.74   	 -96.64		
-44.86   	-45.47   	 98.11   	-193.29		103.36   	-122.07		
-43.03   	-42.42   	 97.33   	-188.20		102.87   	-157.68		
-37.54   	-43.33   	 96.58   	-178.03		102.24   	-203.46		
-35.40   	-49.44   	 95.87   	-172.94		101.42   	-249.24		
-39.37   	-57.07   	 95.18   	-167.85		100.43   	-289.93		
-47.61   	-62.56   	 94.51   	-157.68		 99.27   	-320.45		
-54.32   	-63.48   	 93.88   	-157.68		 97.99   	-330.62		
-55.85   	-61.65   	 93.24   	-147.51		 96.66   	-330.62		
-52.49   	-59.51   	 92.65   	-147.51		 95.34   	-305.19		
-45.78   	-57.07   	 92.06   	-132.25		 94.12   	-279.75		
-40.28   	-54.93   	 91.54   	-122.07		 93.00   	-233.98		
-38.15   	-52.80   	 91.05   	-111.90		 92.06   	-183.11		
-40.28   	-51.88   	 90.60   	-106.82		 91.33   	-127.16		
-46.08   	-54.63   	 90.17   	-106.82		 90.82   	 -71.21		
-52.19   	-60.12   	 89.75   	-101.73		 90.54   	 -20.35		
-54.93   	-65.31   	 89.34   	 -96.64		 90.46   	  25.43		
-53.41   	-67.44   	 88.95   	 -96.64		 90.56   	  71.21		
-49.13   	-66.83   	 88.57   	 -96.64		 90.84   	 101.73		
-47.00   	-65.61   	 88.18   	 -96.64		 91.25   	 122.07		
-48.22   	-66.22   	 87.79   	 -96.64		 91.74   	 127.16		
-51.57   	-68.66   	 87.41   	 -96.64		 92.25   	 116.99		
-54.93   	-72.02   	 87.02   	 -91.56		 92.72   	 101.73		
-56.46   	-72.94   	 86.65   	 -91.56		 93.12   	  66.12		
-54.93   	-69.89   	 86.29   	 -91.56		 93.39   	  30.52		
-50.96   	-62.87   	 85.92   	 -86.47		 93.51   	 -20.35		
-45.47   	-52.49   	 85.57   	 -86.47		 93.43   	 -61.04		
-39.06   	-40.59   	 85.23   	 -86.47		 93.18   	-101.73		
-33.57   	-28.08   	 84.88   	 -86.47		 92.78   	-132.25		
-30.21   	-17.09   	 84.54   	 -81.38		 92.25   	-162.77		
-29.30   	 -8.54   	 84.21   	 -81.38		 91.60   	-178.03		
-30.82   	 -4.88   	 83.89   	 -81.38		 90.88   	-188.20		
-33.26   	 -7.02   	 83.56   	 -76.30		 90.13   	-198.37		
-36.01   	-14.04   	 83.26   	 -81.38		 89.34   	-203.46		
-38.15   	-22.89   	 82.93   	 -76.30		 88.52   	-203.46		
-38.45   	-27.77   	 82.62   	 -76.30		 87.71   	-198.37		
-35.40   	-22.89   	 82.32   	 -76.30		 86.92   	-193.29		
-28.38   	 -7.02   	 82.01   	 -71.21		 86.14   	-183.11		
-18.01   	 14.65   	 81.73   	 -71.21		 85.41   	-178.03		
 -7.32   	 32.65   	 81.44   	 -71.21		 84.70   	-162.77		
  1.83   	 39.67   	 81.16   	 -71.21		 84.05   	-147.51		
 10.07   	 33.87   	 80.87   	 -66.12		 83.46   	-137.33		
 17.40   	 18.31   	 80.61   	 -66.12		 82.91   	-116.99		
 21.97   	 -1.22   	 80.35   	 -66.12		 82.44   	-106.82		
 21.06   	-19.23   	 80.08   	 -61.04		 82.01   	 -86.47		
 12.82   	-32.96   	 79.84   	 -55.95		 81.67   	 -76.30		
 -1.22   	-40.89   	 79.61   	 -55.95		 81.36   	 -71.21		
-14.34   	-43.64   	 79.39   	 -61.04		 81.08   	 -61.04		
-21.97   	-45.78   	 79.15   	 -55.95		 80.83   	 -55.95		
-24.11   	-50.66   	 78.92   	 -61.04		 80.61   	 -61.04		
-25.94   	-59.81   	 78.68   	 -61.04		 80.37   	 -61.04		
-31.13   	-70.80   	 78.43   	 -61.04		 80.12   	 -71.21		
-38.45   	-80.26   	 78.19   	 -61.04		 79.84   	 -66.12		
-44.56   	-86.36   	 77.94   	 -66.12		 79.57   	 -76.30		
-47.00   	-90.64   	 77.68   	 -61.04		 79.27   	 -71.21		
-46.69   	-94.91   	 77.44   	 -66.12		 78.98   	 -76.30		
-48.22   	-100.10   	 77.17   	 -61.04		 78.68   	 -76.30		
-52.80   	-105.59   	 76.93   	 -55.95		 78.37   	 -76.30		
-58.90   	-110.47   	 76.70   	 -55.95		 78.07   	 -76.30		
-62.56   	-112.61   	 76.48   	 -50.86		 77.76   	 -71.21		
-62.26   	-109.86   	 76.28   	 -45.78		 77.48   	 -76.30		
-58.90   	-100.71   	 76.09   	 -50.86		 77.17   	 -71.21		
-54.93   	-88.50   	 75.89   	 -55.95		 76.89   	 -76.30		
-53.71   	-79.65   	 75.67   	 -55.95		 76.58   	 -76.30		
-56.76   	-79.04   	 75.44   	 -55.95		 76.28   	 -76.30		
-62.26   	-87.28   	 75.22   	 -50.86		 75.97   	 -71.21		
-67.75   	-98.57   	 75.01   	 -55.95		 75.69   	 -66.12		
-70.50   	-104.06   	 74.79   	 -50.86		 75.42   	 -55.95		
-70.50   	-101.01   	 74.59   	 -55.95		 75.20   	 -45.78		
-70.50   	-94.91   	 74.36   	 -50.86		 75.01   	 -45.78		
-72.94   	-90.94   	 74.16   	 -50.86		 74.83   	 -35.61		
-77.82   	-86.36   	 73.96   	 -55.95		 74.69   	 -30.52		
-78.74   	-66.53   	 73.73   	 -50.86		 74.57   	 -30.52		
-62.87   	-19.84   	 73.53   	 -45.78		 74.45   	 -35.61		
-19.23   	 52.19   	 73.35   	 -45.78		 74.30   	 -35.61		
 59.51   	132.75   	 73.16   	 -50.86		 74.16   	 -45.78		
169.68   	202.33   	 72.96   	 -45.78		 73.98   	 -45.78		
295.10   	260.01   	 72.78   	 -50.86		 73.79   	 -45.78		
413.51   	325.93   	 72.57   	 -45.78		 73.61   	 -50.86		
497.74   	419.31   	 72.39   	 -50.86		 73.41   	 -50.86		
517.88   	527.34   	 72.19   	 -50.86		 73.20   	 -55.95		
454.71   	609.74   	 71.98   	 -50.86		 72.98   	 -50.86		
313.42   	621.95(R)	 71.78   	 -45.78		 72.78   	 -55.95		
129.09   	543.52   	 71.60   	 -45.78		 72.55   	 -50.86		
-39.98   	396.12   	 71.41   	 -45.78		 72.35   	 -50.86		
-142.82   	228.27   	 71.23   	 -40.69		 72.15   	 -55.95		
-165.10   	 82.09   	 71.07   	 -45.78		 71.92   	 -50.86		
-133.97   	-21.67   	 70.88   	 -45.78		 71.72   	 -55.95		
-93.38   	-80.26   	 70.70   	 -50.86		 71.50   	 -61.04		
-71.11   	-101.32   	 70.50   	 -45.78		 71.25   	 -61.04		
-67.75   	-97.35   	 70.32   	 -50.86		 71.01   	 -61.04		
-68.97   	-82.40   	 70.11   	 -55.95		 70.76   	 -61.04		
-63.78   	-67.14   	 69.89   	 -50.86		 70.52   	 -61.04		
-53.41   	-57.98   	 69.68   	 -55.95		 70.27   	 -61.04		
-45.78   	-55.85   	 69.46   	 -50.86		 70.03   	 -55.95		
-46.69   	-57.98   	 69.26   	 -50.86		 69.81   	 -55.95		
-53.41   	-61.65   	 69.05   	 -50.86		 69.58   	 -55.95		
-60.73   	-66.53   	 68.85   	 -55.95		 69.36   	 -45.78		
-64.39   	-70.19   	 68.63   	 -55.95		 69.18   	 -45.78		
-63.17   	-70.80   	 68.40   	 -61.04		 68.99   	 -40.69		
-58.59   	-68.97   	 68.16   	 -61.04		 68.83   	 -35.61		
-52.80   	-66.53   	 67.91   	 -61.04		 68.69   	 -30.52		
-49.13   	-64.09   	 67.67   	 -66.12		 68.57   	 -20.35		
-47.91   	-60.42   	 67.41   	 -66.12		 68.48   	 -10.17		
-46.39   	-54.32   	 67.14   	 -61.04		 68.44(D)	  10.17		
-42.42   	-48.22   	 66.90   	 -61.04		 68.48   	  25.43		
-37.23   	-45.17   	 66.65   	 -55.95		 68.59   	  50.86		
-33.87   	-48.52   	 66.43   	 -55.95		 68.79   	  76.30		
-36.62   	-55.54   	 66.21   	 -45.78		 69.09   	 111.90		
-43.64   	-61.34   	 66.02   	 -40.69		 69.54   	 147.51		
-48.52   	-63.17   	 65.86   	 -40.69		 70.13   	 172.94		
-46.08   	-61.34   	 65.70   	 -30.52		 70.82   	 208.54		
-36.01   	-58.59   	 65.57   	 -20.35		 71.66   	 239.06		
-25.33   	-57.68   	 65.49(D)	   0.00		 72.61   	 264.50		
-22.58   	-57.98   	 65.49   	  30.52		 73.67   	 295.01		
-28.38   	-58.29   	 65.62   	  76.30		 74.85   	 315.36		
-36.93   	-57.07   	 65.92   	 147.51		 76.11   	 330.62		
-39.67   	-52.80   	 66.51   	 244.15		 77.44   	 345.88		
-33.57   	-45.47   	 67.49   	 356.05		 78.82   	 356.05		
-22.58   	-37.54   	 68.91   	 473.04		 80.24   	 361.14		
-14.95   	-32.96   	 70.80   	 574.77		 81.69   	 361.14		
-14.65   	-33.26   	 73.10   	 656.15		 83.13   	 361.14		
-19.23   	-36.62   	 75.73   	 712.10		 84.58   	 366.22		
-23.50   	-38.76   	 78.58   	 747.71		 86.04   	 376.40		
-22.28   	-36.32   	 81.57   	 773.14		 87.55   	 376.40		
-14.65   	-28.38   	 84.66   	 778.23		 89.05   	 391.66		
 -4.88   	-18.01   	 87.77   	 778.23		 90.62   	 401.83		
  1.83   	 -9.16   	 90.88   	 768.05		 92.23   	 417.09		
  3.36   	 -3.36   	 93.96   	 752.79		 93.90   	 427.26		
  1.83   	 -0.31   	 96.97   	 737.54		 95.60   	 432.35		
  2.14   	  2.14   	 99.92   	 722.28		 97.33   	 437.43		
  7.93   	  5.80   	102.81   	 696.84		 99.08   	 442.52		
 18.01   	 10.99   	105.59   	 676.50		100.85   	 437.43		
 27.16   	 16.48   	108.30   	 645.98		102.60   	 437.43		
 31.43   	 19.23   	110.88   	 620.55		104.35   	 427.26		
 31.43   	 17.70   	113.37   	 590.03		106.06   	 422.18		
 30.52   	 13.73   	115.73   	 559.51		107.75   	 412.00		
 32.35   	 10.38   	117.96   	 528.99		109.40   	 401.83		
 37.54   	 12.21   	120.08   	 498.47		111.01   	 386.57		
 43.33   	 19.53   	122.07   	 467.95		112.55   	 381.48		
 46.69   	 29.91   	123.95   	 447.61		114.08   	 361.14		
 49.44   	 39.67   	125.74   	 417.09		115.52   	 350.97		
 54.63   	 47.00   	127.41   	 396.74		116.93   	 335.71		
 64.70   	 54.02   	128.99   	 376.40		118.27   	 325.53		
 77.21   	 62.26   	130.50   	 350.97		119.57   	 310.27		
 86.67   	 71.41   	131.90   	 325.53		120.81   	 295.01		
 90.33   	 79.96   	133.20   	 305.19		121.99   	 284.84		
 89.11   	 86.06   	134.42   	 284.84		123.13   	 269.58		
 87.28   	 89.42   	135.56   	 259.41		124.21   	 259.41		
 87.28   	 93.38   	136.60   	 239.06		125.25   	 244.15		
 86.98   	 98.57   	137.56   	 208.54		126.23   	 233.98		
 82.70   	101.93   	138.39   	 188.20		127.16   	 218.72		
 74.16   	101.01   	139.14   	 162.77		128.04   	 203.46		
 63.78   	 96.44   	139.80   	 142.42		128.85   	 193.29		
 54.93   	 90.64   	140.37   	 116.99		129.62   	 178.03		
 47.91   	 86.36   	140.83   	 101.73		130.34   	 167.85		
 40.28   	 82.70   	141.24   	  81.38		131.01   	 152.59		
 29.91   	 75.68   	141.57   	  71.21		131.62   	 132.25		
 17.70   	 61.65   	141.85   	  50.86		132.15   	 122.07		
  6.10   	 43.64   	142.05   	  35.61		132.63   	 106.82		
 -3.97   	 28.69   	142.20   	  25.43		133.06   	  86.47		
-13.12   	 20.45   	142.30   	  10.17		133.41   	  76.30		
-23.19   	 18.31   	142.34(S)	   0.00		133.71   	  55.95		
-33.87   	 16.17   	142.34   	 -15.26		133.94   	  45.78		
-44.25   	  7.93   	142.28   	 -25.43		134.12   	  30.52		
-52.80   	 -7.63   	142.18   	 -40.69		134.24   	  15.26		
-57.98   	-26.25   	142.01   	 -50.86		134.30   	   5.09		
-58.59   	-40.89   	141.81   	 -61.04		134.32(S)	  -5.09		
-53.71   	-45.47   	141.57   	 -71.21		134.30   	 -20.35		
-46.08   	-40.59   	141.28   	 -91.56		134.22   	 -35.61		
-42.72   	-32.35   	140.92   	 -96.64		134.08   	 -45.78		
-48.52   	-27.77   	140.53   	-111.90		133.90   	 -55.95		
-62.26   	-30.21   	140.08   	-127.16		133.67   	 -71.21		
-74.16   	-36.32   	139.57   	-142.42		133.39   	 -86.47		
-72.94   	-38.76   	139.00   	-152.59		133.04   	 -96.64		
-58.29   	-35.10   	138.39   	-172.94		132.65   	-111.90		
-39.67   	-28.69   	137.70   	-183.11		132.21   	-127.16		
-30.82   	-25.33   	136.97   	-203.46		131.70   	-142.42		
-36.62   	-27.16   	136.15   	-213.63		131.13   	-162.77		
-51.27   	-31.43   	135.30   	-239.06		130.48   	-183.11		
-63.17   	-34.18   	134.34   	-249.24		129.75   	-203.46		
-66.22   	-34.79   	133.35   	-274.67		128.93   	-233.98		
-62.26   	-36.01   	132.25   	-289.93		128.00   	-259.41		
-56.15   	-40.59   	131.09   	-310.27		126.96   	-284.84		
-52.19   	-48.22   	129.85   	-335.71		125.82   	-310.27		
-50.96   	-52.80   	128.50   	-350.97		124.58   	-330.62		
-51.27   	-49.74   	127.10   	-376.40		123.25   	-335.71		
-51.27   	-39.37   	125.59   	-396.74		121.91   	-345.88		
-51.27   	-26.25   	124.01   	-412.00		120.53   	-335.71		
-51.57   	-18.62   	122.36   	-437.43		119.19   	-330.62		
-52.19   	-20.14   	120.61   	-447.61		117.86   	-315.36		
-53.10   	-26.55   	118.82   	-452.69		116.60   	-295.01		
-54.93   	-31.74   	117.01   	-447.61		115.42   	-279.75		
-57.98   	-33.26   	115.22   	-437.43		114.30   	-259.41		
-61.04   	-32.04   	113.47   	-417.09		113.27   	-244.15		
-61.95   	-32.04   	111.80   	-386.57		112.29   	-228.89		
-58.59   	-32.35   	110.25   	-366.22		111.37   	-213.63		
-50.05   	-30.82   	108.79   	-330.62		110.52   	-208.54		
-39.67   	-25.94   	107.47   	-305.19		109.68   	-193.29		
-33.57   	-21.06   	106.25   	-284.84		108.91   	-188.20		
-36.32   	-20.14   	105.11   	-254.32		108.16   	-183.11		
-47.61   	-25.02   	104.09   	-244.15		107.43   	-172.94		
-61.04   	-32.35   	103.11   	-223.80		106.73   	-172.94		
-69.27   	-37.23   	102.22   	-208.54		106.04   	-162.77		
-68.36   	-37.23   	101.38   	-198.37		105.39   	-167.85		
-59.81   	-32.35   	100.59   	-188.20		104.72   	-157.68		
-48.22   	-24.11   	 99.84   	-183.11		104.09   	-162.77		
-38.15   	-16.78   	 99.10   	-178.03		103.44   	-157.68		
-33.26   	-14.65   	 98.39   	-172.94		102.81   	-157.68		
-33.57   	-19.84   	 97.70   	-162.77		102.18   	-157.68		
-36.93   	-30.82   	 97.05   	-162.77		101.55   	-157.68		
-42.11   	-43.33   	 96.40   	-152.59		100.92   	-152.59		
-47.91   	-53.10   	 95.79   	-152.59		100.30   	-147.51		
-51.88   	-56.76   	 95.18   	-142.42		 99.71   	-147.51		
-53.71   	-56.76   	 94.61   	-142.42		 99.12   	-137.33		
-53.71   	-54.93   	 94.04   	-137.33		 98.58   	-142.42		
-52.19   	-52.19   	 93.49   	-132.25		 98.01   	-132.25		
-51.57   	-50.05   	 92.96   	-132.25		 97.48   	-132.25		
-51.88   	-48.83   	 92.43   	-122.07		 96.95   	-132.25		
-52.19   	-47.00   	 91.94   	-122.07		 96.42   	-127.16		
-50.35   	-44.56   	 91.45   	-116.99		 95.91   	-122.07		
-47.30   	-41.50   	 90.99   	-111.90		 95.42   	-122.07		
-44.86   	-39.37   	 90.54   	-106.82		 94.93   	-122.07		
-45.47   	-40.28   	 90.11   	-106.82		 94.45   	-116.99		
-49.13   	-45.47   	 89.68   	 -96.64		 93.98   	-116.99		
-53.10   	-54.32   	 89.30   	 -96.64		 93.51   	-116.99		
-54.93   	-62.87   	 88.91   	 -91.56		 93.04   	-116.99		
-54.93   	-67.14   	 88.54   	 -91.56		 92.57   	-111.90		
-54.63   	-65.00   	 88.18   	 -86.47		 92.13   	-111.90		
-55.85   	-57.37   	 87.83   	 -81.38		 91.68   	-111.90		
-57.98   	-47.91   	 87.51   	 -86.47		 91.23   	-106.82		
-58.90   	-39.37   	 87.16   	 -76.30		 90.80   	-106.82		
-57.07   	-32.35   	 86.86   	 -81.38		 90.38   	-106.82		
-52.49   	-25.02   	 86.53   	 -76.30		 89.95   	-101.73		
-46.08   	-16.78   	 86.23   	 -76.30		 89.54   	-101.73		
-39.06   	 -7.63   	 85.92   	 -71.21		 89.13   	 -96.64		
-32.65   	  0.31   	 85.64   	 -71.21		 88.75   	 -96.64		
-28.69   	  3.97   	 85.35   	 -71.21		 88.36   	 -86.47		
-28.69   	  1.53   	 85.07   	 -71.21		 88.02   	 -91.56		
-32.65   	 -5.49   	 84.78   	 -66.12		 87.65   	 -86.47		
-38.15   	-12.51   	 84.52   	 -66.12		 87.30   	 -86.47		
-39.67   	-12.51   	 84.25   	 -71.21		 86.96   	 -86.47		
-32.65   	 -1.22   	 83.97   	 -66.12		 86.61   	 -86.47		
-19.53   	 17.70   	 83.70   	 -71.21		 86.27   	 -81.38		
 -5.80   	 34.79   	 83.42   	 -66.12		 85.94   	 -81.38		
  1.83   	 42.11   	 83.15   	 -66.12		 85.62   	 -86.47		
  1.53   	 36.62   	 82.89   	 -66.12		 85.27   	 -81.38		
 -1.53   	 22.28   	 82.62   	 -66.12		 84.94   	 -81.38		
 -1.53   	  6.41   	 82.36   	 -66.12		 84.62   	 -81.38		
  2.75   	 -6.41   	 82.10   	 -66.12		 84.29   	 -86.47		
  6.41   	-15.26   	 81.83   	 -66.12		 83.95   	 -81.38		
  3.05   	-22.28   	 81.57   	 -66.12		 83.62   	 -86.47		
 -8.85   	-28.08   	 81.30   	 -66.12		 83.28   	 -86.47		
-23.19   	-32.35   	 81.04   	 -66.12		 82.93   	 -86.47		
-32.35   	-34.48   	 80.77   	 -66.12		 82.58   	 -86.47		
-32.35   	-35.40   	 80.51   	 -71.21		 82.24   	 -86.47		
-28.38   	-38.45   	 80.22   	 -66.12		 81.89   	 -81.38		
-28.99   	-48.83   	 79.96   	 -71.21		 81.57   	 -81.38		
-38.76   	-66.22   	 79.67   	 -66.12		 81.24   	 -81.38		
-54.93   	-85.14   	 79.41   	 -66.12		 80.92   	 -76.30		
-68.66   	-97.35   	 79.15   	 -66.12		 80.61   	 -76.30		
-73.24   	-98.88   	 78.88   	 -66.12		 80.30   	 -76.30		
-67.75   	-92.77   	 78.62   	 -61.04		 80.00   	 -71.21		
-56.76   	-86.36   	 78.37   	 -61.04		 79.71   	 -76.30		
-48.83   	-86.67   	 78.13   	 -61.04		 79.41   	 -71.21		
-48.83   	-92.77   	 77.88   	 -55.95		 79.12   	 -66.12		
-56.46   	-99.49   	 77.66   	 -50.86		 78.86   	 -71.21		
-67.14   	-100.71   	 77.46   	 -50.86		 78.58   	 -71.21		
-74.46   	-95.52   	 77.25   	 -50.86		 78.29   	 -71.21		
-74.77   	-88.20   	 77.05   	 -50.86		 78.01   	 -66.12		
-69.27   	-83.31   	 76.85   	 -50.86		 77.74   	 -66.12		
-62.56   	-83.01   	 76.64   	 -50.86		 77.48   	 -61.04		
-58.29   	-84.53   	 76.44   	 -50.86		 77.23   	 -61.04		
-59.20   	-86.36   	 76.24   	 -50.86		 76.99   	 -50.86		
-65.31   	-89.42   	 76.03   	 -45.78		 76.79   	 -50.86		
-75.68   	-93.69   	 75.85   	 -50.86		 76.58   	 -45.78		
-87.59   	-96.13   	 75.65   	 -45.78		 76.40   	 -45.78		
-96.44   	-86.67   	 75.46   	 -45.78		 76.22   	 -40.69		
-93.38   	-53.71   	 75.28   	 -45.78		 76.05   	 -35.61		
-69.27   	  5.19   	 75.10   	 -40.69		 75.91   	 -35.61		
-16.17   	 80.87   	 74.93   	 -40.69		 75.77   	 -35.61		
 67.75   	156.56   	 74.77   	 -45.78		 75.63   	 -40.69		
177.31   	221.86   	 74.59   	 -40.69		 75.46   	 -35.61		
298.46   	281.68   	 74.42   	 -45.78		 75.32   	 -40.69		
408.94   	354.61   	 74.24   	 -45.78		 75.16   	 -40.69		
481.87   	451.66   	 74.06   	 -45.78		 74.99   	 -40.69		
492.25   	554.81   	 73.88   	 -40.69		 74.83   	 -50.86		
425.72   	623.17(R)	 73.71   	 -45.78		 74.63   	 -50.86		
289.31   	616.76   	 73.53   	 -45.78		 74.42   	 -50.86		
115.36   	521.55   	 73.35   	 -45.78		 74.22   	 -55.95		
-46.69   	364.38   	 73.16   	 -40.69		 74.00   	 -61.04		
-151.37   	198.36   	 73.00   	 -45.78		 73.75   	 -55.95		
-181.58   	 64.70   	 72.82   	 -40.69		 73.53   	 -55.95		
-153.81   	-21.06   	 72.65   	 -45.78		 73.31   	 -61.04		
-106.20   	-64.09   	 72.47   	 -45.78		 73.06   	 -55.95		
-71.11   	-78.43   	 72.29   	 -50.86		 72.84   	 -55.95		
-59.20   	-75.99   	 72.09   	 -45.78		 72.61   	 -55.95		
-59.51   	-63.78   	 71.90   	 -50.86		 72.39   	 -50.86		
-58.90   	-48.52   	 71.70   	 -50.86		 72.19   	 -45.78		
-53.71   	-37.84   	 71.50   	 -45.78		 72.00   	 -45.78		
-47.30   	-36.62   	 71.31   	 -50.86		 71.82   	 -45.78		
-45.78   	-45.47   	 71.11   	 -50.86		 71.64   	 -40.69		
-50.05   	-59.81   	 70.91   	 -55.95		 71.47   	 -35.61		
-56.76   	-72.02   	 70.68   	 -61.04		 71.33   	 -40.69		
-60.73   	-75.07   	 70.44   	 -61.04		 71.17   	 -35.61		
-61.34   	-68.66   	 70.19   	 -61.04		 71.03   	 -25.43		
-60.12   	-57.98   	 69.95   	 -61.04		 70.93   	 -20.35		
-57.37   	-49.74   	 69.70   	 -61.04		 70.84   	  -5.09		
-53.41   	-48.83   	 69.46   	 -55.95		 70.82(D)	  10.17		
-49.44   	-53.41   	 69.24   	 -61.04		 70.86   	  30.52		
-44.56   	-56.46   	 68.99   	 -55.95		 70.99   	  50.86		
-40.28   	-54.93   	 68.77   	 -50.86		 71.19   	  66.12		
-38.45   	-50.96   	 68.57   	 -50.86		 71.45   	  86.47		
-40.59   	-49.13   	 68.36   	 -45.78		 71.80   	 101.73		
-44.56   	-51.27   	 68.18   	 -40.69		 72.21   	 127.16		
-47.91   	-54.93   	 68.02   	 -40.69		 72.72   	 147.51		
-47.61   	-54.63   	 67.85   	 -30.52		 73.31   	 172.94		
-43.64   	-48.83   	 67.73   	 -15.26		 74.00   	 208.54		
-38.45   	-41.50   	 67.67(D)	   0.00		 74.83   	 233.98		
-35.10   	-38.45   	 67.67   	  35.61		 75.77   	 269.58		
-33.87   	-42.72   	 67.81   	  81.38		 76.85   	 300.10		
-33.57   	-48.83   	 68.14   	 147.51		 78.05   	 320.45		
-33.26   	-50.35   	 68.73   	 244.15		 79.33   	 345.88		
-32.65   	-43.03   	 69.70   	 350.97		 80.71   	 356.05		
-31.43   	-30.82   	 71.11   	 462.87		 82.14   	 366.22		
-29.60   	-21.36   	 72.96   	 564.60		 83.60   	 371.31		
-25.02   	-19.23   	 75.22   	 640.89		 85.09   	 376.40		
-17.09   	-22.58   	 77.78   	 701.93		 86.59   	 376.40		
 -7.93   	-24.11   	 80.59   	 737.54		 88.10   	 386.57		
 -0.92   	-20.14   	 83.54   	 757.88		 89.64   	 396.74		
  0.31   	-10.68   	 86.57   	 773.14		 91.23   	 417.09		
 -3.97   	 -2.14   	 89.66   	 773.14		 92.90   	 432.35		
-10.07   	 -1.53   	 92.76   	 773.14		 94.63   	 457.78		
-13.12   	 -9.16   	 95.85   	 768.05		 96.46   	 478.13		
 -8.54   	-18.92   	 98.92   	 752.79		 98.37   	 493.39		
  1.83   	-22.28   	101.93   	 732.45		100.35   	 503.56		
 14.04   	-14.34   	104.86   	 701.93		102.36   	 508.65		
 22.58   	  3.36   	107.67   	 671.41		104.39   	 498.47		
 25.33   	 22.28   	110.36   	 640.89		106.39   	 483.21		
 23.19   	 34.18   	112.92   	 610.37		108.32   	 467.95		
 20.45   	 36.93   	115.36   	 584.94		110.19   	 442.52		
 21.97   	 34.48   	117.70   	 554.42		111.96   	 417.09		
 30.21   	 33.26   	119.92   	 534.08		113.63   	 396.74		
 43.33   	 36.62   	122.05   	 503.56		115.22   	 371.31		
 55.54   	 44.56   	124.07   	 483.21		116.70   	 345.88		
 62.87   	 53.41   	126.00   	 457.78		118.09   	 330.62		
 63.17   	 60.42   	127.83   	 432.35		119.41   	 320.45		
 60.12   	 66.22   	129.56   	 412.00		120.69   	 305.19		
 58.90   	 71.72   	131.21   	 386.57		121.91   	 295.01		
 62.56   	 76.60   	132.76   	 361.14		123.09   	 289.93		
 70.19   	 80.57   	134.20   	 330.62		124.25   	 279.75		
 79.04   	 85.14   	135.52   	 310.27		125.37   	 274.67		
 86.36   	 91.25   	136.76   	 284.84		126.47   	 264.50		
 92.16   	 98.57   	137.90   	 259.41		127.53   	 254.32		
 97.66   	106.81   	138.94   	 239.06		128.54   	 244.15		
103.15   	114.14   	139.90   	 213.63		129.52   	 223.80		
106.51   	119.02   	140.75   	 193.29		130.42   	 208.54		
107.42   	122.99   	141.53   	 178.03		131.25   	 193.29		
103.76   	125.12   	142.24   	 152.59		132.02   	 183.11		
 95.21   	124.21   	142.85   	 137.33		132.76   	 172.94		
 83.31   	118.41   	143.40   	 116.99		133.45   	 167.85		
 68.97   	108.64   	143.87   	 106.82		134.12   	 167.85		
 53.41   	 97.66   	144.29   	  86.47		134.79   	 167.85		
 38.15   	 88.20   	144.64   	  71.21		135.46   	 162.77		
 22.89   	 79.04   	144.92   	  55.95		136.11   	 152.59		
  8.85   	 68.05   	145.15   	  45.78		136.72   	 152.59		
 -3.05   	 53.10   	145.33   	  25.43		137.33   	 137.33		
-12.51   	 36.01   	145.43   	  15.26		137.88   	 122.07		
-21.06   	 19.84   	145.49   	   5.09		138.37   	 101.73		
-30.21   	  6.10   	145.51(S)	  -5.09		138.78   	  81.38		
-40.89   	 -4.58   	145.49   	 -20.35		139.10   	  50.86		
-50.96   	-13.12   	145.41   	 -35.61		139.31   	  20.35		
-56.76   	-19.23   	145.27   	 -40.69		139.39(S)	 -15.26		
-55.54   	-21.97   	145.11   	 -61.04		139.33   	 -45.78		
-49.44   	-21.06   	144.86   	 -66.12		139.14   	 -71.21		
-43.03   	-16.78   	144.60   	 -86.47		138.86   	 -91.56		
-41.20   	-12.51   	144.25   	 -96.64		138.49   	-101.73		
-44.86   	-10.38   	143.87   	-106.82		138.09   	-101.73		
-50.05   	-10.68   	143.44   	-122.07		137.68   	 -96.64		
-51.57   	-13.43   	142.95   	-132.25		137.29   	 -91.56		
-48.22   	-16.48   	142.42   	-152.59		136.93   	 -81.38		
-42.42   	-18.31   	141.81   	-162.77		136.60   	 -76.30		
-39.67   	-18.01   	141.16   	-172.94		136.30   	 -81.38		
-42.42   	-16.48   	140.47   	-193.29		135.97   	 -86.47		
-48.83   	-14.04   	139.69   	-208.54		135.63   	-106.82		
-54.93   	-12.51   	138.86   	-228.89		135.20   	-116.99		
-56.76   	-12.51   	137.94   	-239.06		134.73   	-142.42		
-53.10   	-13.43   	136.99   	-259.41		134.16   	-162.77		
-45.78   	-14.34   	135.95   	-284.84		133.51   	-183.11		
-39.37   	-14.04   	134.81   	-300.10		132.78   	-213.63		
-37.23   	-13.73   	133.61   	-325.53		131.92   	-244.15		
-39.37   	-14.34   	132.31   	-345.88		130.95   	-284.84		
-44.25   	-16.78   	130.93   	-366.22		129.81   	-325.53		
-48.52   	-20.45   	129.46   	-386.57		128.50   	-361.14		
-51.57   	-22.89   	127.91   	-412.00		127.06   	-396.74		
