  I     	  II     	  LVp     	  LVp'		  FA     	  FA'		
-15.87   	-68.05   	 23.62   	 -55.95		 88.87   	 -86.47		
-18.92   	-69.27   	 23.40   	 -55.95		 88.52   	 -91.56		
-21.06   	-70.50   	 23.17   	 -50.86		 88.16   	 -91.56		
-21.06   	-69.89   	 22.97   	 -45.78		 87.79   	 -91.56		
-19.84   	-67.44   	 22.79   	 -45.78		 87.43   	 -86.47		
-18.92   	-64.39   	 22.60   	 -40.69		 87.08   	 -91.56		
-19.23   	-62.87   	 22.44   	 -30.52		 86.71   	 -86.47		
-21.36   	-64.70   	 22.32   	 -25.43		 86.37   	 -86.47		
-26.86   	-71.11   	 22.22   	 -25.43		 86.02   	 -81.38		
-36.93   	-83.92   	 22.12   	 -15.26		 85.70   	 -86.47		
-51.57   	-102.23   	 22.05   	 -20.35		 85.35   	 -81.38		
-65.31   	-116.88   	 21.97   	 -10.17		 85.03   	 -81.38		
-67.14   	-102.54   	 21.93   	  -5.09		 84.70   	 -81.38		
-45.47   	-18.62   	 21.91   	   0.00		 84.37   	 -81.38		
  7.63   	179.14   	 21.91   	   0.00		 84.05   	 -76.30		
 92.16   	507.51   	 21.91(E)	  10.17		 83.74   	 -76.30		
199.28   	928.04   	 21.95   	  15.26		 83.44   	 -71.21		
311.89   	1337.59   	 22.01   	  50.86		 83.15   	-142.42		
460.82   	1664.73(R)	 22.22   	  35.61		 82.58   	 -71.21		
451.05   	1519.47   	 22.36   	  50.86		 82.30   	 -66.12		
375.37   	1256.71   	 22.56   	  55.95		 82.03   	 -66.12		
252.08   	975.65   	 22.79   	  81.38		 81.77   	 -66.12		
115.97   	728.76   	 23.11   	  96.64		 81.51   	 -61.04		
  2.44   	510.56   	 23.50   	 127.16		 81.26   	 -61.04		
-67.44   	304.26   	 24.01   	 167.85		 81.02   	 -61.04		
-94.60   	116.88   	 24.68   	 203.46		 80.77   	 -55.95		
-94.91   	-27.77   	 25.49   	 264.50		 80.55   	 -55.95		
-84.23   	-113.83   	 26.55   	 320.45		 80.33   	 -55.95		
-71.72   	-145.87   	 27.83   	 381.48		 80.10   	 -55.95		
-58.29   	-144.35   	 29.36   	 457.78		 79.88   	 -50.86		
-44.25   	-130.00   	 31.19   	 528.99		 79.67   	 -50.86		
-31.13   	-115.97   	 33.31   	 610.37		 79.47   	 -50.86		
-22.89   	-107.42   	 35.75   	 686.67		 79.27   	 -45.78		
-20.45   	-107.12   	 38.49   	 773.14		 79.08   	 -45.78		
-22.58   	-113.53   	 41.59   	 834.18		 78.90   	 -45.78		
-25.33   	-120.54   	 44.92   	 905.39		 78.72   	 -40.69		
-26.25   	-122.07   	 48.55   	 956.25		 78.56   	 -40.69		
-25.94   	-118.41   	 52.37   	1007.12		 78.39   	 -35.61		
-25.02   	-113.22   	 56.40   	1057.98		 78.25   	 -30.52		
-24.11   	-108.95   	 60.63   	1124.11		 78.13   	 -25.43		
-23.19   	-105.90   	 65.13   	1195.32		 78.03   	 -20.35		
-22.28   	-101.93   	 69.91   	1281.79		 77.94   	  -5.09		
-21.36   	-98.57   	 75.04   	1378.43		 77.92(D)	   5.09		
-21.36   	-96.74   	 80.55   	1464.90		 77.94   	  25.43		
-22.89   	-96.74   	 86.41   	1520.85		 78.05   	  40.69		
-25.33   	-95.83   	 92.49   	1520.85		 78.21   	  71.21		
-26.55   	-92.47   	 98.58   	1469.98		 78.49   	 101.73		
-25.63   	-86.67   	104.46   	1378.43		 78.90   	 137.33		
-22.28   	-80.87   	109.97   	1271.61		 79.45   	 178.03		
-18.31   	-76.90   	115.06   	1185.14		 80.16   	 223.80		
-15.56   	-75.68   	119.80   	1103.76		 81.06   	 269.58		
-15.26   	-75.07   	124.21   	1037.64		 82.14   	 315.36		
-16.78   	-72.94   	128.36   	 966.43		 83.40   	 366.22		
-18.01   	-68.05   	132.23   	 895.22		 84.86   	 412.00		
-17.09   	-61.04   	135.81   	 818.92		 86.51   	 457.78		
-14.65   	-54.02   	139.08   	 762.97		 88.34   	 503.56		
-11.29   	-48.22   	142.14   	 707.02		 90.36   	 549.34		
 -8.85   	-43.03   	144.96   	 666.32		 92.55   	 584.94		
 -8.54   	-37.84   	147.63   	 635.81		 94.89   	 625.63		
 -9.46   	-31.74   	150.17   	 610.37		 97.40   	 656.15		
-10.68   	-24.72   	152.61   	 595.11		100.02   	 691.76		
-11.60   	-17.70   	154.99   	 574.77		102.79   	 717.19		
-11.90   	-10.99   	157.29   	 554.42		105.66   	 737.54		
-11.60   	 -3.66   	159.51   	 528.99		108.61   	 757.88		
 -8.85   	  5.80   	161.63   	 498.47		111.64   	 773.14		
 -3.05   	 18.01   	163.62   	 473.04		114.73   	 783.31		
  4.27   	 32.65   	165.51   	 457.78		117.86   	 793.49		
 10.99   	 47.61   	167.34   	 437.43		121.04   	 793.49		
 14.04   	 60.73   	169.09   	 427.26		124.21   	 793.49		
 13.43   	 70.80   	170.80   	 417.09		127.39   	 793.49		
 11.90   	 79.65   	172.47   	 401.83		130.56   	 788.40		
 12.51   	 88.81   	174.08   	 386.57		133.71   	 783.31		
 16.48   	100.10   	175.62   	 366.22		136.85   	 768.05		
 22.28   	113.53   	177.09   	 340.79		139.92   	 757.88		
 28.08   	128.17   	178.45   	 330.62		142.95   	 737.54		
 32.96   	142.21   	179.78   	 320.45		145.90   	 727.36		
 36.93   	154.72   	181.06   	 320.45		148.81   	 707.02		
 40.89   	165.71   	182.34   	 315.36		151.64   	 686.67		
 45.17   	174.56   	183.60   	 305.19		154.38   	 666.32		
 49.44   	180.36   	184.82   	 295.01		157.05   	 640.89		
 52.80   	183.72   	186.00   	 279.75		159.61   	 620.55		
 54.93   	185.24   	187.12   	 269.58		162.09   	 590.03		
 56.46   	185.55   	188.20   	 254.32		164.46   	 569.68		
 57.98   	184.94   	189.22   	 239.06		166.73   	 539.16		
 59.20   	183.72   	190.17   	 218.72		168.89   	 508.65		
 59.51   	181.88   	191.05   	 198.37		170.93   	 483.21		
 58.59   	177.92   	191.84   	 178.03		172.86   	 457.78		
 56.76   	170.59   	192.55   	 157.68		174.69   	 427.26		
 54.02   	160.22   	193.18   	 132.25		176.40   	 401.83		
 51.27   	146.79   	193.71   	 106.82		178.01   	 371.31		
 47.00   	131.23   	194.14   	  81.38		179.49   	 340.79		
 41.20   	113.53   	194.47   	  61.04		180.85   	 315.36		
 33.26   	 94.30   	194.71   	  40.69		182.12   	 289.93		
 25.63   	 74.77   	194.87   	  10.17		183.27   	 259.41		
 18.92   	 57.07   	194.91(S)	 -20.35		184.31   	 233.98		
 12.82   	 41.81   	194.83   	 -55.95		185.25   	 208.54		
  7.32   	 28.38   	194.61   	 -86.47		186.08   	 178.03		
  1.83   	 15.56   	194.26   	-111.90		186.79   	 152.59		
 -2.75   	  1.83   	193.81   	-142.42		187.41   	 127.16		
 -5.49   	-11.60   	193.24   	-167.85		187.91   	  96.64		
 -6.41   	-23.80   	192.57   	-203.46		188.30   	  71.21		
 -6.71   	-33.57   	191.76   	-233.98		188.59   	  40.69		
 -7.63   	-41.20   	190.82   	-279.75		188.75   	  20.35		
 -8.85   	-47.30   	189.70   	-325.53		188.83(S)	 -15.26		
-10.68   	-51.88   	188.40   	-376.40		188.77   	 -40.69		
-12.82   	-54.93   	186.90   	-422.18		188.61   	 -71.21		
-14.65   	-57.07   	185.21   	-478.13		188.32   	-101.73		
-15.87   	-58.59   	183.30   	-539.16		187.91   	-137.33		
-16.48   	-59.20   	181.14   	-610.37		187.36   	-162.77		
-17.09   	-59.51   	178.70   	-676.50		186.71   	-203.46		
-18.62   	-59.81   	175.99   	-757.88		185.90   	-228.89		
-21.36   	-60.42   	172.96   	-834.18		184.98   	-269.58		
-24.41   	-61.95   	169.62   	-905.39		183.91   	-300.10		
-25.94   	-63.78   	166.00   	-991.86		182.71   	-340.79		
-25.02   	-65.00   	162.03   	-1073.24		181.34   	-366.22		
-22.58   	-65.00   	157.74   	-1159.71		179.88   	-401.83		
-20.45   	-64.09   	153.10   	-1241.09		178.27   	-427.26		
-19.84   	-63.48   	148.14   	-1307.22		176.56   	-457.78		
-20.75   	-63.78   	142.91   	-1358.08		174.73   	-473.04		
-21.97   	-64.70   	137.48   	-1398.77		172.84   	-498.47		
-22.89   	-65.92   	131.88   	-1424.21		170.84   	-508.65		
-23.80   	-66.83   	126.18   	-1449.64		168.81   	-523.90		
-25.02   	-65.31   	120.39   	-1459.81		166.71   	-528.99		
-26.25   	-60.42   	114.55   	-1459.81		164.60   	-534.08		
-27.16   	-50.35   	108.71   	-1459.81		162.46   	-534.08		
-29.30   	-34.48   	102.87   	-1439.47		160.32   	-528.99		
-34.48   	-12.82   	 97.11   	-1414.03		158.21   	-523.90		
-45.17   	 15.87   	 91.45   	-1383.51		156.11   	-513.73		
-59.20   	 54.02   	 85.92   	-1337.74		154.06   	-508.65		
-68.66   	102.54   	 80.57   	-1286.87		152.02   	-493.39		
-61.34   	162.05   	 75.42   	-1230.92		150.05   	-483.21		
-26.25   	227.97   	 70.50   	-1174.97		148.12   	-467.95		
 39.67   	290.53   	 65.80   	-1113.93		146.25   	-452.69		
129.09   	335.69   	 61.34   	-1047.81		144.43   	-437.43		
224.61   	347.90   	 57.15   	-981.68		142.69   	-422.18		
307.92   	306.70   	 53.22   	-920.65		141.00   	-406.92		
368.04   	196.23   	 49.54   	-854.52		139.37   	-386.57		
404.97   	 23.50   	 46.12   	-788.40		137.82   	-376.40		
421.75   	-164.49   	 42.97   	-717.19		136.32   	-361.14		
412.60   	-284.12   	 40.10   	-661.24		134.87   	-340.79		
364.69   	-257.87   	 37.46   	-590.03		133.51   	-330.62		
270.69   	-75.68   	 35.10   	-534.08		132.19   	-315.36		
142.21   	180.36   	 32.96   	-473.04		130.93   	-300.10		
 10.99   	375.98   	 31.07   	-417.09		129.72   	-289.93		
-87.89   	413.21   	 29.40   	-356.05		128.57   	-279.75		
-140.38   	296.63   	 27.98   	-300.10		127.45   	-264.50		
-157.78   	117.19   	 26.78   	-228.89		126.39   	-254.32		
-161.74   	-24.11   	 25.86   	-152.59		125.37   	-244.15		
-167.24   	-82.70   	 25.25   	 -76.30		124.39   	-233.98		
-173.34   	-83.62   	 24.94   	   5.09		123.46   	-223.80		
-171.20   	-78.13   	 24.96   	  81.38		122.56   	-218.72		
-155.64   	-92.47   	 25.29   	 147.51		121.69   	-203.46		
-129.09   	-115.66   	 25.88   	 213.63		120.87   	-198.37		
-99.79   	-123.90   	 26.73   	 274.67		120.08   	-188.20		
-74.46   	-109.25   	 27.83   	 345.88		119.33   	-178.03		
-56.15   	-82.70   	 29.22   	 417.09		118.62   	-172.94		
-45.17   	-61.65   	 30.88   	 483.21		117.92   	-167.85		
-39.67   	-54.93   	 32.82   	 554.42		117.25   	-162.77		
-37.54   	-58.29   	 35.04   	 625.63		116.60   	-152.59		
-36.93   	-61.95   	 37.54   	 681.58		115.99   	-147.51		
-36.93   	-60.12   	 40.26   	 737.54		115.40   	-142.42		
-37.23   	-52.80   	 43.21   	 783.31		114.83   	-142.42		
-37.23   	-43.33   	 46.35   	 824.00		114.26   	-132.25		
-35.40   	-35.10   	 49.64   	 854.52		113.73   	-132.25		
-31.13   	-28.38   	 53.06   	 885.04		113.20   	-127.16		
-25.33   	-21.97   	 56.60   	 900.30		112.70   	-127.16		
-20.45   	-15.26   	 60.20   	 920.65		112.19   	-116.99		
-18.31   	 -7.93   	 63.89   	 930.82		111.72   	-116.99		
-19.53   	  0.00   	 67.61   	 946.08		111.25   	-116.99		
-21.97   	  8.24   	 71.39   	 956.25		110.78   	-106.82		
-23.80   	 16.48   	 75.22   	 956.25		110.36   	-106.82		
-23.50   	 25.33   	 79.04   	 961.34		109.93   	-101.73		
-21.67   	 35.40   	 82.89   	 951.17		109.52   	 -91.56		
-18.92   	 47.30   	 86.69   	 925.73		109.16   	 -91.56		
-16.17   	 60.42   	 90.40   	 890.13		108.79   	 -81.38		
-13.43   	 74.16   	 93.96   	 834.18		108.46   	 -71.21		
-10.99   	 87.28   	 97.29   	 773.14		108.18   	 -61.04		
 -9.16   	100.10   	100.39   	 717.19		107.93   	 -50.86		
 -7.32   	112.92   	103.25   	 645.98		107.73   	 -35.61		
 -5.49   	126.65   	105.84   	 584.94		107.59   	 -20.35		
 -3.36   	142.21   	108.18   	 523.90		107.51   	  -5.09		
 -1.53   	160.22   	110.27   	 462.87		107.49   	  15.26		
  0.92   	181.58   	112.13   	 391.66		107.55   	  35.61		
  4.27   	205.69   	113.69   	 315.36		107.69   	  55.95		
  8.54   	231.02   	114.95   	 218.72		107.91   	  76.30		
 12.51   	255.43   	115.83   	 122.07		108.22   	 101.73		
 15.56   	278.32   	116.32   	  45.78		108.63   	 116.99		
 16.78   	300.60   	116.50   	  -5.09		109.09   	 137.33		
 18.01   	323.49   	116.48   	 -25.43		109.64   	 157.68		
 20.14   	346.68   	116.38   	 -25.43		110.27   	 183.11		
 24.11   	369.26   	116.28   	 -30.52		111.01   	 198.37		
 29.30   	389.10   	116.15   	 -50.86		111.80   	 218.72		
 34.79   	405.88   	115.95   	-101.73		112.68   	 239.06		
 39.37   	420.23   	115.54   	-152.59		113.63   	 254.32		
 42.11   	432.74   	114.93   	-213.63		114.65   	 264.50		
 42.72   	443.12   	114.08   	-259.41		115.71   	 264.50		
 42.11   	450.44   	113.04   	-284.84		116.76   	 269.58		
 42.42   	455.63   	111.90   	-300.10		117.84   	 264.50		
 43.95   	458.07   	110.70   	-315.36		118.90   	 264.50		
 46.08   	456.54   	109.44   	-335.71		119.96   	 254.32		
 47.30   	449.22   	108.10   	-361.14		120.98   	 244.15		
 47.00   	435.18   	106.65   	-381.48		121.95   	 233.98		
 45.47   	413.82   	105.13   	-401.83		122.89   	 223.80		
 45.17   	386.05   	103.52   	-412.00		123.78   	 208.54		
 45.78   	352.78   	101.87   	-422.18		124.62   	 193.29		
 45.47   	314.03   	100.18   	-447.61		125.39   	 172.94		
 42.42   	271.00   	 98.39   	-483.21		126.08   	 162.77		
 36.32   	225.83   	 96.46   	-534.08		126.73   	 137.33		
 28.99   	181.27   	 94.32   	-584.94		127.28   	 116.99		
 23.19   	140.69   	 91.98   	-630.72		127.75   	  91.56		
 19.23   	105.29   	 89.46   	-666.32		128.12   	  71.21		
 15.87   	 73.85   	 86.80   	-701.93		128.40   	  40.69		
 11.60   	 45.78   	 83.99   	-727.36		128.57   	  20.35		
  5.19   	 18.92   	 81.08   	-742.62		128.65   	  -5.09		
 -2.75   	 -6.41   	 78.11   	-757.88		128.63   	 -30.52		
-10.99   	-29.91   	 75.08   	-768.05		128.50   	 -55.95		
-17.70   	-50.05   	 72.00   	-768.05		128.28   	 -71.21		
-21.97   	-65.92   	 68.93   	-773.14		128.00   	 -96.64		
-23.19   	-77.21   	 65.84   	-783.31		127.61   	-111.90		
-21.97   	-85.14   	 62.71   	-793.49		127.16   	-132.25		
-20.75   	-90.64   	 59.53   	-829.09		126.63   	-137.33		
-21.36   	-96.13   	 56.22   	-879.96		126.08   	-152.59		
-24.72   	-101.93   	 52.70   	-940.99		125.47   	-157.68		
-28.99   	-108.03   	 48.93   	-981.68		124.84   	-157.68		
-31.43   	-113.22   	 45.00   	-981.68		124.21   	-157.68		
-31.13   	-116.88   	 41.08   	-930.82		123.58   	-157.68		
-28.99   	-119.02   	 37.35   	-844.35		122.95   	-147.51		
-27.16   	-119.63   	 33.98   	-757.88		122.36   	-147.51		
-26.86   	-119.02   	 30.95   	-676.50		121.77   	-137.33		
-27.47   	-117.19   	 28.24   	-600.20		121.22   	-137.33		
-27.16   	-114.44   	 25.84   	-503.56		120.67   	-132.25		
-26.25   	-111.69   	 23.82   	-376.40		120.14   	-127.16		
-25.63   	-110.47   	 22.32   	-223.80		119.63   	-122.07		
-26.55   	-110.78   	 21.42   	 -86.47		119.15   	-116.99		
-28.38   	-111.69   	 21.08   	   0.00		118.68   	-106.82		
-29.60   	-111.69   	 21.08   	  30.52		118.25   	-111.90		
-28.08   	-111.08   	 21.20   	  10.17		117.80   	-116.99		
-24.72   	-110.78   	 21.24   	 -35.61		117.33   	-106.82		
-22.28   	-112.30   	 21.10   	-116.99		116.91   	-106.82		
-23.19   	-116.88   	 20.63   	-279.75		116.48   	 -91.56		
-28.69   	-126.65   	 19.51   	-498.47		116.11   	 -86.47		
-35.71   	-144.96   	 17.52   	-732.45		115.77   	 -86.47		
-40.89   	-169.68   	 14.59   	-839.26		115.42   	 -81.38		
-40.28   	-190.12   	 11.23   	-747.71		115.10   	 -86.47		
-31.74   	-180.97   	  8.24   	-473.04		114.75   	 -86.47		
-12.51   	-108.03   	  6.35   	-116.99		114.40   	 -81.38		
 20.14   	 59.51   	  5.88(D)	 203.46		114.08   	 -71.21		
 67.75   	326.54   	  6.69   	 417.09		113.79   	 -66.12		
127.26   	655.21   	  8.36   	 503.56		113.53   	 -55.95		
190.43   	975.04   	 10.38   	 483.21		113.31   	 -50.86		
245.67   	1218.57   	 12.31   	 747.71		113.10   	-101.73		
276.18   	1387.63(R)	 15.30   	 254.32		112.70   	 -55.95		
241.09   	1350.40   	 16.32   	 178.03		112.47   	 -66.12		
180.97   	1261.29   	 17.03   	  61.04		112.21   	 -71.21		
109.86   	1118.77   	 17.27   	 -66.12		111.92   	 -86.47		
 41.50   	922.85   	 17.01   	-162.77		111.58   	-101.73		
-18.31   	692.14   	 16.36   	-152.59		111.17   	-116.99		
-71.41   	455.32   	 15.75(E)	  30.52		110.70   	-132.25		
-118.41   	236.51   	 15.87   	 345.88		110.17   	-142.42		
-156.56   	 49.74   	 17.25   	 747.71		109.60   	-152.59		
-180.66   	-96.74   	 20.24   	1119.02		108.99   	-152.59		
-188.60   	-195.31   	 24.72   	1393.69		108.38   	-142.42		
-182.50   	-242.61   	 30.29   	1531.02		107.81   	-137.33		
-167.85   	-250.85   	 36.42   	1531.02		107.26   	-122.07		
-149.84   	-246.89   	 42.54   	1393.69		106.77   	-101.73		
-129.09   	-249.63   	 48.12   	1119.02		106.37   	 -86.47		
-105.90   	-258.18   	 52.59   	 773.14		106.02   	 -76.30		
-80.87   	-259.09   	 55.69   	 452.69		105.72   	 -66.12		
-56.76   	-245.67   	 57.50   	 233.98		105.45   	 -66.12		
-36.93   	-224.61   	 58.43   	 152.59		105.19   	 -55.95		
-23.50   	-210.27   	 59.04   	 193.29		104.96   	 -55.95		
-17.09   	-209.05   	 59.82   	 305.19		104.74   	 -45.78		
-15.87   	-215.76   	 61.04   	 452.69		104.56   	 -35.61		
-16.17   	-219.73   	 62.85   	 595.11		104.41   	 -30.52		
-15.56   	-217.29   	 65.23   	 732.45		104.29   	 -20.35		
-14.65   	-211.49   	 68.16   	 849.44		104.21   	 -10.17		
-13.73   	-207.21   	 71.56   	 951.17		104.17   	   0.00		
-12.51   	-205.38   	 75.36   	1007.12		104.17   	   0.00		
-10.38   	-204.77   	 79.39   	1012.20		104.17   	   5.09		
 -6.10   	-203.86   	 83.44   	 986.77		104.19   	   0.00		
 -0.92   	-201.42   	 87.39   	 920.65		104.19   	   0.00		
  2.75   	-198.36   	 91.07   	 839.26		104.19   	  -5.09		
  3.36   	-196.53   	 94.42   	 737.54		104.17   	 -10.17		
  2.75   	-194.70   	 97.37   	 635.81		104.13   	  -5.09		
  3.66   	-192.57   	 99.92   	 549.34		104.11   	  -5.09		
  7.32   	-189.51   	102.12   	 483.21		104.09   	  -5.09		
 12.21   	-186.46   	104.05   	 447.61		104.07   	   0.00		
 14.95   	-184.94   	105.84   	 442.52		104.07   	   5.09		
 14.95   	-184.94   	107.61   	 442.52		104.09   	  20.35		
 12.51   	-185.85   	109.38   	 442.52		104.17   	  30.52		
 10.07   	-185.55   	111.15   	 452.69		104.29   	  50.86		
 10.07   	-182.50   	112.96   	 478.13		104.50   	  66.12		
 13.12   	-177.61   	114.87   	 518.82		104.76   	  86.47		
 19.53   	-173.03   	116.95   	 584.94		105.11   	 106.82		
 26.86   	-170.90   	119.29   	 640.89		105.53   	 127.16		
 32.96   	-171.51   	121.85   	 681.58		106.04   	 152.59		
 35.71   	-173.65   	124.58   	 671.41		106.65   	 167.85		
 35.40   	-174.26   	127.26   	 605.29		107.32   	 193.29		
 34.48   	-171.81   	129.68   	 452.69		108.10   	 213.63		
 36.01   	-166.32   	131.49   	 264.50		108.95   	 228.89		
 40.59   	-160.83   	132.55   	  55.95		109.87   	 249.24		
 47.61   	-156.86   	132.78   	-111.90		110.86   	 259.41		
 54.63   	-155.94   	132.33   	-208.54		111.90   	 269.58		
 60.42   	-155.94   	131.49   	-213.63		112.98   	 279.75		
 66.22   	-154.11   	130.64   	-147.51		114.10   	 279.75		
 72.02   	-148.32   	130.05   	 -25.43		115.22   	 274.67		
 76.90   	-139.77   	129.95   	 142.42		116.32   	 274.67		
 79.96   	-131.23   	130.52   	 335.71		117.42   	 254.32		
 79.96   	-125.73   	131.86   	 513.73		118.43   	 244.15		
 77.82   	-122.68   	133.92   	 620.55		119.41   	 223.80		
 76.29   	-119.93   	136.40   	 645.98		120.30   	 208.54		
 78.43   	-113.53   	138.98   	 595.11		121.14   	 188.20		
 83.62   	-102.84   	141.36   	 488.30		121.89   	 167.85		
 88.50   	-89.42   	143.32   	 350.97		122.56   	 152.59		
 89.42   	-75.99   	144.72   	 193.29		123.17   	 127.16		
 84.53   	-63.48   	145.49   	  50.86		123.68   	 106.82		
 76.29   	-52.19   	145.70   	-101.73		124.11   	  86.47		
 67.75   	-41.50   	145.29   	-239.06		124.46   	  66.12		
 62.26   	-32.04   	144.33   	-376.40		124.72   	  45.78		
 58.59   	-25.33   	142.83   	-493.39		124.90   	  20.35		
 54.32   	-21.97   	140.85   	-579.86		124.98   	   0.00		
 46.69   	-21.97   	138.53   	-640.89		124.98   	 -20.35		
 36.01   	-25.02   	135.97   	-671.41		124.90   	 -50.86		
 25.33   	-29.60   	133.29   	-676.50		124.70   	 -71.21		
 16.48   	-36.01   	130.58   	-666.32		124.41   	 -96.64		
 10.68   	-43.03   	127.91   	-651.07		124.03   	-122.07		
  7.02   	-50.05   	125.31   	-615.46		123.54   	-142.42		
  3.36   	-55.24   	122.85   	-579.86		122.97   	-167.85		
 -0.92   	-59.20   	120.53   	-534.08		122.30   	-188.20		
 -6.10   	-62.26   	118.39   	-473.04		121.55   	-203.46		
-11.90   	-66.83   	116.50   	-417.09		120.73   	-218.72		
-17.09   	-75.07   	114.83   	-366.22		119.86   	-239.06		
-22.28   	-86.67   	113.37   	-310.27		118.90   	-244.15		
-26.25   	-98.27   	112.13   	-269.58		117.92   	-249.24		
-28.69   	-104.98   	111.05   	-223.80		116.93   	-259.41		
-29.60   	-103.76   	110.15   	-188.20		115.89   	-264.50		
-29.30   	-96.13   	109.40   	-147.51		114.83   	-259.41		
-27.77   	-85.75   	108.81   	-122.07		113.79   	-264.50		
-25.94   	-76.60   	108.32   	 -91.56		112.74   	-259.41		
-24.72   	-68.97   	107.95   	 -71.21		111.70   	-254.32		
-24.11   	-61.04   	107.67   	 -61.04		110.68   	-254.32		
-24.11   	-50.66   	107.43   	 -45.78		109.66   	-249.24		
-23.50   	-37.54   	107.24   	 -40.69		108.67   	-244.15		
-21.97   	-24.11   	107.08   	 -30.52		107.69   	-233.98		
-18.92   	-14.34   	106.96   	 -35.61		106.75   	-233.98		
-14.65   	 -9.16   	106.82   	 -35.61		105.82   	-223.80		
-10.68   	 -7.93   	106.67   	 -45.78		104.92   	-218.72		
 -7.32   	 -6.71   	106.49   	 -50.86		104.05   	-213.63		
 -6.41   	 -3.66   	106.29   	 -71.21		103.19   	-208.54		
 -8.54   	  0.31   	106.00   	 -86.47		102.36   	-198.37		
-12.82   	  1.53   	105.66   	-101.73		101.57   	-193.29		
-15.87   	 -2.14   	105.25   	-116.99		100.79   	-188.20		
-15.26   	 -8.54   	104.78   	-142.42		100.04   	-183.11		
 -9.46   	-11.29   	104.21   	-157.68		 99.31   	-178.03		
  0.00   	 -4.88   	103.58   	-172.94		 98.60   	-167.85		
  9.77   	 10.07   	102.89   	-193.29		 97.92   	-157.68		
 17.40   	 26.25   	102.12   	-208.54		 97.29   	-157.68		
 20.75   	 35.40   	101.28   	-218.72		 96.66   	-147.51		
 18.62   	 30.82   	100.41   	-228.89		 96.07   	-147.51		
 10.38   	 13.43   	 99.49   	-233.98		 95.48   	-132.25		
 -3.36   	-13.73   	 98.56   	-228.89		 94.95   	-132.25		
-18.92   	-47.30   	 97.64   	-228.89		 94.42   	-127.16		
-32.04   	-84.23   	 96.72   	-218.72		 93.92   	-116.99		
-38.45   	-120.54   	 95.85   	-203.46		 93.45   	-116.99		
-38.15   	-150.76   	 95.04   	-188.20		 92.98   	-106.82		
-34.48   	-170.90   	 94.28   	-172.94		 92.55   	-106.82		
-32.35   	-180.36   	 93.59   	-152.59		 92.13   	 -96.64		
-33.57   	-181.88   	 92.98   	-132.25		 91.74   	 -91.56		
-35.71   	-180.36   	 92.45   	-116.99		 91.37   	 -91.56		
-36.01   	-179.14   	 91.98   	 -96.64		 91.01   	 -81.38		
-33.87   	-180.05   	 91.60   	 -81.38		 90.68   	 -81.38		
-31.43   	-183.41   	 91.27   	 -61.04		 90.36   	 -76.30		
-31.13   	-187.38   	 91.03   	 -55.95		 90.05   	 -71.21		
-33.87   	-190.73   	 90.80   	 -40.69		 89.77   	 -71.21		
-37.54   	-191.96   	 90.64   	 -35.61		 89.48   	 -66.12		
-39.67   	-191.04   	 90.50   	 -30.52		 89.22   	 -66.12		
-39.98   	-188.90   	 90.38   	 -25.43		 88.95   	 -61.04		
-39.67   	-187.99   	 90.27   	 -25.43		 88.71   	 -61.04		
-39.37   	-188.29   	 90.17   	 -30.52		 88.46   	 -55.95		
-38.45   	-188.29   	 90.05   	 -30.52		 88.24   	 -55.95		
-36.32   	-186.46   	 89.93   	 -40.69		 88.02   	 -50.86		
-34.18   	-181.88   	 89.77   	 -40.69		 87.81   	 -55.95		
-33.26   	-175.78   	 89.60   	 -50.86		 87.59   	 -50.86		
-34.48   	-170.59   	 89.40   	 -55.95		 87.39   	 -45.78		
-36.62   	-167.85   	 89.18   	 -61.04		 87.20   	 -45.78		
-37.84   	-168.15   	 88.93   	 -71.21		 87.02   	 -45.78		
-36.32   	-169.37   	 88.65   	 -71.21		 86.84   	 -45.78		
-34.18   	-170.29   	 88.36   	 -71.21		 86.65   	 -45.78		
-33.26   	-169.68   	 88.08   	 -76.30		 86.47   	 -40.69		
-34.18   	-166.93   	 87.77   	 -81.38		 86.31   	 -40.69		
-35.71   	-163.27   	 87.45   	 -76.30		 86.14   	 -35.61		
-35.71   	-159.30   	 87.14   	 -81.38		 86.00   	 -40.69		
-33.87   	-156.25   	 86.82   	 -71.21		 85.84   	 -35.61		
-32.65   	-155.64   	 86.53   	 -76.30		 85.70   	 -40.69		
-33.57   	-157.78   	 86.23   	 -71.21		 85.53   	 -30.52		
-36.32   	-159.91   	 85.94   	 -71.21		 85.41   	 -35.61		
-38.15   	-159.30   	 85.66   	 -71.21		 85.27   	 -35.61		
-37.84   	-155.03   	 85.37   	 -66.12		 85.13   	 -35.61		
-35.71   	-148.93   	 85.11   	 -71.21		 84.98   	 -30.52		
-33.57   	-144.04   	 84.82   	 -66.12		 84.86   	 -35.61		
-32.96   	-141.30   	 84.56   	 -71.21		 84.72   	 -35.61		
-32.65   	-140.38   	 84.27   	 -66.12		 84.58   	 -35.61		
-31.43   	-139.77   	 84.01   	 -66.12		 84.44   	 -40.69		
-28.69   	-138.24   	 83.74   	 -71.21		 84.27   	 -40.69		
-25.94   	-136.72   	 83.46   	 -61.04		 84.11   	 -40.69		
-25.02   	-136.11   	 83.21   	 -66.12		 83.95   	 -45.78		
-26.25   	-136.41   	 82.95   	 -66.12		 83.76   	 -45.78		
