  I     	  II     	  LVp     	  LVp'		  AO     	  AO'		
221.56   	208.74   	 58.51   	 -30.52		 60.69   	 -35.61		
379.03   	304.87   	 58.39   	 -25.43		 60.55   	 -30.52		
570.07   	434.88   	 58.29   	 -20.35		 60.43   	 -30.52		
770.26   	583.19   	 58.21   	 -30.52		 60.30   	 -40.69		
979.31   	700.99(R)	 58.09   	  -5.09		 60.14   	 -10.17		
906.07   	556.03   	 58.07   	  -5.09		 60.10   	  -5.09		
737.30   	287.17   	 58.05   	   5.09		 60.08   	  -5.09		
543.21   	-21.06   	 58.07   	   0.00		 60.06   	   0.00		
391.85   	-282.90   	 58.07   	   5.09		 60.06   	   0.00		
307.31   	-459.90   	 58.09   	  10.17		 60.06   	   0.00		
264.89   	-561.52   	 58.13   	   5.09		 60.06   	  -5.09		
222.17   	-612.49   	 58.15   	  10.17		 60.04   	   0.00		
152.28   	-621.03   	 58.19   	   5.09		 60.04   	  -5.09		
 57.68   	-578.61   	 58.21   	  10.17		 60.02   	  -5.09		
-40.89   	-491.94   	 58.25   	   5.09		 60.00   	 -10.17		
-124.82   	-393.07   	 58.27   	   5.09		 59.96   	 -15.26		
-186.77   	-318.30   	 58.29   	   0.00		 59.90   	 -20.35		
-230.41   	-279.85   	 58.29   	   0.00		 59.82   	 -20.35		
-260.01   	-264.28   	 58.29   	  -5.09		 59.74   	 -30.52		
-278.02   	-246.89   	 58.27   	  -5.09		 59.61   	 -25.43		
-285.95   	-215.45   	 58.25   	 -10.17		 59.51   	 -35.61		
-284.73   	-179.14   	 58.21   	 -15.26		 59.37   	 -40.69		
-275.27   	-154.72   	 58.15   	 -20.35		 59.21   	 -40.69		
-256.04   	-147.40   	 58.07   	 -15.26		 59.04   	 -40.69		
-227.05   	-148.32   	 58.01   	 -20.35		 58.88   	 -40.69		
-190.12   	-142.82   	 57.92   	 -15.26		 58.72   	 -45.78		
-151.98   	-123.29   	 57.86   	 -10.17		 58.53   	 -35.61		
-119.32   	-95.21   	 57.82   	   0.00		 58.39   	 -35.61		
-97.35   	-72.63   	 57.82   	   5.09		 58.25   	 -30.52		
-85.75   	-66.22   	 57.84   	  15.26		 58.13   	 -20.35		
-79.96   	-73.24   	 57.90   	  35.61		 58.05   	 -10.17		
-75.68   	-83.62   	 58.05   	  45.78		 58.01(D)	   5.09		
-71.41   	-87.59   	 58.23   	  71.21		 58.03   	  25.43		
-68.36   	-84.84   	 58.51   	  86.47		 58.13   	  40.69		
-66.83   	-79.65   	 58.86   	 106.82		 58.29   	  61.04		
-66.83   	-77.51   	 59.29   	 127.16		 58.53   	  91.56		
-66.53   	-77.82   	 59.80   	 152.59		 58.90   	 111.90		
-65.00   	-78.13   	 60.41   	 172.94		 59.35   	 142.42		
-63.17   	-77.51   	 61.10   	 188.20		 59.92   	 167.85		
-61.34   	-75.99   	 61.85   	 213.63		 60.59   	 193.29		
-60.12   	-74.46   	 62.71   	 233.98		 61.36   	 223.80		
-59.51   	-73.55   	 63.64   	 244.15		 62.26   	 239.06		
-59.20   	-73.55   	 64.62   	 259.41		 63.21   	 264.50		
-59.20   	-73.85   	 65.66   	 274.67		 64.27   	 279.75		
-59.20   	-74.46   	 66.75   	 289.93		 65.39   	 300.10		
-59.51   	-75.38   	 67.91   	 289.93		 66.59   	 310.27		
-59.51   	-75.68   	 69.07   	 305.19		 67.83   	 320.45		
-59.81   	-75.38   	 70.29   	 310.27		 69.11   	 330.62		
-59.81   	-74.46   	 71.54   	 320.45		 70.44   	 340.79		
-59.81   	-73.24   	 72.82   	 330.62		 71.80   	 350.97		
-59.81   	-72.02   	 74.14   	 335.71		 73.20   	 361.14		
-60.42   	-71.41   	 75.48   	 350.97		 74.65   	 371.31		
-62.26   	-72.02   	 76.89   	 361.14		 76.13   	 386.57		
-64.70   	-72.94   	 78.33   	 366.22		 77.68   	 391.66		
-66.83   	-73.55   	 79.80   	 376.40		 79.25   	 406.92		
-68.36   	-74.16   	 81.30   	 386.57		 80.87   	 417.09		
-67.75   	-73.85   	 82.85   	 391.66		 82.54   	 422.18		
-65.92   	-73.55   	 84.41   	 391.66		 84.23   	 432.35		
-63.17   	-72.94   	 85.98   	 396.74		 85.96   	 437.43		
-60.73   	-72.33   	 87.57   	 391.66		 87.71   	 447.61		
-60.12   	-71.72   	 89.13   	 396.74		 89.50   	 457.78		
-61.04   	-70.80   	 90.72   	 386.57		 91.33   	 467.95		
-61.95   	-69.58   	 92.27   	 381.48		 93.20   	 478.13		
-61.95   	-68.05   	 93.79   	 376.40		 95.12   	 488.30		
-60.73   	-66.22   	 95.30   	 371.31		 97.07   	 498.47		
-58.90   	-64.39   	 96.78   	 371.31		 99.06   	 513.73		
-57.98   	-63.17   	 98.27   	 381.48		101.12   	 523.90		
-57.68   	-61.04   	 99.80   	 386.57		103.21   	 528.99		
-56.76   	-57.98   	101.34   	 401.83		105.33   	 544.25		
-54.63   	-53.41   	102.95   	 417.09		107.51   	 539.16		
-52.80   	-49.13   	104.62   	 442.52		109.66   	 544.25		
-52.19   	-46.39   	106.39   	 467.95		111.84   	 534.08		
-53.71   	-45.47   	108.26   	 483.21		113.98   	 518.82		
-57.07   	-45.17   	110.19   	 508.65		116.05   	 503.56		
-59.81   	-43.03   	112.23   	 513.73		118.07   	 483.21		
-61.34   	-38.45   	114.28   	 528.99		120.00   	 452.69		
-61.04   	-31.74   	116.40   	 528.99		121.81   	 427.26		
-60.12   	-24.11   	118.51   	 528.99		123.52   	 391.66		
-58.90   	-17.09   	120.63   	 518.82		125.09   	 366.22		
-57.98   	-10.38   	122.71   	 498.47		126.55   	 330.62		
-56.76   	 -3.36   	124.70   	 483.21		127.87   	 305.19		
-54.93   	  4.27   	126.63   	 452.69		129.09   	 284.84		
-52.80   	 12.82   	128.44   	 432.35		130.23   	 259.41		
-50.96   	 22.28   	130.17   	 396.74		131.27   	 244.15		
-48.52   	 32.35   	131.76   	 366.22		132.25   	 228.89		
-45.47   	 42.11   	133.22   	 340.79		133.16   	 223.80		
-41.50   	 50.96   	134.59   	 305.19		134.06   	 218.72		
-36.62   	 59.51   	135.81   	 284.84		134.93   	 218.72		
-31.13   	 67.14   	136.95   	 254.32		135.81   	 223.80		
-26.25   	 73.85   	137.96   	 239.06		136.70   	 228.89		
-21.97   	 79.04   	138.92   	 213.63		137.62   	 228.89		
-17.70   	 83.31   	139.78   	 193.29		138.53   	 239.06		
-12.21   	 86.98   	140.55   	 183.11		139.49   	 239.06		
 -5.19   	 90.64   	141.28   	 167.85		140.45   	 244.15		
  2.75   	 93.38   	141.95   	 152.59		141.42   	 249.24		
  9.16   	 94.30   	142.56   	 147.51		142.42   	 249.24		
 12.51   	 91.86   	143.15   	 142.42		143.42   	 249.24		
 13.73   	 86.98   	143.72   	 137.33		144.41   	 244.15		
 14.65   	 81.48   	144.27   	 142.42		145.39   	 244.15		
 16.78   	 77.21   	144.84   	 147.51		146.37   	 233.98		
 19.84   	 74.77   	145.43   	 147.51		147.30   	 228.89		
 21.67   	 72.33   	146.02   	 142.42		148.22   	 223.80		
 21.06   	 68.36   	146.59   	 142.42		149.11   	 203.46		
 18.62   	 61.34   	147.16   	 137.33		149.93   	 198.37		
 16.17   	 52.49   	147.71   	 127.16		150.72   	 178.03		
 14.34   	 42.72   	148.22   	 116.99		151.43   	 167.85		
 12.21   	 33.26   	148.69   	 101.73		152.11   	 152.59		
  9.16   	 24.41   	149.09   	  81.38		152.72   	 137.33		
  5.19   	 16.78   	149.42   	  71.21		153.26   	 116.99		
  1.22   	 10.38   	149.70   	  45.78		153.73   	 106.82		
 -1.83   	  5.19   	149.89   	  30.52		154.16   	  81.38		
 -4.27   	  1.22   	150.01   	  10.17		154.49   	  61.04		
 -6.41   	 -3.36   	150.05   	  -5.09		154.73   	  40.69		
 -8.85   	 -8.54   	150.03   	 -25.43		154.89   	  20.35		
-10.99   	-14.04   	149.93   	 -40.69		154.97   	  -5.09		
-11.90   	-18.92   	149.77   	 -55.95		154.95   	 -30.52		
-11.29   	-21.36   	149.54   	 -66.12		154.83   	 -45.78		
-10.07   	-21.67   	149.28   	 -71.21		154.65   	 -71.21		
 -8.54   	-21.36   	148.99   	 -76.30		154.36   	 -86.47		
 -8.24   	-22.89   	148.69   	 -76.30		154.02   	-106.82		
-10.07   	-26.86   	148.38   	 -86.47		153.59   	-116.99		
-12.82   	-31.74   	148.04   	 -96.64		153.12   	-132.25		
-15.56   	-34.48   	147.65   	-101.73		152.59   	-147.51		
-16.78   	-34.18   	147.24   	-116.99		152.00   	-162.77		
-16.78   	-32.96   	146.77   	-137.33		151.35   	-188.20		
-17.09   	-33.26   	146.23   	-162.77		150.60   	-203.46		
-18.62   	-36.01   	145.57   	-183.11		149.79   	-233.98		
-20.45   	-39.67   	144.84   	-213.63		148.85   	-254.32		
-21.36   	-41.50   	143.99   	-244.15		147.83   	-284.84		
-20.14   	-39.98   	143.01   	-274.67		146.69   	-310.27		
-18.31   	-36.62   	141.91   	-315.36		145.45   	-340.79		
-17.70   	-33.57   	140.65   	-350.97		144.09   	-366.22		
-18.62   	-32.35   	139.25   	-381.48		142.62   	-391.66		
-21.06   	-32.96   	137.72   	-412.00		141.06   	-412.00		
-23.19   	-34.18   	136.07   	-427.26		139.41   	-427.26		
-24.41   	-35.40   	134.36   	-447.61		137.70   	-442.52		
-24.72   	-36.32   	132.57   	-457.78		135.93   	-452.69		
-25.02   	-37.23   	130.74   	-457.78		134.12   	-462.87		
-26.86   	-38.45   	128.91   	-457.78		132.27   	-467.95		
-29.60   	-39.98   	127.08   	-447.61		130.40   	-467.95		
-32.35   	-41.20   	125.29   	-442.52		128.52   	-467.95		
-33.57   	-40.89   	123.52   	-417.09		126.65   	-462.87		
-32.65   	-39.37   	121.85   	-401.83		124.80   	-457.78		
-30.21   	-37.23   	120.24   	-371.31		122.97   	-437.43		
-28.38   	-36.32   	118.76   	-340.79		121.22   	-427.26		
-28.99   	-37.23   	117.40   	-300.10		119.51   	-401.83		
-31.43   	-39.37   	116.19   	-264.50		117.90   	-371.31		
-33.87   	-41.50   	115.14   	-218.72		116.42   	-345.88		
-35.10   	-41.81   	114.26   	-183.11		115.04   	-315.36		
-34.79   	-41.20   	113.53   	-152.59		113.77   	-279.75		
-34.18   	-40.28   	112.92   	-122.07		112.65   	-254.32		
-33.87   	-39.06   	112.43   	-101.73		111.64   	-223.80		
-33.57   	-38.45   	112.02   	 -86.47		110.74   	-203.46		
-33.26   	-37.54   	111.68   	 -86.47		109.93   	-183.11		
-32.35   	-37.84   	111.33   	 -86.47		109.20   	-172.94		
-32.04   	-39.37   	110.99   	 -96.64		108.50   	-162.77		
-32.65   	-41.81   	110.60   	-111.90		107.85   	-162.77		
-33.26   	-42.72   	110.15   	-122.07		107.20   	-167.85		
-32.04   	-41.20   	109.66   	-137.33		106.53   	-167.85		
-29.30   	-37.54   	109.11   	-152.59		105.86   	-172.94		
-26.25   	-33.87   	108.50   	-167.85		105.17   	-183.11		
-24.72   	-32.04   	107.83   	-188.20		104.43   	-183.11		
-25.63   	-31.74   	107.08   	-193.29		103.70   	-193.29		
-27.77   	-32.35   	106.31   	-213.63		102.93   	-198.37		
-28.99   	-32.35   	105.45   	-218.72		102.14   	-198.37		
-29.30   	-32.65   	104.58   	-223.80		101.34   	-203.46		
-29.30   	-35.10   	103.68   	-233.98		100.53   	-198.37		
-29.60   	-39.37   	102.75   	-228.89		 99.74   	-193.29		
-30.52   	-43.95   	101.83   	-233.98		 98.96   	-188.20		
-31.74   	-46.39   	100.89   	-223.80		 98.21   	-178.03		
-32.04   	-46.39   	100.00   	-218.72		 97.50   	-162.77		
-32.04   	-44.56   	 99.12   	-208.54		 96.85   	-147.51		
-31.13   	-43.33   	 98.29   	-198.37		 96.26   	-137.33		
-30.21   	-43.03   	 97.50   	-183.11		 95.71   	-116.99		
-28.69   	-42.72   	 96.76   	-172.94		 95.24   	-106.82		
-27.16   	-42.42   	 96.07   	-157.68		 94.81   	 -91.56		
-27.16   	-41.81   	 95.44   	-147.51		 94.45   	 -71.21		
-28.08   	-40.59   	 94.85   	-137.33		 94.16   	 -66.12		
-29.30   	-39.06   	 94.30   	-127.16		 93.90   	 -55.95		
-30.21   	-37.54   	 93.79   	-116.99		 93.67   	 -40.69		
-30.21   	-36.01   	 93.33   	-111.90		 93.51   	 -40.69		
-30.52   	-35.10   	 92.88   	  N/A		 93.35   	  N/A		
