  I     	  II     	  AO     	  AO'		  CH2     	  CH2'		
 45.17   	 71.41   	108.99   	 -55.95		 -5.17   	   0.00		
 44.56   	 72.94   	108.77   	-111.90		 -5.17   	  -5.09		
 43.95   	 79.96   	108.32   	-147.51		 -5.19   	   0.00		
 43.64   	 70.50   	107.73   	-167.85		 -5.19   	   0.00		
 43.03   	 65.61   	107.06   	-162.77		 -5.19   	  -5.09		
 45.47   	 61.04   	106.41   	-152.59		 -5.21   	   0.00		
 41.81   	 54.02   	105.80   	-116.99		 -5.21   	   0.00		
 44.56   	 64.09   	105.33   	 -91.56		 -5.21   	   0.00		
 51.27   	 72.02   	104.96   	 -55.95		 -5.21   	  -5.09		
 45.17   	 63.48   	104.74   	 -35.61		 -5.23   	   0.00		
 44.25   	 58.59   	104.60   	 -20.35		 -5.23   	   0.00		
 43.03   	 46.69   	104.52   	 -25.43		 -5.23   	   0.00		
 36.62   	 36.32   	104.41   	 -35.61		 -5.23   	   0.00		
 39.67   	 45.78   	104.27   	 -55.95		 -5.23   	   0.00		
 38.76   	 46.08   	104.05   	 -86.47		 -5.23   	   0.00		
 33.87   	 47.61   	103.70   	-116.99		 -5.23   	   0.00		
 37.23   	 48.52   	103.23   	-137.33		 -5.23   	   0.00		
 28.99   	 40.28   	102.69   	-152.59		 -5.23   	   0.00		
 32.65   	 47.30   	102.07   	-167.85		 -5.23   	   0.00		
 39.37   	 44.86   	101.40   	-167.85		 -5.23   	   0.00		
 38.76   	 50.96   	100.73   	-162.77		 -5.23   	   0.00		
 46.39   	 61.95   	100.08   	-147.51		 -5.23   	   0.00		
 53.71   	 77.82   	 99.49   	-137.33		 -5.23   	   0.00		
 61.95   	101.32   	 98.94   	-116.99		 -5.23   	  -5.09		
 70.80   	129.70   	 98.47   	-111.90		 -5.25   	   0.00		
 77.51   	157.78   	 98.03   	 -96.64		 -5.25   	   0.00		
 86.67   	167.24   	 97.64   	 -96.64		 -5.25   	   0.00		
 85.75   	173.03   	 97.25   	 -91.56		 -5.25   	   0.00		
 86.67   	177.92   	 96.89   	 -96.64		 -5.25   	   0.00		
 95.21   	181.58   	 96.50   	-106.82		 -5.25   	   0.00		
 97.96   	191.96   	 96.07   	-106.82		 -5.25   	   0.00		
 97.05   	194.70   	 95.65   	-116.99		 -5.25   	  -5.09		
 94.91   	187.07   	 95.18   	-116.99		 -5.27   	   0.00		
 88.81   	155.33   	 94.71   	-122.07		 -5.27   	   0.00		
 67.75   	110.17   	 94.22   	-116.99		 -5.27   	   0.00		
 54.93   	 81.18   	 93.75   	-116.99		 -5.27   	   5.09		
 45.78   	 53.71   	 93.29   	-101.73		 -5.25   	   0.00		
 33.57   	 34.79   	 92.88   	-101.73		 -5.25   	   0.00		
 31.74   	 39.06   	 92.47   	 -86.47		 -5.25   	   0.00		
 28.69   	 30.82   	 92.13   	 -86.47		 -5.25   	   0.00		
 24.72   	  4.27   	 91.78   	 -76.30		 -5.25   	   0.00		
 22.28   	-11.60   	 91.47   	 -71.21		 -5.25   	   0.00		
 26.55   	-27.47   	 91.19   	 -76.30		 -5.25   	   5.09		
 29.91   	-46.08   	 90.88   	 -76.30		 -5.23   	   0.00		
 25.33   	-55.24   	 90.58   	 -81.38		 -5.23   	   0.00		
 26.25   	-60.12   	 90.25   	 -81.38		 -5.23   	   5.09		
 29.91   	-70.19   	 89.93   	 -91.56		 -5.21   	   0.00		
 36.32   	-76.29   	 89.56   	 -91.56		 -5.21   	   0.00		
 42.72   	-67.14   	 89.20   	 -91.56		 -5.21   	   5.09		
 44.86   	-60.73   	 88.83   	 -91.56		 -5.19   	   0.00		
 39.37   	-56.15   	 88.46   	 -86.47		 -5.19   	   5.09		
 34.18   	-41.20   	 88.12   	 -86.47		 -5.17   	   0.00		
 37.23   	-30.52   	 87.77   	 -86.47		 -5.17   	   0.00		
 43.95   	-28.99   	 87.43   	 -81.38		 -5.17   	   0.00		
 48.83   	-31.13   	 87.10   	 -76.30		 -5.17   	   0.00		
 53.10   	-41.20   	 86.80   	 -76.30		 -5.17   	   0.00		
 54.32   	-46.69   	 86.49   	 -76.30		 -5.17   	   0.00		
 52.49   	-42.72   	 86.18   	 -76.30		 -5.17   	   0.00		
 47.30   	-38.76   	 85.88   	 -71.21		 -5.17   	   0.00		
 43.03   	-32.96   	 85.59   	 -76.30		 -5.17   	   0.00		
 35.40   	-33.57   	 85.29   	 -71.21		 -5.17   	  -5.09		
 25.94   	-44.25   	 85.00   	 -76.30		 -5.19   	   0.00		
 21.06   	-43.03   	 84.70   	 -76.30		 -5.19   	   0.00		
 21.06   	-42.42   	 84.39   	 -76.30		 -5.19   	   0.00		
 22.58   	-39.98   	 84.09   	 -71.21		 -5.19   	  -5.09		
 21.97   	-27.77   	 83.80   	 -71.21		 -5.21   	   0.00		
 20.14   	-21.36   	 83.52   	 -71.21		 -5.21   	   0.00		
 15.87   	-17.09   	 83.23   	 -61.04		 -5.21   	  -5.09		
 13.43   	-15.26   	 82.99   	 -61.04		 -5.23   	   0.00		
 11.29   	-16.17   	 82.75   	 -55.95		 -5.23   	   0.00		
 17.40   	 -9.16   	 82.52   	 -50.86		 -5.23   	   0.00		
 18.62   	 -9.46   	 82.32   	 -45.78		 -5.23   	   0.00		
 17.09   	 -6.71   	 82.14   	 -50.86		 -5.23   	  -5.09		
 19.53   	 -2.44   	 81.93   	 -50.86		 -5.25   	   5.09		
 18.62   	 -6.10   	 81.73   	 -55.95		 -5.23   	   0.00		
 18.31   	  0.92   	 81.51   	 -61.04		 -5.23   	   0.00		
 21.06   	 13.12   	 81.26   	 -61.04		 -5.23   	   0.00		
 17.70   	 24.41   	 81.02   	 -71.21		 -5.23   	   0.00		
 22.89   	 72.63   	 80.73   	 -71.21		 -5.23   	   0.00		
 39.06   	137.63   	 80.45   	 -76.30		 -5.23   	   0.00		
 43.03   	253.60   	 80.14   	 -71.21		 -5.23   	   0.00		
 62.87   	433.65   	 79.86   	 -71.21		 -5.23   	   5.09		
101.01   	621.03   	 79.57   	 -66.12		 -5.21   	   0.00		
129.09   	850.52   	 79.31   	 -61.04		 -5.21   	   0.00		
183.72   	1080.63   	 79.06   	 -50.86		 -5.21   	   0.00		
264.89   	1224.67   	 78.86   	 -50.86		 -5.21   	   0.00		
336.91   	1282.65(R)	 78.66   	 -40.69		 -5.21   	   0.00		
368.65   	1141.05   	 78.49   	 -45.78		 -5.21   	   0.00		
299.07   	801.39   	 78.31   	 -40.69		 -5.21   	   0.00		
191.35   	379.03   	 78.15   	 -40.69		 -5.21   	   5.09		
 71.11   	 67.44   	 77.99   	 -50.86		 -5.19   	   0.00		
 15.26   	-149.23   	 77.78   	 -50.86		 -5.19   	   0.00		
 66.83   	-155.33   	 77.58   	 -55.95		 -5.19   	   0.00		
141.91   	-70.80   	 77.35   	 -61.04		 -5.19   	   0.00		
169.37   	-104.68   	 77.11   	 -66.12		 -5.19   	   0.00		
134.28   	-101.32   	 76.85   	 -61.04		 -5.19   	   0.00		
 76.60   	-116.58   	 76.60   	 -66.12		 -5.19   	   0.00		
 30.82   	-123.29   	 76.34   	 -66.12		 -5.19   	   5.09		
 -0.61   	-68.66   	 76.07   	 -61.04		 -5.17   	   0.00		
 -6.10   	-33.87   	 75.83   	 -50.86		 -5.17   	   0.00		
  4.88   	-25.63   	 75.63   	 -50.86		 -5.17   	  -5.09		
  2.44   	-44.86   	 75.42   	 -40.69		 -5.19   	   0.00		
  3.05   	-45.78   	 75.26   	 -35.61		 -5.19   	   0.00		
  5.49   	-40.89   	 75.12   	 -30.52		 -5.19   	   0.00		
  2.75   	-30.52   	 74.99   	 -25.43		 -5.19   	   0.00		
  0.00   	-27.47   	 74.89   	 -15.26		 -5.19   	   0.00		
 -4.27   	-24.41   	 74.83   	 -10.17		 -5.19   	   0.00		
 -2.44   	-28.08   	 74.79(D)	   0.00		 -5.19   	   0.00		
  3.05   	-29.60   	 74.79   	  20.35		 -5.19   	   0.00		
 -2.44   	-29.60   	 74.87   	  45.78		 -5.19   	  -5.09		
 -1.83   	-26.25   	 75.06   	  76.30		 -5.21   	   0.00		
  1.53   	-20.14   	 75.36   	 116.99		 -5.21   	   0.00		
 -1.53   	-21.97   	 75.83   	 162.77		 -5.21   	   0.00		
 -4.58   	-20.14   	 76.48   	 198.37		 -5.21   	   0.00		
 -6.41   	-19.23   	 77.27   	 244.15		 -5.21   	   0.00		
 -3.36   	-24.11   	 78.25   	 274.67		 -5.21   	   0.00		
 -0.61   	-22.58   	 79.35   	 300.10		 -5.21   	   0.00		
 -4.88   	-26.86   	 80.55   	 315.36		 -5.21   	   0.00		
 -5.80   	-32.35   	 81.81   	 330.62		 -5.21   	   0.00		
 -5.80   	-36.62   	 83.13   	 335.71		 -5.21   	   0.00		
 -4.88   	-44.56   	 84.48   	 335.71		 -5.21   	   0.00		
 -4.27   	-41.81   	 85.82   	 335.71		 -5.21   	   0.00		
 -3.36   	-40.59   	 87.16   	 330.62		 -5.21   	   5.09		
 -1.22   	-39.67   	 88.48   	 325.53		 -5.19   	   0.00		
 -2.44   	-35.40   	 89.79   	 315.36		 -5.19   	   0.00		
 -2.75   	-34.79   	 91.05   	 315.36		 -5.19   	   0.00		
 -2.14   	-33.57   	 92.31   	 305.19		 -5.19   	   0.00		
 -6.10   	-32.96   	 93.53   	 310.27		 -5.19   	   0.00		
 -9.16   	-33.26   	 94.77   	 310.27		 -5.19   	   5.09		
 -4.58   	-32.35   	 96.01   	 310.27		 -5.17   	   0.00		
 -7.63   	-33.57   	 97.25   	 315.36		 -5.17   	   0.00		
 -9.77   	-34.18   	 98.51   	 310.27		 -5.17   	   0.00		
-10.68   	-36.01   	 99.76   	 305.19		 -5.17   	   0.00		
-11.60   	-38.76   	100.98   	 300.10		 -5.17   	   5.09		
-11.90   	-39.98   	102.18   	 284.84		 -5.15   	   0.00		
-11.60   	-38.15   	103.32   	 264.50		 -5.15   	   0.00		
-13.73   	-36.32   	104.37   	 249.24		 -5.15   	   5.09		
-14.34   	-40.89   	105.37   	 228.89		 -5.13   	   0.00		
-14.95   	-41.81   	106.29   	 223.80		 -5.13   	   0.00		
-18.01   	-45.78   	107.18   	 223.80		 -5.13   	   0.00		
-17.09   	-52.49   	108.08   	 223.80		 -5.13   	   0.00		
-22.89   	-55.54   	108.97   	 228.89		 -5.13   	   0.00		
-27.16   	-57.07   	109.89   	 233.98		 -5.13   	   0.00		
-27.77   	-65.61   	110.82   	 233.98		 -5.13   	   0.00		
-30.21   	-72.02   	111.76   	 228.89		 -5.13   	   5.09		
-28.99   	-73.55   	112.68   	 213.63		 -5.11   	  -5.09		
-34.79   	-80.57   	113.53   	 208.54		 -5.13   	   0.00		
-37.54   	-82.70   	114.36   	 198.37		 -5.13   	   0.00		
-40.89   	-83.01   	115.16   	 193.29		 -5.13   	   0.00		
-49.44   	-84.84   	115.93   	 203.46		 -5.13   	   0.00		
-51.27   	-84.53   	116.74   	 218.72		 -5.13   	   0.00		
-55.54   	-89.72   	117.62   	 239.06		 -5.13   	   0.00		
-62.87   	-91.55   	118.58   	 269.58		 -5.13   	   0.00		
-62.56   	-93.38   	119.65   	 295.01		 -5.13   	   0.00		
-65.31   	-94.60   	120.83   	 315.36		 -5.13   	   0.00		
-65.00   	-85.75   	122.10   	 325.53		 -5.13   	   0.00		
-61.04   	-75.38   	123.40   	 310.27		 -5.13   	   0.00		
-59.51   	-66.53   	124.64   	 279.75		 -5.13   	   0.00		
-55.54   	-56.46   	125.76   	 244.15		 -5.13   	   0.00		
-54.63   	-46.39   	126.73   	 188.20		 -5.13   	   0.00		
-55.24   	-34.79   	127.49   	 142.42		 -5.13   	  -5.09		
-48.22   	-17.09   	128.06   	  91.56		 -5.15   	   0.00		
-46.39   	  0.31   	128.42   	  50.86		 -5.15   	   0.00		
-39.06   	 17.70   	128.63   	  30.52		 -5.15   	   0.00		
-26.55   	 32.04   	128.75   	  10.17		 -5.15   	  -5.09		
-20.45   	 43.64   	128.79   	  15.26		 -5.17   	   0.00		
-14.04   	 55.54   	128.85   	  20.35		 -5.17   	  -5.09		
 -3.36   	 66.83   	128.93   	  35.61		 -5.19   	   0.00		
  3.05   	 74.16   	129.07   	  50.86		 -5.19   	   0.00		
  8.24   	 84.53   	129.28   	  61.04		 -5.19   	  -5.09		
 16.78   	 91.25   	129.52   	  61.04		 -5.21   	   0.00		
 20.75   	 96.13   	129.77   	  50.86		 -5.21   	   0.00		
 23.50   	106.20   	129.97   	  20.35		 -5.21   	   0.00		
 25.33   	110.17   	130.05(S)	 -15.26		 -5.21   	   0.00		
 26.55   	114.14   	129.99   	 -61.04		 -5.21   	   0.00		
 32.35   	117.80   	129.75   	-116.99		 -5.21   	   0.00		
 33.87   	118.71   	129.28   	-167.85		 -5.21   	   0.00		
 35.10   	120.54   	128.61   	-223.80		 -5.21   	   0.00		
 38.76   	119.63   	127.71   	-264.50		 -5.21   	   0.00		
 35.10   	121.77   	126.65   	-310.27		 -5.21   	   5.09		
 37.23   	120.24   	125.41   	-340.79		 -5.19   	   0.00		
 41.20   	119.93   	124.05   	-376.40		 -5.19   	   5.09		
 39.98   	115.36   	122.54   	-396.74		 -5.17   	   0.00		
 38.76   	105.59   	120.96   	-422.18		 -5.17   	   0.00		
 37.23   	107.12   	119.27   	-437.43		 -5.17   	   5.09		
 35.71   	105.29   	117.52   	-432.35		 -5.15   	   0.00		
 34.79   	113.53   	115.79   	-412.00		 -5.15   	   5.09		
 35.71   	129.09   	114.14   	-371.31		 -5.13   	   0.00		
 39.67   	129.39   	112.65   	-315.36		 -5.13   	   0.00		
 38.76   	128.78   	111.39   	-239.06		 -5.13   	   5.09		
 37.84   	130.62   	110.44   	-162.77		 -5.11   	   0.00		
 40.28   	133.06   	109.79   	 -86.47		 -5.11   	   0.00		
 40.59   	133.97   	109.44   	 -15.26		 -5.11   	   0.00		
 43.95   	139.16   	109.38   	  30.52		 -5.11   	   0.00		
 43.33   	140.69   	109.50   	  55.95		 -5.11   	   0.00		
 44.86   	137.63   	109.72   	  50.86		 -5.11   	  -5.09		
 44.86   	139.77   	109.93   	  30.52		 -5.13   	   0.00		
 46.39   	143.74   	110.05   	  -5.09		 -5.13   	   0.00		
 46.39   	141.30   	110.03   	 -55.95		 -5.13   	   0.00		
 47.91   	141.60   	109.81   	-101.73		 -5.13   	  -5.09		
 49.13   	141.91   	109.40   	-137.33		 -5.15   	   0.00		
 43.33   	139.47   	108.85   	-172.94		 -5.15   	   0.00		
 50.35   	142.52   	108.16   	-183.11		 -5.15   	  -5.09		
 47.91   	141.91   	107.43   	-178.03		 -5.17   	   0.00		
 42.72   	140.69   	106.71   	-167.85		 -5.17   	   0.00		
 45.47   	141.91   	106.04   	-137.33		 -5.17   	   0.00		
 41.20   	140.69   	105.49   	-101.73		 -5.17   	  -5.09		
 43.64   	139.47   	105.09   	 -71.21		 -5.19   	   0.00		
 43.64   	138.85   	104.80   	 -45.78		 -5.19   	   5.09		
 46.69   	133.36   	104.62   	 -20.35		 -5.17   	   0.00		
 46.69   	129.09   	104.54   	 -10.17		 -5.17   	   0.00		
 43.95   	127.87   	104.50   	 -15.26		 -5.17   	   0.00		
 47.61   	125.12   	104.43   	 -20.35		 -5.17   	   0.00		
 46.69   	125.12   	104.35   	 -40.69		 -5.17   	   5.09		
 46.69   	125.43   	104.19   	 -66.12		 -5.15   	   0.00		
 45.17   	123.29   	103.93   	 -91.56		 -5.15   	   0.00		
 44.56   	122.38   	103.56   	-116.99		 -5.15   	   0.00		
 39.37   	119.93   	103.09   	-137.33		 -5.15   	   5.09		
 39.06   	120.24   	102.54   	-147.51		 -5.13   	   0.00		
 41.81   	122.38   	101.95   	-152.59		 -5.13   	   0.00		
 44.25   	125.73   	101.34   	-147.51		 -5.13   	   5.09		
 50.35   	130.00   	100.75   	-147.51		 -5.11   	   0.00		
 50.35   	133.97   	100.16   	-132.25		 -5.11   	   0.00		
 53.10   	139.47   	 99.63   	-127.16		 -5.11   	  -5.09		
 54.93   	147.40   	 99.12   	-111.90		 -5.13   	   0.00		
 57.68   	166.63   	 98.68   	-106.82		 -5.13   	   0.00		
 69.27   	195.01   	 98.25   	 -96.64		 -5.13   	   0.00		
 79.96   	223.39   	 97.86   	-101.73		 -5.13   	   0.00		
 90.33   	254.52   	 97.46   	 -96.64		 -5.13   	   0.00		
 98.27   	270.39   	 97.07   	-101.73		 -5.13   	   0.00		
101.32   	277.10   	 96.66   	-106.82		 -5.13   	  -5.09		
106.51   	286.25   	 96.24   	-111.90		 -5.15   	   0.00		
105.59   	289.92   	 95.79   	-116.99		 -5.15   	   0.00		
107.73   	293.88   	 95.32   	-116.99		 -5.15   	   0.00		
108.95   	293.58   	 94.85   	-116.99		 -5.15   	   0.00		
100.10   	275.27   	 94.38   	-116.99		 -5.15   	   0.00		
 93.08   	241.09   	 93.92   	-111.90		 -5.15   	   0.00		
 78.74   	194.09   	 93.47   	-106.82		 -5.15   	   0.00		
 65.00   	158.39   	 93.04   	-101.73		 -5.15   	   0.00		
 52.19   	130.92   	 92.63   	 -96.64		 -5.15   	   0.00		
 46.69   	118.10   	 92.25   	 -91.56		 -5.15   	   0.00		
 46.69   	122.68   	 91.88   	 -91.56		 -5.15   	   5.09		
 43.03   	114.75   	 91.52   	 -86.47		 -5.13   	   0.00		
 39.06   	 97.05   	 91.17   	 -86.47		 -5.13   	   0.00		
 34.79   	 75.68   	 90.82   	 -86.47		 -5.13   	   0.00		
 34.48   	 57.98   	 90.48   	 -86.47		 -5.13   	   5.09		
 34.79   	 45.17   	 90.13   	 -91.56		 -5.11   	   0.00		
 38.15   	 36.93   	 89.77   	 -86.47		 -5.11   	   0.00		
 44.86   	 38.76   	 89.42   	 -86.47		 -5.11   	   5.09		
 46.08   	 35.40   	 89.07   	 -86.47		 -5.09   	   0.00		
 47.61   	 34.18   	 88.73   	 -86.47		 -5.09   	   0.00		
 52.49   	 45.17   	 88.38   	 -76.30		 -5.09   	   0.00		
 50.96   	 44.56   	 88.08   	 -76.30		 -5.09   	   0.00		
 47.91   	 51.88   	 87.77   	 -76.30		 -5.09   	   0.00		
 49.44   	 56.15   	 87.47   	 -66.12		 -5.09   	   0.00		
 51.57   	 55.85   	 87.20   	 -66.12		 -5.09   	   0.00		
 54.02   	 61.04   	 86.94   	 -66.12		 -5.09   	   0.00		
 60.12   	 56.46   	 86.67   	 -66.12		 -5.09   	  -5.09		
 67.75   	 49.74   	 86.41   	 -61.04		 -5.11   	   0.00		
 68.66   	 48.52   	 86.16   	 -66.12		 -5.11   	   0.00		
 66.83   	 49.44   	 85.90   	 -66.12		 -5.11   	   0.00		
 59.51   	 53.41   	 85.64   	 -66.12		 -5.11   	   0.00		
 52.49   	 62.26   	 85.37   	 -66.12		 -5.11   	  -5.09		
 42.11   	 63.48   	 85.11   	 -71.21		 -5.13   	   0.00		
 32.65   	 57.68   	 84.82   	 -71.21		 -5.13   	   0.00		
 34.48   	 57.07   	 84.54   	 -66.12		 -5.13   	  -5.09		
 31.13   	 56.15   	 84.27   	 -66.12		 -5.15   	   0.00		
 25.63   	 63.17   	 84.01   	 -66.12		 -5.15   	   0.00		
 26.25   	 74.77   	 83.74   	 -66.12		 -5.15   	   0.00		
 26.25   	 80.57   	 83.48   	 -61.04		 -5.15   	   5.09		
 21.67   	 83.92   	 83.23   	 -55.95		 -5.13   	   0.00		
 23.50   	 82.09   	 83.01   	 -55.95		 -5.13   	   0.00		
 27.47   	 79.04   	 82.79   	 -55.95		 -5.13   	   0.00		
 23.80   	 82.40   	 82.56   	 -55.95		 -5.13   	   0.00		
 20.75   	 84.23   	 82.34   	 -50.86		 -5.13   	   0.00		
 24.41   	 84.84   	 82.14   	 -45.78		 -5.13   	   0.00		
 22.58   	 87.89   	 81.95   	 -50.86		 -5.13   	   0.00		
 22.28   	 86.36   	 81.75   	 -45.78		 -5.13   	   0.00		
 22.89   	 86.98   	 81.57   	 -50.86		 -5.13   	   0.00		
 23.80   	102.84   	 81.36   	 -45.78		 -5.13   	   0.00		
 23.50   	141.91   	 81.18   	 -50.86		 -5.13   	   0.00		
 33.57   	210.88   	 80.98   	 -50.86		 -5.13   	   0.00		
 52.19   	307.62   	 80.77   	 -55.95		 -5.13   	  -5.09		
 54.93   	463.56   	 80.55   	 -55.95		 -5.15   	   0.00		
 93.08   	626.22   	 80.33   	 -61.04		 -5.15   	  -5.09		
134.28   	818.18   	 80.08   	 -61.04		 -5.17   	   0.00		
173.34   	1060.49   	 79.84   	 -66.12		 -5.17   	   0.00		
252.69   	1242.98   	 79.57   	 -71.21		 -5.17   	   0.00		
325.62   	1359.25(R)	 79.29   	 -66.12		 -5.17   	   0.00		
383.00   	1322.33   	 79.02   	 -71.21		 -5.17   	   0.00		
364.07   	1055.30   	 78.74   	 -71.21		 -5.17   	   0.00		
271.00   	630.80   	 78.45   	 -66.12		 -5.17   	   0.00		
175.78   	285.34   	 78.19   	 -61.04		 -5.17   	   5.09		
104.68   	 -7.63   	 77.94   	 -61.04		 -5.15   	   0.00		
101.32   	-170.29   	 77.70   	 -55.95		 -5.15   	   5.09		
180.36   	-91.25   	 77.48   	 -50.86		 -5.13   	   5.09		
222.17   	-123.90   	 77.27   	 -45.78		 -5.11   	   5.09		
191.35   	-122.99   	 77.09   	 -45.78		 -5.09   	   5.09		
131.53   	-55.54   	 76.91   	 -45.78		 -5.07   	   5.09		
 74.16   	-61.34   	 76.72   	 -45.78		 -5.05   	  10.17		
 22.89   	-12.51   	 76.54   	 -40.69		 -5.01   	   0.00		
 -5.49   	 19.53   	 76.38   	 -45.78		 -5.01   	   5.09		
 -5.80   	 44.25   	 76.20   	 -40.69		 -4.98   	   5.09		
  2.14   	 36.62   	 76.03   	 -45.78		 -4.96   	   5.09		
 -3.97   	 33.26   	 75.85   	 -40.69		 -4.94   	   5.09		
 -1.83   	 38.76   	 75.69   	 -40.69		 -4.92   	   0.00		
  4.88   	 41.50   	 75.52   	 -40.69		 -4.92   	   0.00		
 -1.83   	 37.54   	 75.36   	 -25.43		 -4.92   	   0.00		
 -6.10   	 39.06   	 75.26   	 -15.26		 -4.92   	   0.00		
  6.10   	 48.83   	 75.20(D)	   5.09		 -4.92   	   0.00		
  8.24   	 44.86   	 75.22   	  35.61		 -4.92   	   0.00		
  2.14   	 45.78   	 75.36   	  71.21		 -4.92   	   0.00		
 -0.92   	 50.05   	 75.65   	 116.99		 -4.92   	  -5.09		
 -3.97   	 46.08   	 76.11   	 157.68		 -4.94   	  -5.09		
 -2.14   	 45.17   	 76.74   	 198.37		 -4.96   	   0.00		
  0.31   	 44.86   	 77.54   	 244.15		 -4.96   	  -5.09		
 -0.61   	 44.25   	 78.51   	 274.67		 -4.98   	  -5.09		
  0.61   	 43.95   	 79.61   	 310.27		 -5.01   	  -5.09		
  0.31   	 43.95   	 80.85   	 325.53		 -5.03   	  -5.09		
 -0.61   	 44.86   	 82.16   	 335.71		 -5.05   	  -5.09		
 -1.83   	 46.08   	 83.50   	 345.88		 -5.07   	   0.00		
 -0.92   	 47.61   	 84.88   	 340.79		 -5.07   	  -5.09		
  0.31   	 45.17   	 86.25   	 330.62		 -5.09   	  -5.09		
 -0.31   	 47.30   	 87.57   	 320.45		 -5.11   	  -5.09		
 -5.49   	 21.67   	 88.85   	 305.19		 -5.13   	  -5.09		
 -4.27   	  3.05   	 90.07   	 295.01		 -5.15   	  -5.09		
-10.38   	  6.71   	 91.25   	 284.84		 -5.17   	   0.00		
 -9.46   	 -7.32   	 92.39   	 279.75		 -5.17   	  -5.09		
 -6.71   	 10.07   	 93.51   	 274.67		 -5.19   	  -5.09		
-11.60   	 32.65   	 94.61   	 284.84		 -5.21   	   0.00		
 -8.54   	 26.25   	 95.75   	 284.84		 -5.21   	  -5.09		
 -8.54   	 27.47   	 96.89   	 300.10		 -5.23   	   0.00		
-12.21   	 28.08   	 98.09   	 310.27		 -5.23   	   0.00		
-12.82   	 29.60   	 99.33   	 315.36		 -5.23   	   0.00		
-14.65   	 29.60   	100.59   	 315.36		 -5.23   	   0.00		
-16.17   	 32.04   	101.85   	 315.36		 -5.23   	   0.00		
-18.92   	 31.74   	103.11   	 300.10		 -5.23   	   5.09		
-21.06   	 26.25   	104.31   	 289.93		 -5.21   	   0.00		
-21.97   	 24.41   	105.47   	 279.75		 -5.21   	   0.00		
-25.63   	 24.11   	106.59   	 269.58		 -5.21   	   5.09		
-26.55   	 21.36   	107.67   	 259.41		 -5.19   	   5.09		
-21.97   	 17.40   	108.71   	 254.32		 -5.17   	   5.09		
-26.25   	 14.04   	109.72   	 244.15		 -5.15   	   0.00		
-25.94   	 16.78   	110.70   	 244.15		 -5.15   	   5.09		
-28.08   	 13.43   	111.68   	 244.15		 -5.13   	   5.09		
-36.01   	 12.51   	112.65   	 233.98		 -5.11   	   5.09		
-38.15   	 14.65   	113.59   	 239.06		 -5.09   	  10.17		
-45.47   	  7.63   	114.55   	 233.98		 -5.05   	   5.09		
-50.05   	  4.88   	115.48   	 239.06		 -5.03   	   5.09		
-50.35   	  1.53   	116.44   	 244.15		 -5.01   	   5.09		
-57.98   	 -4.88   	117.42   	 259.41		 -4.98   	  10.17		
-57.37   	 -5.49   	118.45   	 274.67		 -4.94   	  15.26		
-58.29   	 -9.77   	119.55   	 295.01		 -4.88   	  15.26		
-64.39   	-12.51   	120.73   	 315.36		 -4.82   	  20.35		
-67.75   	-10.99   	121.99   	 330.62		 -4.74   	  25.43		
-73.85   	-12.51   	123.32   	 340.79		 -4.64   	  35.61		
-79.65   	-10.07   	124.68   	 340.79		 -4.50   	  45.78		
-82.70   	 -7.02   	126.04   	 325.53		 -4.31   	  50.86		
-82.70   	 -4.58   	127.34   	 305.19		 -4.11   	  66.12		
-79.65   	 -1.22   	128.57   	 279.75		 -3.85   	  71.21		
-77.21   	  5.49   	129.68   	 249.24		 -3.56   	  81.38		
-77.21   	 14.34   	130.68   	 218.72		 -3.23   	  81.38		
-72.33   	 23.19   	131.56   	 178.03		 -2.91   	  91.56		
-66.83   	 36.62   	132.27   	 147.51		 -2.54   	  86.47		
-61.34   	 50.35   	132.86   	 116.99		 -2.20   	  86.47		
-49.13   	 63.78   	133.33   	  71.21		 -1.85   	  76.30		
-40.28   	 76.90   	133.61   	  25.43		 -1.55   	  71.21		
-34.18   	 88.50   	133.71(S)	 -25.43		 -1.26   	  61.04		
-31.74   	 97.35   	133.61   	 -86.47		 -1.02   	  40.69		
-24.11   	108.64   	133.26   	-142.42		 -0.85   	  25.43		
-16.17   	118.10   	132.70   	-183.11		 -0.75   	   5.09		
 -9.46   	126.65   	131.96   	-213.63		 -0.73   	 -20.35		
  1.83   	137.63   	131.11   	-208.54		 -0.81   	 -40.69		
  9.16   	140.38   	130.27   	-193.29		 -0.98   	 -61.04		
 15.26   	144.65   	129.50   	-152.59		 -1.22   	 -86.47		
 18.62   	148.32   	128.89   	-111.90		 -1.57   	-106.82		
 23.80   	149.23   	128.44   	 -86.47		 -1.99   	-127.16		
 27.77   	153.50   	128.10   	 -91.56		 -2.50   	-152.59		
 30.52   	154.42   	127.73   	-127.16		 -3.11   	-167.85		
 32.35   	155.94   	127.22   	-198.37		 -3.78   	-193.29		
 32.96   	159.00   	126.43   	-284.84		 -4.56   	-203.46		
 32.04   	159.61   	125.29   	-350.97		 -5.37   	-223.80		
 29.60   	164.18   	123.89   	-376.40		 -6.27   	-239.06		
 32.04   	165.10   	122.38   	-350.97		 -7.22   	-249.24		
 35.71   	164.18   	120.98   	-269.58		 -8.22   	-254.32		
 33.57   	166.63   	119.90   	-152.59		 -9.24   	-264.50		
 39.06   	166.02   	119.29   	 -15.26		-10.29   	-259.41		
 42.42   	170.29   	119.23   	 101.73		-11.33   	-254.32		
