  I     	  II     	  FA     	  FA'		  LVp     	  LVp'		
-25.94   	-68.05   	 65.51   	 228.89		 92.88   	 554.42		
-23.80   	-65.92   	 66.43   	 330.62		 95.10   	 534.08		
-21.36   	-61.95   	 67.75   	 437.43		 97.23   	 513.73		
-18.31   	-56.46   	 69.50   	 523.90		 99.29   	 488.30		
-17.40   	-53.41   	 71.60   	 600.20		101.24   	 452.69		
-20.75   	-54.63   	 74.00   	 661.24		103.05   	 422.18		
-25.63   	-58.29   	 76.64   	 696.84		104.74   	 396.74		
-26.86   	-60.42   	 79.43   	 727.36		106.33   	 371.31		
-21.67   	-57.98   	 82.34   	 742.62		107.81   	 356.05		
-13.43   	-51.88   	 85.31   	 742.62		109.24   	 335.71		
 -7.32   	-43.33   	 88.28   	 747.71		110.58   	 320.45		
 -5.49   	-34.79   	 91.27   	 737.54		111.86   	 310.27		
 -5.49   	-27.16   	 94.22   	 732.45		113.10   	 300.10		
 -1.53   	-19.84   	 97.15   	 722.28		114.30   	 289.93		
  7.93   	-14.95   	100.04   	 707.02		115.46   	 279.75		
 17.70   	-13.73   	102.87   	 696.84		116.58   	 269.58		
 21.06   	-15.87   	105.66   	 671.41		117.66   	 264.50		
 17.70   	-18.62   	108.34   	 645.98		118.72   	 264.50		
 14.34   	-17.70   	110.93   	 615.46		119.78   	 254.32		
 18.01   	-10.99   	113.39   	 584.94		120.79   	 249.24		
 29.60   	  0.00   	115.73   	 554.42		121.79   	 244.15		
 43.33   	 13.12   	117.94   	 513.73		122.77   	 239.06		
 52.80   	 23.50   	120.00   	 478.13		123.72   	 233.98		
 55.85   	 28.08   	121.91   	 447.61		124.66   	 218.72		
 55.24   	 26.86   	123.70   	 412.00		125.53   	 213.63		
 55.85   	 23.50   	125.35   	 386.57		126.39   	 203.46		
 60.42   	 22.28   	126.90   	 350.97		127.20   	 193.29		
 69.27   	 27.77   	128.30   	 330.62		127.98   	 188.20		
 80.26   	 41.81   	129.62   	 305.19		128.73   	 172.94		
 91.25   	 59.81   	130.84   	 279.75		129.42   	 167.85		
 97.66   	 75.38   	131.96   	 264.50		130.09   	 152.59		
 97.96   	 84.23   	133.02   	 239.06		130.70   	 142.42		
 93.99   	 86.36   	133.98   	 223.80		131.27   	 132.25		
 89.72   	 83.92   	134.87   	 203.46		131.80   	 111.90		
 88.20   	 82.40   	135.69   	 188.20		132.25   	 106.82		
 87.59   	 84.53   	136.44   	 162.77		132.67   	  96.64		
 84.84   	 88.20   	137.09   	 147.51		133.06   	  91.56		
 78.43   	 90.33   	137.68   	 132.25		133.43   	  81.38		
 70.50   	 88.81   	138.21   	 116.99		133.75   	  81.38		
 64.09   	 84.23   	138.68   	  96.64		134.08   	  76.30		
 59.51   	 78.43   	139.06   	  86.47		134.38   	  66.12		
 53.71   	 72.33   	139.41   	  66.12		134.65   	  55.95		
 42.42   	 63.17   	139.67   	  55.95		134.87   	  40.69		
 24.41   	 46.69   	139.90   	  35.61		135.04   	  20.35		
  4.58   	 23.50   	140.04   	  20.35		135.12   	  10.17		
-11.60   	  1.22   	140.12   	  10.17		135.16(S)	 -10.17		
-20.75   	-14.34   	140.16(S)	  -5.09		135.12   	 -25.43		
-24.11   	-21.36   	140.14   	 -15.26		135.01   	 -35.61		
-24.41   	-21.97   	140.08   	 -30.52		134.87   	 -50.86		
-25.02   	-22.58   	139.96   	 -45.78		134.67   	 -61.04		
-27.47   	-27.16   	139.78   	 -55.95		134.42   	 -66.12		
-32.04   	-34.18   	139.55   	 -66.12		134.16   	 -81.38		
-37.54   	-41.20   	139.29   	 -81.38		133.83   	 -86.47		
-43.33   	-47.00   	138.96   	 -91.56		133.49   	 -96.64		
-48.83   	-50.35   	138.60   	-101.73		133.10   	-111.90		
-50.96   	-50.66   	138.19   	-116.99		132.65   	-127.16		
-49.44   	-48.83   	137.72   	-127.16		132.15   	-147.51		
-44.86   	-47.30   	137.21   	-142.42		131.56   	-172.94		
-39.37   	-47.91   	136.64   	-152.59		130.86   	-193.29		
-34.79   	-50.35   	136.03   	-162.77		130.09   	-233.98		
-33.87   	-52.49   	135.38   	-178.03		129.16   	-264.50		
-36.62   	-52.49   	134.67   	-193.29		128.10   	-310.27		
-40.59   	-49.44   	133.90   	-203.46		126.86   	-356.05		
-42.72   	-45.78   	133.08   	-218.72		125.43   	-406.92		
-41.81   	-46.39   	132.21   	-239.06		123.80   	-452.69		
-39.67   	-52.19   	131.25   	-254.32		121.99   	-513.73		
-39.06   	-61.04   	130.23   	-274.67		119.94   	-574.77		
-40.59   	-66.83   	129.13   	-289.93		117.64   	-635.81		
-42.42   	-64.09   	127.98   	-310.27		115.10   	-701.93		
-41.81   	-53.10   	126.73   	-330.62		112.29   	-783.31		
-39.06   	-39.37   	125.41   	-350.97		109.16   	-849.44		
-37.23   	-31.13   	124.01   	-366.22		105.76   	-925.73		
-37.54   	-33.26   	122.54   	-391.66		102.05   	-991.86		
-37.84   	-41.50   	120.98   	-406.92		 98.09   	-1037.64		
-36.01   	-47.30   	119.35   	-422.18		 93.94   	-1083.41		
-32.35   	-45.78   	117.66   	-437.43		 89.60   	-1108.85		
-31.13   	-39.06   	115.91   	-437.43		 85.17   	-1124.11		
-35.10   	-32.96   	114.16   	-437.43		 80.67   	-1124.11		
-43.03   	-32.04   	112.41   	-422.18		 76.17   	-1108.85		
-49.74   	-34.48   	110.72   	-406.92		 71.74   	-1088.50		
-51.27   	-36.93   	109.09   	-381.48		 67.39   	-1063.07		
-48.22   	-36.32   	107.57   	-350.97		 63.13   	-1027.46		
-44.86   	-33.57   	106.16   	-330.62		 59.02   	-991.86		
-43.64   	-32.35   	104.84   	-300.10		 55.06   	-951.17		
-43.95   	-33.57   	103.64   	-274.67		 51.25   	-905.39		
-40.59   	-35.40   	102.54   	-259.41		 47.63   	-859.61		
-31.74   	-34.79   	101.51   	-239.06		 44.19   	-818.92		
-21.36   	-32.04   	100.55   	-223.80		 40.92   	-762.97		
-18.31   	-31.13   	 99.65   	-213.63		 37.86   	-717.19		
-26.86   	-34.79   	 98.80   	-203.46		 34.99   	-671.41		
-43.33   	-42.72   	 97.99   	-193.29		 32.31   	-615.46		
-58.29   	-51.57   	 97.21   	-188.20		 29.85   	-569.68		
-61.95   	-55.54   	 96.46   	-178.03		 27.57   	-523.90		
-52.49   	-52.80   	 95.75   	-178.03		 25.47   	-478.13		
-37.84   	-47.91   	 95.04   	-167.85		 23.56   	-432.35		
-28.38   	-45.78   	 94.36   	-162.77		 21.83   	-391.66		
-28.69   	-47.91   	 93.71   	-152.59		 20.26   	-350.97		
-36.32   	-50.66   	 93.10   	-152.59		 18.86   	-315.36		
-44.56   	-49.74   	 92.49   	-142.42		 17.60   	-274.67		
-48.22   	-44.25   	 91.92   	-137.33		 16.50   	-244.15		
-46.39   	-39.06   	 91.37   	-132.25		 15.52   	-208.54		
-43.64   	-39.98   	 90.84   	-127.16		 14.69   	-183.11		
-43.03   	-49.44   	 90.34   	-122.07		 13.96   	-162.77		
-44.56   	-61.65   	 89.85   	-111.90		 13.31   	-137.33		
-46.08   	-68.36   	 89.40   	-116.99		 12.76   	-116.99		
-46.08   	-65.92   	 88.93   	-106.82		 12.29   	-106.82		
-44.86   	-57.37   	 88.50   	-106.82		 11.86   	 -91.56		
-44.56   	-50.05   	 88.08   	 -96.64		 11.50   	 -81.38		
-47.30   	-49.44   	 87.69   	-101.73		 11.17   	 -71.21		
-53.10   	-55.24   	 87.28   	 -91.56		 10.89   	 -61.04		
-57.98   	-61.65   	 86.92   	 -96.64		 10.64   	 -50.86		
-57.68   	-64.09   	 86.53   	 -86.47		 10.44   	 -45.78		
-51.57   	-61.95   	 86.18   	 -91.56		 10.25   	 -40.69		
-41.50   	-59.81   	 85.82   	 -86.47		 10.09   	 -35.61		
-33.87   	-60.73   	 85.47   	 -86.47		  9.95   	 -30.52		
-33.87   	-65.92   	 85.13   	 -86.47		  9.83   	 -30.52		
-41.20   	-72.33   	 84.78   	 -81.38		  9.70   	 -25.43		
-51.88   	-75.68   	 84.46   	 -86.47		  9.60   	 -30.52		
-59.20   	-73.85   	 84.11   	 -81.38		  9.48   	 -25.43		
-60.12   	-67.14   	 83.78   	 -81.38		  9.38   	 -20.35		
-55.54   	-57.68   	 83.46   	 -76.30		  9.30   	 -20.35		
-46.69   	-45.78   	 83.15   	 -81.38		  9.22   	 -15.26		
-35.71   	-31.43   	 82.83   	 -81.38		  9.16   	 -15.26		
-26.86   	-15.87   	 82.50   	 -76.30		  9.09   	 -10.17		
-21.67   	 -1.22   	 82.20   	 -76.30		  9.05   	  -5.09		
-21.67   	  8.24   	 81.89   	 -76.30		  9.03   	  -5.09		
-25.63   	  8.24   	 81.59   	 -71.21		  9.01(D)	   0.00		
-29.60   	 -0.61   	 81.30   	 -71.21		  9.01   	   5.09		
-29.91   	-10.99   	 81.02   	 -71.21		  9.03   	   5.09		
-25.02   	-14.04   	 80.73   	 -71.21		  9.05   	   5.09		
-15.87   	 -4.58   	 80.45   	 -71.21		  9.07   	   5.09		
 -5.80   	 13.43   	 80.16   	 -71.21		  9.09   	  10.17		
  0.61   	 29.30   	 79.88   	 -71.21		  9.14   	   5.09		
  0.92   	 32.65   	 79.59   	 -66.12		  9.16   	   5.09		
 -3.36   	 20.14   	 79.33   	 -66.12		  9.18   	   5.09		
 -7.32   	 -1.22   	 79.06   	 -66.12		  9.20   	   0.00		
 -4.88   	-20.14   	 78.80   	 -66.12		  9.20   	   0.00		
  3.97   	-30.52   	 78.53   	 -66.12		  9.20   	  -5.09		
 12.51   	-32.04   	 78.27   	 -61.04		  9.18   	  -5.09		
 14.04   	-29.91   	 78.03   	 -61.04		  9.16   	  -5.09		
  7.02   	-30.21   	 77.78   	 -61.04		  9.14   	   0.00		
 -3.97   	-34.79   	 77.54   	 -61.04		  9.14   	  -5.09		
-13.12   	-42.42   	 77.29   	 -61.04		  9.11   	   0.00		
-18.92   	-50.66   	 77.05   	 -66.12		  9.11   	   0.00		
-24.11   	-58.90   	 76.79   	 -61.04		  9.11   	   5.09		
-32.35   	-67.14   	 76.54   	 -61.04		  9.14   	   5.09		
-42.11   	-75.68   	 76.30   	 -61.04		  9.16   	  15.26		
-50.05   	-84.23   	 76.05   	 -61.04		  9.22   	  15.26		
-53.71   	-93.08   	 75.81   	 -66.12		  9.28   	  20.35		
-54.32   	-101.01   	 75.54   	 -61.04		  9.36   	  25.43		
-53.41   	-106.20   	 75.30   	 -61.04		  9.46   	  30.52		
-51.88   	-107.42   	 75.06   	 -55.95		  9.58   	  35.61		
-50.66   	-105.59   	 74.83   	 -61.04		  9.73   	  40.69		
-50.66   	-103.45   	 74.59   	 -55.95		  9.89   	  45.78		
-54.02   	-103.15   	 74.36   	 -50.86		 10.07   	  50.86		
-60.42   	-104.98   	 74.16   	 -55.95		 10.27   	  50.86		
-66.22   	-106.51   	 73.94   	 -50.86		 10.48   	  50.86		
-68.66   	-107.12   	 73.73   	 -55.95		 10.68   	  55.95		
-67.75   	-105.90   	 73.51   	 -50.86		 10.91   	  55.95		
-66.83   	-104.68   	 73.31   	 -55.95		 11.13   	  55.95		
-68.97   	-104.37   	 73.08   	 -55.95		 11.35   	  61.04		
-72.63   	-105.90   	 72.86   	 -55.95		 11.60   	  55.95		
-74.77   	-108.95   	 72.63   	 -55.95		 11.82   	  55.95		
-74.77   	-112.30   	 72.41   	 -55.95		 12.04   	  50.86		
-75.38   	-110.47   	 72.19   	 -55.95		 12.25   	  50.86		
-78.43   	-93.08   	 71.96   	 -50.86		 12.45   	  50.86		
-77.82   	-50.66   	 71.76   	 -50.86		 12.66   	  50.86		
-58.90   	 17.70   	 71.56   	 -55.95		 12.86   	  45.78		
 -3.05   	100.40   	 71.33   	 -45.78		 13.04   	  50.86		
 95.52   	179.14   	 71.15   	 -50.86		 13.25   	  50.86		
224.91   	243.53   	 70.95   	 -45.78		 13.45   	  45.78		
358.28   	301.21   	 70.76   	 -40.69		 13.63   	  55.95		
467.22   	371.70   	 70.60   	 -45.78		 13.86   	  50.86		
526.12   	462.65   	 70.42   	 -40.69		 14.06   	  50.86		
515.75   	549.01   	 70.25   	 -40.69		 14.26   	  55.95		
429.99   	587.16(R)	 70.09   	 -45.78		 14.49(E)	  50.86		
281.07   	542.91   	 69.91   	 -40.69		 14.69   	  61.04		
104.37   	417.48   	 69.75   	 -40.69		 14.93   	  61.04		
-50.35   	252.38   	 69.58   	 -40.69		 15.18   	  71.21		
-142.82   	102.54   	 69.42   	 -40.69		 15.46   	  86.47		
-162.05   	 -1.53   	 69.26   	 -40.69		 15.81   	 111.90		
-130.62   	-59.51   	 69.09   	 -45.78		 16.26   	 137.33		
-87.28   	-87.89   	 68.91   	 -45.78		 16.81   	 183.11		
-58.90   	-100.10   	 68.73   	 -45.78		 17.54   	 233.98		
-52.49   	-101.32   	 68.55   	 -45.78		 18.47   	 300.10		
-59.20   	-92.77   	 68.36   	 -50.86		 19.67   	 366.22		
-67.14   	-79.35   	 68.16   	 -50.86		 21.14   	 452.69		
-69.27   	-68.05   	 67.95   	 -55.95		 22.95   	 528.99		
-65.92   	-64.39   	 67.73   	 -61.04		 25.07   	 620.55		
-60.42   	-66.83   	 67.49   	 -61.04		 27.55   	 707.02		
-54.32   	-68.66   	 67.24   	 -61.04		 30.38   	 793.49		
-49.74   	-68.36   	 67.00   	 -61.04		 33.55   	 864.70		
-47.61   	-68.05   	 66.75   	 -66.12		 37.01   	 935.91		
-47.30   	-70.80   	 66.49   	 -61.04		 40.75   	 986.77		
-47.00   	-76.29   	 66.25   	 -66.12		 44.70   	1017.29		
-45.47   	-80.26   	 65.98   	 -61.04		 48.77   	1022.38		
-43.33   	-80.57   	 65.74   	 -55.95		 52.86   	1007.12		
-41.81   	-78.13   	 65.51   	 -61.04		 56.89   	 971.51		
-42.11   	-76.29   	 65.27   	 -50.86		 60.77   	 915.56		
-45.17   	-77.82   	 65.07   	 -50.86		 64.44   	 854.52		
-49.44   	-81.79   	 64.86   	 -45.78		 67.85   	 788.40		
-52.19   	-83.62   	 64.68   	 -45.78		 71.01   	 722.28		
-51.57   	-82.40   	 64.50   	 -35.61		 73.90   	 671.41		
-48.52   	-80.87   	 64.35   	 -30.52		 76.58   	 625.63		
-44.86   	-80.87   	 64.23   	 -25.43		 79.08   	 600.20		
-42.42   	-81.79   	 64.13   	 -15.26		 81.48   	 584.94		
-39.67   	-78.74   	 64.07(D)	   5.09		 83.82   	 579.86		
-36.01   	-70.80   	 64.09   	  40.69		 86.14   	 569.68		
-31.74   	-61.65   	 64.25   	  86.47		 88.42   	 564.60		
-28.99   	-57.98   	 64.60   	 157.68		 90.68   	 559.51		
-28.69   	-63.17   	 65.23   	 254.32		 92.92   	 549.34		
-29.30   	-72.33   	 66.25   	 356.05		 95.12   	 523.90		
-28.08   	-76.90   	 67.67   	 452.69		 97.21   	 498.47		
-23.80   	-72.33   	 69.48   	 544.25		 99.21   	 473.04		
-18.01   	-61.04   	 71.66   	 615.46		101.10   	 442.52		
-14.34   	-50.35   	 74.12   	 666.32		102.87   	 412.00		
-14.34   	-46.08   	 76.79   	 707.02		104.52   	 386.57		
-15.26   	-47.61   	 79.61   	 727.36		106.06   	 361.14		
-14.34   	-50.35   	 82.52   	 742.62		107.51   	 345.88		
-10.38   	-49.44   	 85.49   	 742.62		108.89   	 330.62		
 -4.88   	-43.95   	 88.46   	 737.54		110.21   	 315.36		
 -0.61   	-36.93   	 91.41   	 737.54		111.47   	 300.10		
  0.92   	-33.26   	 94.36   	 727.36		112.68   	 284.84		
  1.53   	-34.18   	 97.27   	 712.10		113.81   	 279.75		
  3.97   	-36.93   	100.12   	 701.93		114.93   	 259.41		
  8.24   	-36.62   	102.93   	 676.50		115.97   	 259.41		
 14.04   	-30.82   	105.64   	 656.15		117.01   	 244.15		
 20.75   	-20.75   	108.26   	 625.63		117.99   	 244.15		
 28.08   	-12.51   	110.76   	 600.20		118.96   	 233.98		
 36.62   	 -7.93   	113.16   	 564.60		119.90   	 228.89		
 45.78   	 -4.88   	115.42   	 528.99		120.81   	 223.80		
 53.71   	  0.31   	117.54   	 498.47		121.71   	 218.72		
 58.59   	  8.24   	119.53   	 467.95		122.58   	 208.54		
 61.34   	 16.78   	121.40   	 437.43		123.42   	 203.46		
 63.17   	 24.11   	123.15   	 406.92		124.23   	 198.37		
 66.83   	 29.60   	124.78   	 376.40		125.02   	 193.29		
 73.55   	 36.93   	126.29   	 356.05		125.80   	 188.20		
 82.09   	 46.69   	127.71   	 325.53		126.55   	 188.20		
 89.42   	 55.85   	129.01   	 300.10		127.30   	 178.03		
 93.08   	 60.73   	130.21   	 279.75		128.02   	 167.85		
 93.69   	 61.34   	131.33   	 254.32		128.69   	 157.68		
 93.69   	 61.65   	132.35   	 233.98		129.32   	 142.42		
 95.21   	 64.70   	133.29   	 213.63		129.89   	 122.07		
 98.27   	 72.02   	134.14   	 188.20		130.38   	 111.90		
100.40   	 81.48   	134.89   	 167.85		130.82   	  96.64		
 98.57   	 89.11   	135.56   	 147.51		131.21   	  81.38		
 91.86   	 91.25   	136.15   	 127.16		131.54   	  76.30		
 82.40   	 86.06   	136.66   	 111.90		131.84   	  61.04		
 74.16   	 74.46   	137.11   	  91.56		132.08   	  55.95		
 67.14   	 59.81   	137.48   	  76.30		132.31   	  45.78		
 59.20   	 49.13   	137.78   	  66.12		132.49   	  45.78		
 47.30   	 46.39   	138.05   	  50.86		132.67   	  35.61		
 30.52   	 49.13   	138.25   	  35.61		132.82   	  30.52		
 10.68   	 49.74   	138.39   	  30.52		132.94   	  25.43		
 -7.63   	 41.50   	138.51   	  10.17		133.04   	  15.26		
-19.53   	 22.28   	138.55(S)	   0.00		133.10   	   5.09		
-24.11   	 -2.75   	138.55   	 -10.17		133.12(S)	  -5.09		
-25.94   	-27.16   	138.51   	 -25.43		133.10   	 -20.35		
-28.38   	-45.47   	138.41   	 -35.61		133.02   	 -35.61		
-32.96   	-54.93   	138.27   	 -45.78		132.88   	 -45.78		
-38.15   	-56.15   	138.09   	 -61.04		132.70   	 -66.12		
-40.28   	-51.88   	137.84   	 -71.21		132.43   	 -81.38		
-38.15   	-45.17   	137.56   	 -81.38		132.11   	 -96.64		
-36.01   	-39.67   	137.23   	 -96.64		131.72   	-111.90		
-36.32   	-39.67   	136.85   	-106.82		131.27   	-127.16		
-39.67   	-44.86   	136.42   	-122.07		130.76   	-147.51		
-42.72   	-53.10   	135.93   	-132.25		130.17   	-162.77		
-41.81   	-59.20   	135.40   	-147.51		129.52   	-188.20		
-35.71   	-58.59   	134.81   	-157.68		128.77   	-223.80		
-29.30   	-52.19   	134.18   	-172.94		127.87   	-254.32		
-26.86   	-44.86   	133.49   	-183.11		126.86   	-300.10		
-29.30   	-41.50   	132.76   	-198.37		125.66   	-345.88		
-34.79   	-44.25   	131.96   	-218.72		124.27   	-401.83		
-39.67   	-50.66   	131.09   	-228.89		122.66   	-452.69		
-41.50   	-55.24   	130.17   	-254.32		120.85   	-508.65		
-41.50   	-56.15   	129.16   	-264.50		118.82   	-569.68		
-41.50   	-56.15   	128.10   	-289.93		116.54   	-635.81		
-41.50   	-55.54   	126.94   	-305.19		114.00   	-707.02		
-40.59   	-52.49   	125.72   	-330.62		111.17   	-778.23		
-38.45   	-47.00   	124.39   	-350.97		108.06   	-849.44		
-36.62   	-41.50   	122.99   	-366.22		104.66   	-915.56		
-37.84   	-40.59   	121.53   	-391.66		101.00   	-986.77		
-43.95   	-46.08   	119.96   	-406.92		 97.05   	-1037.64		
-50.66   	-54.32   	118.33   	-422.18		 92.90   	-1078.33		
-51.88   	-56.76   	116.64   	-437.43		 88.59   	-1113.93		
-43.95   	-48.52   	114.89   	-437.43		 84.13   	-1129.19		
-29.91   	-33.87   	113.14   	-437.43		 79.61   	-1129.19		
-17.09   	-21.67   	111.39   	-422.18		 75.10   	-1124.11		
-14.04   	-19.84   	109.70   	-401.83		 70.60   	-1108.85		
-20.14   	-26.55   	108.10   	-381.48		 66.16   	-1078.33		
-29.91   	-36.62   	106.57   	-350.97		 61.85   	-1047.81		
-36.93   	-44.56   	105.17   	-325.53		 57.66   	-1012.20		
-39.06   	-48.22   	103.87   	-300.10		 53.61   	-971.51		
-37.84   	-49.13   	102.66   	-279.75		 49.73   	-925.73		
-36.62   	-48.22   	101.55   	-254.32		 46.02   	-879.96		
-36.93   	-45.17   	100.53   	-244.15		 42.50   	-834.18		
-37.23   	-40.89   	 99.55   	-223.80		 39.17   	-788.40		
-36.62   	-37.54   	 98.66   	-213.63		 36.01   	-737.54		
-36.01   	-37.84   	 97.80   	-208.54		 33.06   	-691.76		
-36.32   	-42.72   	 96.97   	-193.29		 30.29   	-640.89		
-38.15   	-50.05   	 96.19   	-188.20		 27.73   	-590.03		
-40.59   	-55.24   	 95.44   	-183.11		 25.37   	-544.25		
-42.42   	-56.76   	 94.71   	-178.03		 23.19   	-498.47		
-41.81   	-54.32   	 94.00   	-167.85		 21.20   	-452.69		
-38.45   	-50.96   	 93.33   	-162.77		 19.39   	-412.00		
-33.57   	-50.35   	 92.68   	-152.59		 17.74   	-371.31		
-30.21   	-54.02   	 92.06   	-147.51		 16.26   	-335.71		
-30.52   	-59.51   	 91.47   	-142.42		 14.91   	-295.01		
-35.10   	-62.56   	 90.91   	-137.33		 13.73   	-259.41		
-40.89   	-61.34   	 90.36   	-127.16		 12.70   	-228.89		
-44.25   	-56.76   	 89.85   	-127.16		 11.78   	-203.46		
-44.25   	-53.71   	 89.34   	-116.99		 10.97   	-172.94		
-41.20   	-54.02   	 88.87   	-116.99		 10.27   	-147.51		
-38.45   	-56.46   	 88.40   	-111.90		  9.68   	-132.25		
-39.37   	-57.68   	 87.95   	-106.82		  9.16   	-111.90		
-44.25   	-56.15   	 87.53   	-106.82		  8.71   	 -96.64		
-50.66   	-54.63   	 87.10   	-101.73		  8.32   	 -86.47		
-54.93   	-57.37   	 86.69   	-101.73		  7.98   	 -76.30		
-53.10   	-65.00   	 86.29   	 -96.64		  7.67   	 -66.12		
-44.56   	-71.72   	 85.90   	 -96.64		  7.41   	 -55.95		
-32.96   	-73.24   	 85.51   	 -96.64		  7.18   	 -50.86		
-24.41   	-68.97   	 85.13   	 -91.56		  6.98   	 -45.78		
-23.50   	-63.17   	 84.76   	 -91.56		  6.80   	 -45.78		
-32.65   	-61.04   	 84.39   	 -86.47		  6.61   	 -35.61		
-47.00   	-63.17   	 84.05   	 -86.47		  6.47   	 -35.61		
-58.90   	-66.83   	 83.70   	 -86.47		  6.33   	 -35.61		
-62.56   	-68.97   	 83.36   	 -86.47		  6.19   	 -30.52		
-57.37   	-67.75   	 83.01   	 -81.38		  6.06   	 -25.43		End----------
-48.22   	-63.48   	 82.69   	 -76.30		  5.96   	 -25.43		
-40.89   	-56.15   	 82.38   	 -81.38		  5.86   	 -20.35		
-38.15   	-45.17   	 82.05   	 -76.30		  5.78   	 -15.26		
-38.45   	-32.04   	 81.75   	 -76.30		  5.72   	 -10.17		
-38.76   	-19.53   	 81.44   	 -71.21		  5.68   	 -10.17		
-35.40   	-10.38   	 81.16   	 -76.30		  5.64   	  -5.09		
-28.69   	 -6.71   	 80.85   	 -71.21		  5.62   	   0.00		
-21.67   	 -8.54   	 80.57   	 -76.30		  5.62   	   5.09		
-17.40   	-14.34   	 80.26   	 -71.21		  5.64   	   0.00		
-18.62   	-19.53   	 79.98   	 -71.21		  5.64   	  10.17		
-23.19   	-19.53   	 79.69   	 -71.21		  5.68   	   5.09		
-25.02   	-10.99   	 79.41   	 -71.21		  5.70   	  10.17		
-19.84   	  5.80   	 79.12   	 -66.12		  5.74   	   5.09		
 -8.85   	 21.67   	 78.86   	 -71.21		  5.76   	   5.09		
  3.36   	 26.86   	 78.58   	 -66.12		  5.78   	   5.09		
 10.99   	 18.62   	 78.31   	 -71.21		  5.80   	   0.00		
 12.82   	  2.14   	 78.03   	 -66.12		  5.80   	   0.00		
 12.21   	-12.82   	 77.76   	 -61.04		  5.80   	  -5.09		
 12.51   	-20.14   	 77.52   	 -66.12		  5.78   	   0.00		
 13.12   	-20.75   	 77.25   	 -61.04		  5.78   	  -5.09		
 10.68   	-21.06   	 77.01   	 -61.04		  5.76   	 -10.17		
  3.36   	-25.33   	 76.76   	 -61.04		  5.72   	  -5.09		
 -6.10   	-32.04   	 76.52   	 -61.04		  5.70   	  -5.09		
-15.26   	-40.28   	 76.28   	 -61.04		  5.68   	  -5.09		
-22.58   	-51.27   	 76.03   	 -55.95		  5.66   	   0.00		
-29.60   	-66.53   	 75.81   	 -61.04		  5.66   	   0.00		
-39.06   	-85.75   	 75.56   	 -61.04		  5.66   	   0.00		
-49.44   	-104.68   	 75.32   	 -55.95		  5.66   	  10.17		
-55.85   	-115.05   	 75.10   	 -61.04		  5.70   	  20.35		
-54.93   	-112.92   	 74.85   	 -61.04		  5.78   	  20.35		
-50.35   	-102.23   	 74.61   	 -61.04		  5.86   	  30.52		
-46.39   	-91.55   	 74.36   	 -55.95		  5.98   	  35.61		
-48.22   	-89.42   	 74.14   	 -61.04		  6.12   	  40.69		
-54.63   	-96.13   	 73.90   	 -55.95		  6.29   	  50.86		
-61.34   	-107.12   	 73.67   	 -55.95		  6.49   	  50.86		
-64.09   	-115.97   	 73.45   	 -50.86		  6.69   	  50.86		
-61.34   	-119.02   	 73.24   	 -50.86		  6.90   	  45.78		
-55.85   	-116.58   	 73.04   	 -50.86		  7.08   	  50.86		
-51.57   	-111.39   	 72.84   	 -45.78		  7.28   	  40.69		
-50.66   	-105.90   	 72.65   	 -45.78		  7.45   	  30.52		
-53.71   	-101.32   	 72.47   	 -45.78		  7.57   	  30.52		
-58.90   	-100.10   	 72.29   	 -50.86		  7.69   	  20.35		
-63.17   	-102.54   	 72.09   	 -55.95		  7.77   	  15.26		
-65.61   	-106.51   	 71.86   	 -71.21		  7.83   	  15.26		
-68.66   	-107.42   	 71.58   	-101.73		  7.89   	  10.17		
-73.55   	-98.88   	 71.17   	-116.99		  7.93   	  20.35		
-75.07   	-71.72   	 70.70   	-142.42		  8.02   	  30.52		
-63.78   	-23.19   	 70.13   	-152.59		  8.14   	  40.69		
-27.16   	 42.42   	 69.52   	-152.59		  8.30   	  50.86		
 43.64   	114.75   	 68.91   	-152.59		  8.50   	  71.21		
147.71   	181.58   	 68.30   	-132.25		  8.79   	  76.30		
270.69   	241.09   	 67.77   	-106.82		  9.09   	  81.38		
391.24   	308.23   	 67.34   	 -61.04		  9.42   	  71.21		
483.70   	401.31   	 67.10   	  45.78		  9.70   	  45.78		
520.32   	513.31   	 67.28   	 259.41		  9.89   	 -20.35		
480.35   	606.99   	 68.32   	 544.25		  9.81   	-137.33		
362.24   	637.21   	 70.50   	 712.10		  9.26   	-305.19		
191.35   	574.04   	 73.35   	 717.19		  8.04   	-534.08		
 15.56   	427.55   	 76.22   	 595.11		  5.90   	-773.14		
-112.92   	246.28   	 78.60   	 452.69		  2.81   	-991.86		
-166.63   	 80.87   	 80.41   	 356.05		 -1.16   	-1164.80		
-156.86   	-40.28   	 81.83   	 295.01		 -5.82   	-1241.09		
-118.41   	-109.86   	 83.01   	 244.15		-10.78   	-1225.83		
-84.23   	-133.97   	 83.99   	 208.54		-15.69   	-1124.11		
-67.44   	-125.73   	 84.82   	 167.85		-20.18   	-935.91		
-61.65   	-100.10   	 85.49   	 147.51		-23.93   	-691.76		
-56.46   	-72.94   	 86.08   	 152.59		-26.69   	-422.18		
-49.13   	-57.68   	 86.69   	 172.94		-28.38   	-152.59		
-43.95   	-57.98   	 87.39   	 178.03		-28.99   	 111.90		
-44.56   	-68.66   	 88.10   	 193.29		-28.55   	 330.62		
-52.49   	-79.04   	 88.87   	 193.29		-27.22   	 513.73		
